id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_boomtheghost1_05_s_102,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_102,False,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_103,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_103,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_104,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_104,False,,S_10,S_50,1.0,,tove_s,tove_s,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_105,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_105,False,,black,black,1.0,,tove_s,,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_106,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_106,False,,black,black,1.0,,tove_s,,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_107,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_107,False,,black,black,1.0,,tove_s,,,,,1,surprise,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_108,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_108,True,,S_50,S_500,0.5,,tove_s,tove_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_109,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_109,False,,S_10,S_100,0.5,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_110,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_110,False,,black,black,1.0,,elegg_s,,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_111,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_111,False,,black,black,1.0,,elegg_s,,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_112,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_112,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,Low_2,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_113,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_113,True,,L_150,L_150,1.0,,centi_s,centi_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_114,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_114,True,,XS_130,XS_130,1.0,,pepper_s,pepper_s,,,,1,idle,,5,no,,13,surprise,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_115,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_115,True,,XS_130,XS_1300,1.0,,pepper_s,pepper_s,,,,1,idle,,5,no,,13,surprise,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_116,40084,event_boomtheghost1_05_s,Self,Locale_MainScenario:event_boomtheghost1_05_s_116,False,,XS_1300,XS_1300,1.0,,pepper_s,,,,,1,idle,,5,no,,13,surprise,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_117,40084,event_boomtheghost1_05_s,Self,Locale_MainScenario:event_boomtheghost1_05_s_117,False,,XS_1300,XS_1300,1.0,,pepper_s,,,,,1,idle,,5,no,,13,surprise,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
