id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce003_1_04_e_104,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_104,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_170,XS_150,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_105,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_105,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,14,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_106,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_106,True,,,,,,,,,,,1,idle,,,,,13,delight,,14,14,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_107,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_107,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_108,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_108,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_109,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_109,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,130,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_110,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_110,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_111,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_111,True,,,,,,,,,,,1,idle,,,,,13,delight,,130,130,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_112,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_112,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_113,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_113,True,,,,,,,,,,,1,idle,,,,,13,idle,,10,10,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_114,40041,event_ce003_1_04_e,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_04_e_114,False,,,,,,,,,,,1,idle,,,,,13,idle,,10,10,1.0,,,,,15,idle,,,,,,,17,idle
