id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_beautyfullshot2_intermission_112,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_112,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,void,,,,,,,1,angry,,,,,
event_beautyfullshot2_intermission_113,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_113,True,,113,113,1.0,,viper_s,viper_s,,,,,,,,13,void,,,,,,,1,angry,,,,,
event_beautyfullshot2_intermission_114,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_114,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,angry,,,,,
event_beautyfullshot2_intermission_115,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_115,False,,113,113,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_116,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_116,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_117,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_117,True,,113,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_118,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_118,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_119,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_119,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_120,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_120,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_121,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_121,True,,130,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_122,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_122,True,,1300,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_123,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_123,True,,1300,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_124,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_124,True,,S_100,S_100,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_125,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_125,True,,1300,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_126,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_126,True,,1300,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_127,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_127,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_128,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_128,True,,130,113,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_129,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_129,True,,113,113,1.0,none,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_130,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_130,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_131,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_131,True,,113,113,1.0,bgm_story_impression,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_132,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_132,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_133,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_133,False,,113,S_10,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_134,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_134,False,,S_10,S_10,1.0,,viper_s,,,,,,,,,13,idle,,,,,,,1,sad,,,,,
event_beautyfullshot2_intermission_135,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_135,True,,S_10,S_100,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_136,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_136,True,,1300,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_137,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_137,False,,1300,1300,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_138,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_138,True,,1300,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_139,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_139,True,,S_10,S_10,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_140,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_140,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_141,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_141,True,,S_10,S_10,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_142,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_142,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_143,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_143,True,,S_10,S_10,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_144,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_144,True,,130,130,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_145,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_145,True,,130,113,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_146,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_146,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_147,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_147,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_148,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_148,True,,113,113,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_149,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_149,True,,113,113,1.0,,rosanna_s,rosanna_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_150,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_150,False,,113,113,1.0,,viper_s,,,,,,,,,13,idle,rosanna_s,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_151,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_151,False,,113,1,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,idle,,,,,
event_beautyfullshot2_intermission_152,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_152,True,,1,S_100,1.0,,viper_s,viper_s,,,,,,,,13,idle,,,,,,,1,delight,,,,,
