id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,speaker,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,play_sound,fade,set_camera_shake
event_ce004_2_06_s_89,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_89,True,,18,18,1.0,,marciana,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,,,,,,,,,,,,,,marciana,,,,,,,
event_ce004_2_06_s_90,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_90,False,,18,18,1.0,,marciana,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_91,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_91,True,,18,18,1.0,,ce004_04,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,,,,,,,,,,,,,,ce004_04,,,,,,,
event_ce004_2_06_s_92,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_92,False,WasteLand_02,black,black,1.0,,eunhwa,,,,,,,,17,idle,vesti,3,idle,eunhwa,1,idle,emma,13,idle,,19,idle,,,,,,,,,ce004_04,,,,marciana,,,,,,,,sfx_scn_radiocall,black,
event_ce004_2_06_s_93,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_93,True,,black,black,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,ce004_02,15,idle,ein,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_94,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_94,True,,10,10,1.0,,ce004_04_op,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,ce004_04_op,ce004_04_op,OP_leftup,think,,,,
event_ce004_2_06_s_95,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_95,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,OP_leftup,think,ce004_04_op,,,
event_ce004_2_06_s_96,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_96,True,,170,170,1.0,,ein,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_97,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_97,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_98,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_98,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_99,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_99,False,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,sfx_scn_4rapturestep,,Low_2
event_ce004_2_06_s_100,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_100,False,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_101,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_101,False,,170,170,1.0,,ein,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_102,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_102,True,,170,170,1.0,,ein,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_103,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_103,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_104,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_104,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_105,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_105,True,,130,130,1.0,,emma,,,,,,,,,,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,emma,,,,,,,
event_ce004_2_06_s_106,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_106,True,,130,130,1.0,,emma,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,emma,,,,,,,
event_ce004_2_06_s_107,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_107,True,,130,130,1.0,,emma,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,emma,,,,,,,
event_ce004_2_06_s_108,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_108,True,,XS_30,XS_30,1.0,,vesti,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,vesti,,,,,,,
event_ce004_2_06_s_109,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_109,True,,170,170,1.0,,ein,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_110,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_110,True,,170,150,1.0,,ce004_02,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,ce004_02,,,,,,,
event_ce004_2_06_s_111,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_111,False,,black,black,1.0,,ce004_02,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,vesti,eunhwa,emma,,,,,,,,,,,
event_ce004_2_06_s_112,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_112,True,,black,black,1.0,,ein,,,,,,,,,,,,,,,,,,,,15,idle,,17,no,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_113,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_113,False,EventScene_ce004_05,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,15,idle,,17,no,,,,,,,,,,ce004_02,ein,,,,,,,,,
event_ce004_2_06_s_114,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_114,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_115,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_115,False,,ce004_06_01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_116,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_116,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_117,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_117,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce004_02,,,,,,,
event_ce004_2_06_s_118,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_118,False,WasteLand_03,black,black,1.0,,laplace,drake,9,idle,laplace,7,idle,maxwell,5,idle,ce004_01,3,idle,zwei,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_radiocall,,
event_ce004_2_06_s_119,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_119,True,,7,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_120,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_120,True,,S_70,S_70,1.0,,marciana_op,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,marciana_op,marciana_op,OP_leftup,idle,,,,
event_ce004_2_06_s_121,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_121,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,OP_leftup,idle,marciana_op,,,
event_ce004_2_06_s_122,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_122,True,,30,30,1.0,,ce004_01,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_123,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_123,True,,30,10,1.0,,zwei,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,zwei,,,,,,,
event_ce004_2_06_s_124,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_124,True,,10,10,1.0,,zwei,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,zwei,,,,,,,
event_ce004_2_06_s_125,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_125,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_126,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_126,True,,S_70,S_700,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_127,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_127,False,,S_700,S_700,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_128,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_128,True,,S_700,S_700,1.0,,laplace,,9,idle,,7,sad,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_129,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_129,True,,S_700,S_70,1.0,,laplace,,9,idle,,7,sad,,5,idle,,3,think,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_130,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_130,True,,30,30,1.0,,ce004_01,,9,idle,,7,sad,,5,idle,,3,surprise,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_131,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_131,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,3,surprise,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_132,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_132,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,3,surprise,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_133,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_133,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,3,surprise,,1,idle,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_134,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_134,True,,30,30,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_135,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_135,True,,30,30,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_136,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_136,True,,30,10,1.0,,zwei,,9,idle,,7,angry,,5,idle,,3,angry,,1,surprise,,,,,,,,,,,,,,,,,,,,,,zwei,,,,,,,
event_ce004_2_06_s_137,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_137,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,angry,,1,surprise,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_138,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_138,False,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,angry,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_4rapturestep,,Low_2
event_ce004_2_06_s_139,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_139,False,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_140,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_140,True,,50,500,1.0,,maxwell,,9,idle,,7,idle,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,maxwell,,,,,,,
event_ce004_2_06_s_141,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_141,True,,500,500,1.0,,maxwell,,9,idle,,7,idle,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,maxwell,,,,,,,
event_ce004_2_06_s_142,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_142,True,,S_700,S_700,1.0,,laplace,,9,idle,,7,idle,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_143,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_143,True,,S_700,S_70,1.0,,laplace,,9,idle,,7,idle,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,laplace,,,,,,,
event_ce004_2_06_s_144,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_144,True,,S_70,90,0.5,,drake,,9,delight,,7,idle,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,,laplace,,,,,,,,drake,,,,,,,
event_ce004_2_06_s_145,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_145,True,,50,50,1.0,,maxwell,,9,delight,,,,,5,angry,,3,idle,,1,surprise,,,,,,,,,,,,,drake,,,,,,,,,maxwell,,,,,,,
event_ce004_2_06_s_146,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_146,False,,black,black,1.0,,ce004_01,,,,,,,,5,idle,,3,idle,,1,surprise,,,,,,,,,,,,,,,maxwell,,,,,,,,,,,,sfx_scn_runaway,,
event_ce004_2_06_s_147,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_147,True,,30,30,1.0,,ce004_01,,,,,,,,,,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_148,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_148,False,,30,30,1.0,,ce004_01,,,,,,,,,,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_149,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_149,False,,30,30,1.0,,ce004_01,,,,,,,,,,,3,idle,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_aim,,
event_ce004_2_06_s_150,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_150,True,,30,300,0.5,,ce004_01,,,,,,,,,,,3,go,,1,surprise,,,,,,,,,,,,,,,,,,,,,,ce004_01,,,,,,,
event_ce004_2_06_s_151,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_151,True,,300,100,1.0,,zwei,,,,,,,,,,,3,go,,1,pain,,,,,,,,,,,,,,,,,,,,,,zwei,,,,,,,
event_ce004_2_06_s_152,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_152,False,WasteLand_04,black,black,1.0,,frima,sugar,9,idle,frima,7,think,milk,5,no,ce004_03,3,go,rei,1,pain,,,,,,,,,,,,,,,,ce004_01,zwei,,,,,,,,,,sfx_scn_radiocall,black,
event_ce004_2_06_s_153,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_153,True,,7,70,1.0,,frima,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_154,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_154,False,,70,70,1.0,,frima,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_155,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_155,False,,70,70,1.0,,frima,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_156,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_156,True,,70,70,1.0,,frima,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_157,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_157,True,,30,30,1.0,,ce004_03,,9,idle,,7,idle,,5,no,,3,delight,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_03,,,,,,,
event_ce004_2_06_s_158,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_158,True,,30,XS_10,1.0,,rei,,9,idle,,7,idle,,5,no,,3,delight,,1,delight,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
event_ce004_2_06_s_159,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_159,True,,XS_90,XS_90,1.0,,sugar,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,sugar,,,,,,,
event_ce004_2_06_s_160,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_160,True,,S_50,S_50,1.0,,milk,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_161,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_161,False,,S_50,S_50,1.0,,milk,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_162,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_162,True,,S_50,S_50,1.0,,milk,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_163,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_163,True,,S_50,70,1.0,,frima,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_164,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_164,True,,XS_90,XS_90,1.0,,sugar,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,sugar,,,,,,,
event_ce004_2_06_s_165,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_165,False,,XS_90,XS_900,1.0,,sugar,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_166,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_166,True,,XS_900,XS_900,1.0,,sugar,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,sugar,,,,,,,
event_ce004_2_06_s_167,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_167,True,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_168,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_168,True,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_169,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_169,True,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_170,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_170,True,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_171,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_171,False,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_4rapturestep,,Low_2
event_ce004_2_06_s_172,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_172,False,,S_50,S_50,1.0,,milk,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_173,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_173,True,,S_50,6,1.0,,frima,,9,idle,,7,think,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_174,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_174,True,,6,6,1.0,,milk,,9,idle,,7,think,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_175,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_175,True,,6,6,1.0,,frima,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_176,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_176,True,,6,8,1.0,,sugar,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,sugar,,,,,,,
event_ce004_2_06_s_177,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_177,False,,black,black,1.0,,sugar,,9,idle,,7,idle,,5,no,,3,idle,,1,idle,,,,,,,,,,,,,sugar,frima,,,,,,,,,,,,,sfx_scn_bikeengine,,
event_ce004_2_06_s_178,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_178,True,,S_50,S_500,1.0,,milk,,,,,,,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_179,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_179,False,,black,black,1.0,,ce004_03,,,,,,,,5,angry,,3,idle,,1,idle,,,,,,,,,,,,,,,milk,,,,,,,,,,,,sfx_scn_runaway,,
event_ce004_2_06_s_180,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_180,True,,30,30,1.0,,ce004_03,,,,,,,,,,,3,go,,1,idle,,,,,,,,,,,,,,,,,,,,,,ce004_03,,,,,,,
event_ce004_2_06_s_181,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_181,True,,30,XS_10,1.0,,rei,,,,,,,,,,,3,go,,1,angry,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
event_ce004_2_06_s_182,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_182,True,,XS_10,2,1.0,,rei,,,,,,,,,,,3,go,,1,angry,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
event_ce004_2_06_s_183,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_183,True,,2,2,1.0,,ce004_03,,,,,,,,,,,3,idle,,1,angry,,,,,,,,,,,,,,,,,,,,,,ce004_03,,,,,,,
event_ce004_2_06_s_184,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_184,True,,2,2,1.0,,rei,,,,,,,,,,,3,idle,,1,angry,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
event_ce004_2_06_s_185,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_185,True,,2,XS_10,1.0,,rei,,,,,,,,,,,3,idle,,1,angry,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
event_ce004_2_06_s_186,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_186,True,,XS_10,XS_100,1.0,,rei,,,,,,,,,,,3,idle,,1,angry,,,,,,,,,,,,,,,,,,,,,,rei,,,,,,,
