id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,conversation_id,jump_target
event_schooloflock_06_s_125,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_125,True,,,,,,,,,,,,,,15,special,,1500,1500,1.0,,,,,,,,,
event_schooloflock_06_s_126,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_126,False,,,,,,,,,,,,,,15,special,,1500,1500,1.0,,,,,,,,,
event_schooloflock_06_s_127,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_127,False,,,,,,,,,,,,,,15,think,,1500,15,1.0,,,,,,,,,
event_schooloflock_06_s_128,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_128,False,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_129,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_129,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_130,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_130,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_131,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_131,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_132,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_132,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_133,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_133,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_134,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_134,True,,,,,,,,,,,,,,15,special,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_135,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_135,False,,,,,,,,,,,,,,15,special,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_136,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_136,True,,,,,,,,,,,,,,15,idle,,15,150,0.6,,,,,,,,,
event_schooloflock_06_s_137,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_137,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_138,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_138,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_139,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_139,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_140,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_140,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_141,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_141,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_142,40028,event_schooloflock_06_s,Choice,,,Locale_SubScenario:event_schooloflock_06_s_142,False,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,event_schooloflock_06_s_144
event_schooloflock_06_s_143,40028,event_schooloflock_06_s,Choice,,,Locale_SubScenario:event_schooloflock_06_s_143,False,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,event_schooloflock_06_s_148
event_schooloflock_06_s_144,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_144,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_145,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_145,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_146,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_146,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_147,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_147,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,event_schooloflock_06_s_149
event_schooloflock_06_s_148,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_148,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,event_schooloflock_06_s_149
event_schooloflock_06_s_149,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_149,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_150,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_150,False,,,,,,,,,,,,,,15,think,,150,150,1.0,none,,,,,,,,
event_schooloflock_06_s_151,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_151,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_152,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_152,False,,,,,,,,,,,,,,15,think,,150,150,1.0,bgm_story_weare,,,,,,,,
event_schooloflock_06_s_153,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_153,False,,,,,,,,,,,,,,15,good,,150,1500,0.6,,,,,,,,,
event_schooloflock_06_s_154,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_154,False,,,,,,,,,,,,,,15,good,,1500,1500,1.0,,,,,,,,,
event_schooloflock_06_s_155,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_155,False,,,,,,,,,,,,,,15,good,,1500,1500,1.0,,,,,,,,,
event_schooloflock_06_s_156,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_156,True,,,,,,,,,,,,,,15,delight,,1500,150,1.0,,,,,,,,,
event_schooloflock_06_s_157,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_157,True,,,,,,,,,,,,,,15,delight,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_158,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_158,True,,,,,,,,,,,,,,15,delight,,150,150,1.0,,,,,,,,,
