id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
event_icedragonsaga2_05_s_118,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_118,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_119,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_119,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_120,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_120,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_121,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_121,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_122,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_122,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_123,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_123,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_124,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_124,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_125,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_125,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_126,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_126,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_127,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_127,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_128,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_128,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_129,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_129,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_130,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_130,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_131,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_131,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_132,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_132,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_133,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_133,False,,2,angry,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_134,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_134,True,,2,angry,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_135,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_135,True,,2,angry,,12,idle,,1,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_136,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_136,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_137,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_137,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_138,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_138,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_139,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_139,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_140,40065,event_icedragonsaga2_05_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_05_s_140,False,,2,angry,,12,idle,,black,black,1.0,,,black,,,,,ingrid,guillotine
event_icedragonsaga2_05_s_141,40065,event_icedragonsaga2_05_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_05_s_141,False,,,,,,,EventScene_icedragonsaga_10_2,black,black,1.0,,,,,,,,,
event_icedragonsaga2_05_s_142,40065,event_icedragonsaga2_05_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_05_s_142,False,,,,,,,,EventScene_icedragonsaga_10_2_1,EventScene_icedragonsaga_10_2_1,1.0,,,,,,,,,
