id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_camera_shake
event_icedragonsaga1_01_e_103,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_103,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_104,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_104,False,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_105,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_105,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_106,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_106,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_107,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_107,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_108,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_108,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,sfx_scn_darkspell,,,,,,,,,
event_icedragonsaga1_01_e_109,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_109,False,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,1,1.0,,,,,,,,,,,Low_2
event_icedragonsaga1_01_e_110,40064,event_icedragonsaga1_01_e,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_01_e_110,False,,,,,,,,,,,,,,1,1,1.0,,sfx_scn_retromessage,,,,,,,,,
event_icedragonsaga1_01_e_111,40064,event_icedragonsaga1_01_e,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_01_e_111,False,,,,,,,,,,,,,,1,1,1.0,,sfx_scn_retromessage,,,,,,,,,
event_icedragonsaga1_01_e_112,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_112,False,,,,,,,,,,,,,,1,EventScene_icedragonsaga_01_2,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_113,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_113,False,privaty_m,15,surprise,,,,,,,,,,,EventScene_icedragonsaga_01_2,EventScene_icedragonsaga_01_2,1.0,,,guillotine_w_no,13,no,,,,,,
event_icedragonsaga1_01_e_114,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_114,False,,15,surprise,,,,,,,,,,SnowTown_n,black,black,1.0,,,,13,no,,,,,,
event_icedragonsaga1_01_e_115,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_115,True,,15,surprise,,,,,,,,,,,14,14,1.0,,,,13,no,,,,,,
event_icedragonsaga1_01_e_116,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_116,False,,15,surprise,,,,,,,,,,,14,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_117,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_117,False,,15,surprise,,,,,,,,,,,13,XS_130,0.7,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_118,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_118,True,,15,surprise,,,,,,,,,,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_119,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_119,True,,15,surprise,,,,,,,,,,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_120,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_120,True,,15,surprise,,,,,,,,,,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_121,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_121,True,,15,surprise,,,,,,,,,,,XS_130,13,1.5,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_122,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_122,True,,15,surprise,,,,,,,,,,,13,13,1.0,,,,13,sad,,,,,,
event_icedragonsaga1_01_e_123,40064,event_icedragonsaga1_01_e,Narration,,,Locale_MainScenario:event_icedragonsaga1_01_e_123,False,,15,surprise,,,,,,,,,,,13,XS_130,1.0,none,sfx_scn_down,,13,sad,,,,,guillotine_w_no,Low_2
event_icedragonsaga1_01_e_124,40064,event_icedragonsaga1_01_e,Speech,narration,narration,Locale_MainScenario:event_icedragonsaga1_01_e_124,False,,15,surprise,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_125,40064,event_icedragonsaga1_01_e,Speech,narration,narration,Locale_MainScenario:event_icedragonsaga1_01_e_125,False,,15,surprise,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_126,40064,event_icedragonsaga1_01_e,Narration,,,Locale_MainScenario:event_icedragonsaga1_01_e_126,False,,15,surprise,,,,,,,,,,,black,black,1.0,,sfx_scn_retromessage,,,,,,,,,
event_icedragonsaga1_01_e_127,40064,event_icedragonsaga1_01_e,Narration,,,Locale_MainScenario:event_icedragonsaga1_01_e_127,False,,15,surprise,,,,,,,,,,,black,black,1.0,,sfx_scn_retromessage,,,,,,,,,
