id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_coinsinrush2_02_e_137,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_137,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,angry,,,,
event_coinsinrush2_02_e_138,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_138,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,angry,,,,
event_coinsinrush2_02_e_139,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_139,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,angry,,,,
event_coinsinrush2_02_e_140,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_140,False,,130,130,1.0,,ade_b,,,,,,,,13,angry,,,,
event_coinsinrush2_02_e_141,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_141,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,delight,,,,
event_coinsinrush2_02_e_142,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_142,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,delight,,,,
event_coinsinrush2_02_e_143,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_143,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,delight,,,,
event_coinsinrush2_02_e_144,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_144,False,,130,130,1.0,,ade_b,,,,,,,,13,delight,,,,
event_coinsinrush2_02_e_145,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_145,False,,130,130,1.0,,,,,,,,,,13,delight,,,,
event_coinsinrush2_02_e_146,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_146,True,,130,130,1.0,event_bgm_cir_smoothoperation,exia_b_op,exia_b_op,exia_b_op,OP_leftup,idle,,,,13,delight,,,,
event_coinsinrush2_02_e_147,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_147,False,,130,130,1.0,,exia_b_op,,,OP_leftup,idle,,,,13,delight,,,,
event_coinsinrush2_02_e_148,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_148,True,,130,130,1.0,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,13,delight,,,,
event_coinsinrush2_02_e_149,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_149,True,,130,130,1.0,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,13,delight,,,,
event_coinsinrush2_02_e_150,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_150,False,,130,130,1.0,,exia_b_op,,,OP_leftup,idle,,,,13,delight,,,,
event_coinsinrush2_02_e_151,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_151,True,,130,130,1.0,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,13,delight,,milk_b_op_r,OP_rightup,good
event_coinsinrush2_02_e_152,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_152,True,,130,130,1.0,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,13,delight,,,OP_rightup,good
event_coinsinrush2_02_e_153,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_153,True,,130,130,1.0,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,13,delight,,,OP_rightup,good
event_coinsinrush2_02_e_154,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_154,False,,130,130,1.0,,milk_b_op_r,,,OP_leftup,idle,,,,13,delight,,,OP_rightup,good
event_coinsinrush2_02_e_155,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_155,False,,130,130,1.0,,,,,OP_leftup,idle,,,,13,delight,,,OP_rightup,good
event_coinsinrush2_02_e_156,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_156,True,,130,130,1.0,,ade_b,ade_b,,OP_leftup,idle,,,,13,surprise,,,OP_rightup,good
event_coinsinrush2_02_e_157,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_157,False,,130,130,1.0,,ade_b,,,OP_leftup,idle,,,,13,surprise,,,OP_rightup,good
event_coinsinrush2_02_e_158,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_158,True,,130,130,1.0,,ade_b,ade_b,,OP_leftup,idle,,,,13,idle,,,OP_rightup,good
event_coinsinrush2_02_e_159,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_159,True,,130,130,1.0,,ade_b,ade_b,,OP_leftup,idle,,,,13,idle,,,OP_rightup,good
