id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/hide_char_id,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_cherryblossom_intermission_01_114,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_114,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_115,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_115,False,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_116,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_116,False,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_117,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_117,False,,1,idle,,150,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_118,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_118,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_119,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_119,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,think,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_120,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_120,True,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_121,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_121,True,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_122,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_122,True,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_123,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_123,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_124,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_124,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_125,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_125,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_126,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_126,True,,1,idle,,14,14,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_127,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_127,True,,1,idle,,14,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,good,,,,13,angry,
event_cherryblossom_intermission_01_128,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_128,True,,1,idle,,150,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_129,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_129,True,,1,idle,,150,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_130,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_130,True,,1,idle,,150,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_131,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_131,True,,1,idle,,13,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_132,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_132,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,sakura,,Vignetting,,3,idle,,15,idle,moran,rosanna,,13,delight,
event_cherryblossom_intermission_01_133,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_133,True,,,,,L_130,L_130,1.0,none,mustang,mustang,,,,Vignetting,,,,,,,,,,13,delight,
event_cherryblossom_intermission_01_134,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_134,True,sakura,1,idle,CherryBlossom,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,13,delight,mustang
event_cherryblossom_intermission_01_135,40011,event_cherryblossom_intermission_01,Self,Locale_SubScenario:event_cherryblossom_intermission_01_135,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_136,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_136,True,,1,idle,,1,1,1.0,bgm_story_fairytalesend_if,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_137,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_137,True,,1,idle,,1,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_138,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_138,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_139,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_139,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,memberofseimeikai,15,idle,,,,,,,,,
event_cherryblossom_intermission_01_140,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_140,True,,1,idle,,10,12,1.0,,memberofseimeikai,memberofseimeikai,,,,,,13,idle,,,,,,,,,
event_cherryblossom_intermission_01_141,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_141,True,,1,idle,,12,12,1.0,,sakura,sakura,,,,,,13,idle,,,,,,,,,
event_cherryblossom_intermission_01_142,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_142,True,,1,idle,,12,12,1.0,,memberofseimeikai,memberofseimeikai,,,,,,13,idle,,,,,,,,,
event_cherryblossom_intermission_01_143,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_143,True,,1,idle,,12,12,1.0,,sakura,sakura,,,,,,13,idle,,,,,,,,,
event_cherryblossom_intermission_01_144,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_144,True,,1,idle,,12,10,1.0,,sakura,sakura,,,,,,13,idle,,,,,,,,,
