id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_absolute2_05_s_109,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_109,True,,15,idle,,1,1,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_110,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_110,True,,15,idle,,1,10,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_111,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_111,True,,15,idle,,10,10,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_112,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_112,True,,15,idle,,170,170,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_113,40086,event_absolute2_05_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_05_s_113,True,,15,idle,,XS_50,XS_50,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_114,40086,event_absolute2_05_s,Speech,delta,delta,Locale_MainScenario:event_absolute2_05_s_114,True,,15,idle,,XS_50,S_70,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_115,40086,event_absolute2_05_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_05_s_115,True,,15,idle,,S_130,S_130,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_116,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_116,True,,15,idle,,S_130,XS_150,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_117,40086,event_absolute2_05_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_05_s_117,False,,13,idle,,black,black,1.0,,,7,idle,,5,idle,,1,idle,,3,idle,black,,3,idle,,13,idle,delta,signal,scarecommander,soldiereg
event_absolute2_05_s_118,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_118,True,,13,idle,,XS_1300,XS_130,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_119,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_119,True,,13,idle,,XS_130,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_120,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_120,False,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_121,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_121,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_122,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_122,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_123,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_123,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_124,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_124,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_125,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_125,False,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_126,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_126,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_127,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_127,True,,13,worry,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_128,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_128,True,,13,idle,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_129,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_129,True,,13,idle,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_130,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_130,True,,13,idle,,113,113,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_131,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_131,True,,13,idle,,113,113,1.0,,,,,,,,,1,no,,3,idle,,,,,,,,,,,
event_absolute2_05_s_132,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_132,False,,13,idle,,XS_130,XS_1300,0.5,,,,,,,,,1,no,,3,idle,,,,,,,,,,,
event_absolute2_05_s_133,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_133,True,,13,idle,,100,100,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_134,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_134,True,,13,idle,,100,100,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_135,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_135,True,,13,idle,,100,100,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_136,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_136,True,,13,idle,,100,10,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_137,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_137,False,,13,idle,,10,113,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_138,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_138,True,,13,idle,,113,113,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_139,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_139,True,,13,idle,,113,113,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_140,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_140,True,,13,delight,,113,113,1.0,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_141,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_141,True,,13,delight,,113,31,1.5,,,,,,,,,1,smile,,3,idle,,,,,,,,,,,
event_absolute2_05_s_142,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_142,True,,13,delight,,31,31,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_143,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_143,True,,13,delight,,31,31,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_144,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_144,True,,13,delight,,31,1,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_145,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_145,True,,13,delight,,1,10,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_146,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_146,True,,13,delight,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
event_absolute2_05_s_147,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_147,True,,13,delight,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,
