id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,fade
event_lastkingdom2_04_e_110,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_110,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,1300,100,1.0,,,,,,,,
event_lastkingdom2_04_e_111,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_111,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,100,10,1.0,,,,,,,,
event_lastkingdom2_04_e_112,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_112,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,10,113,1.0,,,,,,,,
event_lastkingdom2_04_e_113,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_113,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_114,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_114,False,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_115,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_115,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_116,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_116,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_117,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_117,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_118,40046,event_lastkingdom2_04_e,Narration,,,Locale_MainScenario:event_lastkingdom2_04_e_118,False,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,black,black,1.0,none,,crown,snowwhite,hongryeon,rapunzel,,
event_lastkingdom2_04_e_119,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_119,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1,1,1.0,,,,,,,,
event_lastkingdom2_04_e_120,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_120,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1,100,1.0,,,,,,,,
event_lastkingdom2_04_e_121,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_121,True,,1,idle,crown,13,shy,snowwhite,3,idle,hongryeon,5,idle,rapunzel,7,sad,,1300,1300,1.0,event_bgm_lastkingdom_tothelast,,,,,,marian_q,black
event_lastkingdom2_04_e_122,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_122,False,,,,,13,shy,,3,idle,,5,idle,,7,sad,,1300,130,1.0,,,,,,,,
event_lastkingdom2_04_e_123,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_123,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,75,75,1.0,,,,,,,,
event_lastkingdom2_04_e_124,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_124,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,75,75,1.0,,,,,,,,
event_lastkingdom2_04_e_125,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_125,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_126,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_126,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,30,30,1.0,,,,,,,,
event_lastkingdom2_04_e_127,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_127,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_128,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_128,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,50,50,1.0,,,,,,,,
event_lastkingdom2_04_e_129,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_129,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,50,500,1.0,,,,,,,,
event_lastkingdom2_04_e_130,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_130,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,100,100,1.0,,,,,,,,
event_lastkingdom2_04_e_131,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_131,True,,,,,1,shy,,3,idle,,5,idle,,7,sad,,100,10,1.0,,,,,,,,
