id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_06_s_111,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_111,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_112,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_112,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_113,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_113,True,,S_100,S_100,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_114,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_114,True,,S_100,S_10,0.5,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_115,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_115,True,,S_10,S_10,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_116,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_116,True,,S_10,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_117,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_117,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_118,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_118,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_119,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_119,False,,31,31,1.0,,,,1,think,,,3,surprise,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_120,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_120,True,,31,31,1.0,,,,1,think,,,3,surprise,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_121,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_121,True,,31,31,1.0,,,,1,think,,,3,surprise,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_122,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_122,False,,31,31,1.0,,,,1,think,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_123,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_123,True,,31,31,1.0,,,,1,think,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_124,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_124,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_125,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_125,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_126,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_126,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_127,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_127,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_128,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_128,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_129,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_129,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_130,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_130,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_131,40075,event_unbreakablesphere1_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_06_s_131,False,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_132,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_132,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_133,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_133,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_134,40075,event_unbreakablesphere1_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_06_s_134,False,,black,black,1.0,,sfx_scn_bubbleswrap,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_135,40075,event_unbreakablesphere1_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_06_s_135,False,,black,black,1.0,,,,1,think,mori,,3,delight,,5,idle,mihara_b,,7,idle,yuni_n
event_unbreakablesphere1_06_s_136,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_136,True,,L_300,L_30,1.0,,,,,,,,3,delight,,,,,,,,
event_unbreakablesphere1_06_s_137,40075,event_unbreakablesphere1_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_06_s_137,False,,L_30,L_30,1.0,,,,,,,,3,delight,,,,,,,,
event_unbreakablesphere1_06_s_138,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_138,True,,L_30,L_30,1.0,,,,,,,,3,delight,,,,,,,,
event_unbreakablesphere1_06_s_139,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_139,True,,L_30,3,1.0,,,,,,,,3,delight,,,,,,,,
