id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_coinsinrush2_04_s_121,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_121,False,,black,black,1.0,sfx_scn_down3,,,,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_122,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_122,False,,black,black,1.0,,,,,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_123,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_123,False,,2,2,1.0,,,,,,5,worry,,,1,worry,,3,think,,,,,
event_coinsinrush2_04_s_124,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_124,True,,2,2,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,worry,,3,think,,exia_b_op,OP_leftup,idle,
event_coinsinrush2_04_s_125,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_125,True,,2,2,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,worry,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_126,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_126,True,,2,2,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,worry,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_127,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_127,True,,2,50,1.0,,,bay_b,bay_b,,5,idle,,,1,worry,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_128,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_128,True,,50,50,1.0,,,bay_b,bay_b,,5,idle,,,1,worry,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_129,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_129,False,,50,50,1.0,,,bay_b,,,5,idle,,,1,worry,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_130,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_130,False,,black,black,1.0,,,,,,5,idle,,,1,worry,,3,think,,,OP_leftup,idle,exia_b_op
event_coinsinrush2_04_s_131,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_131,False,,black,black,1.0,,,,,,5,idle,,,1,worry,,3,think,,,,,
