id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,play_sound,set_filter_01,set_filter_02,fade,characters/0/hide_char_id,set_camera_shake
snowfall_episode_ludmilla_05_128,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_133,False,,15,idle,,15,150,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_129,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_134,False,,15,idle,,150,150,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_130,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_135,False,,15,idle,WaterFall_d,150,3,1.0,amb_so_waterfall_1,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_131,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_136,False,,15,idle,Trail_n,black,black,1.0,amb_so_trail_3,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_132,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_137,False,,15,idle,,black,black,1.0,,,,sfx_scn_paperopen,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_133,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_138,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_134,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_139,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_135,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_140,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_136,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_141,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_137,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_142,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_138,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_143,False,,15,idle,,15,15,1.0,,none,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_139,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_144,False,,15,idle,,15,150,0.5,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_140,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_145,False,,15,idle,,150,150,1.0,,bgm_story_trauma,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_141,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_146,False,,15,idle,,150,150,1.0,,,,,Red,Blur_Low,,,Low_2
snowfall_episode_ludmilla_05_142,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_147,False,,15,idle,,150,1500,0.5,,,,,Red,Blur_Low,,,Low_2
snowfall_episode_ludmilla_05_143,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_148,False,,15,idle,,1500,1500,1.0,,,,,Red,Blur_Low,,,
snowfall_episode_ludmilla_05_144,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_149,False,,15,idle,,1500,15,0.5,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_145,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_150,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_146,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_151,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_147,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_152,False,,15,idle,,15,1500,0.5,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_148,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_153,False,,15,idle,,black,black,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_149,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_154,False,,15,idle,HotSpringInnIn_s,black,black,1.0,amb_so_inn_in_3,,,,Grey,Vignetting,,oldestsister,
snowfall_episode_ludmilla_05_150,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_155,False,,,,,3,3,1.0,,,,sfx_scn_bookdrop,,,,,
snowfall_episode_ludmilla_05_151,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_156,False,,,,,3,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_152,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_157,False,,,,Trail_s,30,15,1.0,amb_so_trail_3,,,,,,,,
snowfall_episode_ludmilla_05_153,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_158,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_154,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_159,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_155,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_160,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_156,80903,snowfall_episode_ludmilla_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_05_161,True,,,,,15,150,1.0,,,lumi_01,,,,,,
snowfall_episode_ludmilla_05_157,80903,snowfall_episode_ludmilla_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_05_162,True,,,,,150,150,1.0,,,lumi_01,,,,,,
snowfall_episode_ludmilla_05_158,80903,snowfall_episode_ludmilla_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_05_163,True,,,,,150,150,1.0,,,lumi_01,,,,,,
