id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id
event_romanticvalentine_intermission_01_109,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_109,False,,12,12,1.0,,mast_m,mast_m,,13,shy3,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_110,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_110,True,,12,12,1.0,,mast_m,mast_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_111,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_111,True,,12,12,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_112,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_112,True,,12,10,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,delight,,,,,,,
event_romanticvalentine_intermission_01_113,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_113,True,,10,10,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,surprise,,,,,,,
event_romanticvalentine_intermission_01_114,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_114,True,,10,10,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,special,,,,,,,
event_romanticvalentine_intermission_01_115,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_115,True,,XS_150,XS_150,1.0,,anchor_m,anchor_m,,13,shy1,,3,delight,,15,delight,,,1,special,,,,,,,
event_romanticvalentine_intermission_01_116,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_116,True,,2,2,1.0,,sin_m,sin_m,,13,shy1,,3,delight,,15,delight,,,1,special,,,,,,,
event_romanticvalentine_intermission_01_117,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_117,True,,2,2,1.0,,sin_m,sin_m,,13,shy1,,3,delight,,15,delight,,,1,special,,,,,,,
event_romanticvalentine_intermission_01_118,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_118,True,,2,2,1.0,,sin_m,sin_m,,13,shy1,,3,smile,,15,delight,,,1,special,,,,,,,
event_romanticvalentine_intermission_01_119,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_119,True,,2,2,1.0,,trony_m,trony_m,,13,shy1,,3,smile,,15,delight,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_120,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_120,True,,2,2,1.0,,trony_m,trony_m,,13,shy1,,3,smile,,15,delight,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_121,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_121,False,,2,2,1.0,,trony_m,,,13,shy1,,3,smile,,15,delight,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_122,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_122,True,,black,black,1.0,,sweetjohnny214,sweetjohnny214,,13,shy1,,3,smile,,15,delight,,,1,no,,sweetjohnny214,5,idle,,,
event_romanticvalentine_intermission_01_123,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_123,False,,black,black,1.0,,sweetjohnny214,,,13,shy1,,3,smile,,15,delight,sfx_scn_beamprojector,,1,no,,,3,idle,mast_m,sin_m,anchor_m
event_romanticvalentine_intermission_01_124,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_124,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_125,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_125,False,,2,2,1.0,,sweetjohnny214,,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_126,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_126,False,,2,2,1.0,,sweetjohnny214,,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_127,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_127,False,,2,2,1.0,,sweetjohnny214,,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_128,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_128,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_129,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_129,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_130,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_130,True,,2,2,1.0,,trony_m,trony_m,,,,,,,,,,,,1,shy,,,3,idle,,,
event_romanticvalentine_intermission_01_131,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_131,True,,2,2,1.0,,trony_m,trony_m,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_132,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_132,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_133,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_133,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_134,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_134,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_135,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_135,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_136,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_136,False,,2,2,1.0,,sweetjohnny214,,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_137,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_137,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_138,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_138,True,,2,2,1.0,,sweetjohnny214,sweetjohnny214,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_139,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_139,False,,2,2,1.0,,sweetjohnny214,,,,,,,,,,,,,1,no,,,3,idle,,,
event_romanticvalentine_intermission_01_140,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_140,True,,2,2,1.0,,trony_m,trony_m,,,,,,,,,,,,1,delight,,,3,idle,,,
event_romanticvalentine_intermission_01_141,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_141,False,,black,black,1.0,,,,,,,,,,,,,,,1,delight,,,3,idle,,,
event_romanticvalentine_intermission_01_142,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_142,False,,black,black,1.0,,,,,,,,,,,,,,,1,delight,,,3,idle,,,
event_romanticvalentine_intermission_01_143,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_143,False,,black,black,1.0,,,,,,,,,,,,,,,1,delight,,,3,idle,,,
