id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id,set_filter_01
event_bluewaterisland2_05_e_129,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_129,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,Grey
event_bluewaterisland2_05_e_130,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_130,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,Grey
event_bluewaterisland2_05_e_131,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_131,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,Grey
event_bluewaterisland2_05_e_132,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_132,False,,1,idle,Beach_n,1,1,1.0,,,,mary,mary_s,1,void,black,,
event_bluewaterisland2_05_e_133,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_133,True,,,,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_134,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_134,False,,,,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_135,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_135,True,,,,,1,10,2.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_136,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_136,True,,,,,10,10,1.0,,,event_bluewaterisland2_05_e_147,,,1,sad,,,
event_bluewaterisland2_05_e_137,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_137,True,,,,HotSpring,10,10,1.0,,,,,,1,think,black,,Grey
event_bluewaterisland2_05_e_138,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_138,True,,,,,10,10,1.0,,,,,,1,think,,,Grey
event_bluewaterisland2_05_e_139,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_139,False,,,,Beach_n,1,1,1.0,,,,,,1,void,black,,
event_bluewaterisland2_05_e_140,40021,event_bluewaterisland2_05_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_e_140,True,neon_s,5,shy,,1,5,2.0,,,,,,1,void,,,
event_bluewaterisland2_05_e_141,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_141,False,,5,shy,,5,5,1.0,,,,,,1,void,,,
event_bluewaterisland2_05_e_142,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_142,False,,5,shy,,5,1,0.7,,,,,,1,sad,,,
event_bluewaterisland2_05_e_143,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_143,True,,5,shy,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_144,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_144,False,,5,shy,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_145,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_145,True,,5,shy,,1,10,2.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_146,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_146,True,,5,shy,,10,10,1.0,,,,neon_s,,1,sad,,,
event_bluewaterisland2_05_e_147,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_147,True,,,,,10,10,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_148,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_148,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_149,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_149,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_150,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_150,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_151,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_151,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_152,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_152,False,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_153,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_153,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_154,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_154,False,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_155,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_155,True,,,,,10,10,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_156,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_156,False,,,,,10,10,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_157,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_157,True,,,,,10,100,2.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_158,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_158,False,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_159,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_159,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_160,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_160,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_161,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_161,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_162,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_162,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_163,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_163,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_164,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_164,True,,,,,100,100,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_165,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_165,True,,,,,100,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_166,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_166,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_167,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_167,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_168,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_168,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_169,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_169,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_170,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_170,False,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_171,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_171,False,,,,,10,1,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_172,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_172,True,,,,,1,1,1.0,,,,,,1,idle,,,
event_bluewaterisland2_05_e_173,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_173,True,,,,,1,1,1.0,,,,,,1,idle,,,
event_bluewaterisland2_05_e_174,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_174,True,,,,,1,1,1.0,,,,,,1,idle,,,
event_bluewaterisland2_05_e_175,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_175,False,,,,,1,1,1.0,,,,,,1,think,,,
event_bluewaterisland2_05_e_176,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_176,True,,,,,1,1,2.0,,,,,,1,think,,,
event_bluewaterisland2_05_e_177,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_177,True,,,,,1,1,1.0,,,,,,1,think,,,
event_bluewaterisland2_05_e_178,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_178,True,,,,,1,1,1.0,,,,,,1,think,,,
event_bluewaterisland2_05_e_179,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_179,True,,,,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_180,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_180,True,,,,,1,1,1.0,,,,,,1,sad,,,
event_bluewaterisland2_05_e_181,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_181,True,,,,,1,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_182,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_182,True,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_183,40021,event_bluewaterisland2_05_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_e_183,False,,,,,10,10,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_184,40021,event_bluewaterisland2_05_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_e_184,True,,,,,10,100,1.0,,,,,,1,special,,,
event_bluewaterisland2_05_e_185,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_185,False,,,,,black,black,1.0,,,,,,1,special,,mary_s,
event_bluewaterisland2_05_e_186,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_186,False,,,,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_05_e_187,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_187,False,,,,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_05_e_188,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_188,False,,,,,10,10,3.0,,sfx_scn_wavebreak,,,,,,,,
event_bluewaterisland2_05_e_189,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_189,False,,,,,10,10,1.0,,,,,,,,,,
event_bluewaterisland2_05_e_190,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_190,False,,,,,10,10,1.0,,,,,,,,,,
event_bluewaterisland2_05_e_191,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_191,False,,,,,10,10,1.0,,,,,,,,,,
event_bluewaterisland2_05_e_192,40021,event_bluewaterisland2_05_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_e_192,False,,,,,10,10,1.0,,,,,,,,,,
