id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce006_2_06_s_104,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_104,True,,16,16,1.0,none,,,,7,smile,,,5,special,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,17,void,,,19,idle,
event_ce006_2_06_s_105,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_105,True,,16,16,1.0,,,,,7,smile,,,5,special,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,17,void,,,19,idle,
event_ce006_2_06_s_106,40080,event_ce006_2_06_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_s_106,True,,16,16,1.0,,,,,7,smile,,,5,special,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,17,void,,,19,idle,
event_ce006_2_06_s_107,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_107,True,,16,190,1.5,,,,,7,smile,,,5,special,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,17,void,,,19,idle,
event_ce006_2_06_s_108,40080,event_ce006_2_06_s,Monologue,rapi,,Locale_MainScenario:event_ce006_2_06_s_108,False,Desert_02,black,black,1.0,,,,,16,smile,ce006_npc_01,privaty,3,idle,ce006_03,,13,idle,roam,,14,idle,ce006_01,,1,idle,,,12,idle,neon,,2,void,anis,,13,idle,
event_ce006_2_06_s_109,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_109,True,,130,130,1.0,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_110,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_110,True,,130,130,1.0,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_111,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_111,True,,130,130,1.0,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_112,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_112,True,,130,130,1.0,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_113,40080,event_ce006_2_06_s,Self,rapi,,Locale_MainScenario:event_ce006_2_06_s_113,False,,130,130,1.0,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_114,40080,event_ce006_2_06_s,Self,privaty,,Locale_MainScenario:event_ce006_2_06_s_114,False,,130,2,1.5,,,,,,,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_115,40080,event_ce006_2_06_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_s_115,True,,2,2,1.0,,,,ce006_npc_01,16,idle,,,3,idle,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,
event_ce006_2_06_s_116,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_116,True,,black,black,1.0,collab_bgm_sb_boss_gigas_loop,,black,,16,idle,,,3,idle,privaty,elegg,6,idle,,ce006_01,14,angry,,,1,idle,hermin,neon,12,idle,,anis,2,angry,,,4,angry,
event_ce006_2_06_s_117,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_117,True,,1,1,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,surprise,,,2,angry,,,4,angry,
event_ce006_2_06_s_118,40080,event_ce006_2_06_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_s_118,True,,1,1,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,surprise,,,2,angry,,,4,angry,
event_ce006_2_06_s_119,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_119,True,,1,1,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,angry,
event_ce006_2_06_s_120,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_120,True,,5,5,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,angry,
event_ce006_2_06_s_121,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_121,False,,5,5,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,think,
event_ce006_2_06_s_122,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_122,True,,5,5,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,idle,
event_ce006_2_06_s_123,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_123,False,,5,5,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,idle,
event_ce006_2_06_s_124,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_124,True,,5,5,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,no,,,2,angry,,,4,idle,
event_ce006_2_06_s_125,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_125,True,,5,40,1.0,,,,,16,idle,,,,,,,6,idle,,,14,angry,,,,,,,12,idle,,,2,angry,,,4,angry,
event_ce006_2_06_s_126,40080,event_ce006_2_06_s,Narration,rapi,,Locale_MainScenario:event_ce006_2_06_s_126,False,EventScene_memoriesteller_05_01,black,black,1.0,,sfx_scn_takeoffwunder,,,16,idle,,,,,,,6,idle,elegg,,14,angry,,,,,,,12,idle,,,2,angry,,,4,angry,
event_ce006_2_06_s_127,40080,event_ce006_2_06_s,Narration,rapi,,Locale_MainScenario:event_ce006_2_06_s_127,False,,black,black,1.0,,sfx_scn_spaceshipland,,,16,idle,ce006_npc_01,,,,,,,,,,14,angry,ce006_01,,,,,,12,idle,neon,,2,angry,anis,,4,angry,rapi
event_ce006_2_06_s_128,40080,event_ce006_2_06_s,Monologue,rapi,,Locale_MainScenario:event_ce006_2_06_s_128,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_129,40080,event_ce006_2_06_s,Monologue,rapi,,Locale_MainScenario:event_ce006_2_06_s_129,False,,memoriesteller_04_01_01,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_130,40080,event_ce006_2_06_s,Monologue,rapi,,Locale_MainScenario:event_ce006_2_06_s_130,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_131,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_131,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_132,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_132,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_133,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_133,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_134,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_134,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_135,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_135,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_136,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_136,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_137,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_137,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_138,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_138,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_139,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_139,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_140,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_140,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_141,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_141,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_142,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_142,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_143,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_143,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_144,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_144,True,,1,memoriesteller_04_01_01,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_145,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_145,True,,memoriesteller_04_01_01,memoriesteller_04_01_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_146,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_146,True,,memoriesteller_04_01_01,memoriesteller_04_01_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_147,40080,event_ce006_2_06_s,Self,neon,,Locale_MainScenario:event_ce006_2_06_s_147,False,,memoriesteller_04_01_01,memoriesteller_04_01_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_148,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_148,True,,memoriesteller_04_01_01,memoriesteller_04_01_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_149,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_149,True,,memoriesteller_04_01_01,memoriesteller_05_02_01,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_150,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_150,True,,memoriesteller_05_02_01,memoriesteller_05_02_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_151,40080,event_ce006_2_06_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_s_151,True,,memoriesteller_05_02_01,memoriesteller_05_02_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_152,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_152,True,Desert_02,black,black,1.0,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_153,40080,event_ce006_2_06_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_153,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_154,40080,event_ce006_2_06_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_154,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_155,40080,event_ce006_2_06_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_155,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_156,40080,event_ce006_2_06_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_156,False,,black,black,1.0,,,,rapi,5,idle,,ce006_npc_01,3,idle,,ce006_01,1,no,,neon,13,idle,,elegg,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_157,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_157,True,,14,14,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_158,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_158,True,,14,14,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_159,40080,event_ce006_2_06_s,Narration,elegg,,Locale_MainScenario:event_ce006_2_06_s_159,False,,black,black,1.0,,sfx_scn_hitexplosion,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_160,40080,event_ce006_2_06_s,Monologue,elegg,,Locale_MainScenario:event_ce006_2_06_s_160,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_161,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_161,True,,14,14,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,ce006_03_op,OP_leftup,sad,,,,,,,,,
event_ce006_2_06_s_162,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_162,True,,14,14,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,sad,,,,,,,,,
event_ce006_2_06_s_163,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_163,True,,14,14,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,sad,,,,,,,,,
event_ce006_2_06_s_164,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_164,True,,14,12,1.3,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,sad,,,,,,,,,
event_ce006_2_06_s_165,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_165,True,,12,12,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,angry,,,,,,,,,
event_ce006_2_06_s_166,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_166,True,,12,12,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,angry,,,,,,,,,
event_ce006_2_06_s_167,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_167,True,,12,12,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,no,,,,,,,,,
event_ce006_2_06_s_168,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_168,False,,12,12,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,no,,,,,,,,,
event_ce006_2_06_s_169,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_169,True,,12,12,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,idle,,,,,,,,,
event_ce006_2_06_s_170,40080,event_ce006_2_06_s,Narration,ce006_03_op,,Locale_MainScenario:event_ce006_2_06_s_170,False,,black,black,1.0,,sfx_scn_hitexplosion,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,OP_leftup,idle,ce006_03_op,,,,,,,,
event_ce006_2_06_s_171,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_171,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_172,40080,event_ce006_2_06_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_172,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_173,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_173,True,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_174,40080,event_ce006_2_06_s,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_s_174,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_175,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_175,True,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_176,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_176,True,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_177,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_177,True,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_178,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_178,True,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,angry,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_179,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_179,False,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_180,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_180,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_181,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_181,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_182,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_182,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_183,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_183,False,,black,black,1.0,,,,,5,idle,,,3,idle,,,1,no,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_184,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_184,True,,2,2,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_185,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_185,True,,2,2,1.0,,,,,5,idle,,,3,delight,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_186,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_186,True,,2,2,1.0,,,,,5,idle,,,3,delight,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_187,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_187,True,,2,4,1.3,,,,,5,idle,,,3,delight,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_188,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_188,True,,4,4,1.0,,,,,5,idle,,,3,think,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_189,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_189,True,,4,4,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,think,,,,,,,,,,,,,
event_ce006_2_06_s_190,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_190,True,,S_150,S_150,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,
event_ce006_2_06_s_191,40080,event_ce006_2_06_s,Monologue,elegg,,Locale_MainScenario:event_ce006_2_06_s_191,False,,black,black,1.0,none,,,,5,idle,rapi,,3,idle,ce006_npc_01,,1,idle,ce006_01,,13,idle,neon,,15,idle,elegg,,,,,,,,,,,,
event_ce006_2_06_s_192,40080,event_ce006_2_06_s,Monologue,elegg,,Locale_MainScenario:event_ce006_2_06_s_192,False,EventScene_memoriesteller_05_02,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_193,40080,event_ce006_2_06_s,Monologue,elegg,,Locale_MainScenario:event_ce006_2_06_s_193,False,,memoriesteller_04_01_01,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_194,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_194,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_195,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_195,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_196,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_196,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_197,40080,event_ce006_2_06_s,Narration,elegg,,Locale_MainScenario:event_ce006_2_06_s_197,False,,1,memoriesteller_05_02_01,1.3,,sfx_scn_aimheavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_198,40080,event_ce006_2_06_s,Monologue,elegg,,Locale_MainScenario:event_ce006_2_06_s_198,False,,memoriesteller_05_02_01,memoriesteller_05_02_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_199,40080,event_ce006_2_06_s,Self,elegg,,Locale_MainScenario:event_ce006_2_06_s_199,False,,memoriesteller_05_02_01,memoriesteller_05_02_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_200,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_200,True,,memoriesteller_05_02_01,memoriesteller_05_02_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_201,40080,event_ce006_2_06_s,Narration,elegg,,Locale_MainScenario:event_ce006_2_06_s_201,False,Desert_02,black,black,1.0,collab_bgm_sb_lookout,sfx_scn_energecharge,,rapi,3,idle,,,,,,ce006_01,13,no,,,,,,elegg,1,idle,,,,,,,,,,,,,
event_ce006_2_06_s_202,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_202,True,,2,2,1.0,,,,,3,idle,,,,,,,13,no,,,,,,,1,idle,,,,,,,,,,,,,
event_ce006_2_06_s_203,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_203,False,,2,2,1.0,,,,,3,angry,,,,,,,13,no,,,,,,,1,idle,,,,,,,,,,,,,
event_ce006_2_06_s_204,40080,event_ce006_2_06_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_s_204,True,,2,2,1.0,,,,,3,angry,,,,,,,13,no,,,,,,,1,idle,,,,,,,,,,,,,
event_ce006_2_06_s_205,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_205,True,,2,12,1.3,,,,,3,angry,,,,,,,13,angry,,,,,,,1,idle,,,,,,,,,,,,,
