id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_oldtales1_05_e_107,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_107,False,,1,10,1.0,,sfx_scn_helmetopen,,,3,worry,,,,,,,1,idle,,,13,surprise,,,15,void,,,17,no,
event_oldtales1_05_e_108,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_108,False,,10,10,1.0,,,,,3,worry,,,,,,,1,idle,,,13,surprise,,,15,void,,,17,no,
event_oldtales1_05_e_109,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_109,True,,10,10,1.0,,,,,3,worry,,,,,,,1,idle,,,13,surprise,,,15,void,,,17,no,
event_oldtales1_05_e_110,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_110,True,,10,12,1.0,,,,,3,worry,,,,,,,1,idle,,,13,surprise,,,15,void,,,17,no,
event_oldtales1_05_e_111,40061,event_oldtales1_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_05_e_111,True,,12,12,1.0,,,,,3,worry,,,,,,,1,idle,,,13,think,,,15,void,,,17,no,
event_oldtales1_05_e_112,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_112,True,,12,12,1.0,,,,,3,worry,,,,,,,1,think,,,13,think,,,15,void,,,17,no,
event_oldtales1_05_e_113,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_113,True,,30,30,1.0,,,,,3,worry,,,,,,,1,think,,,13,think,,,15,void,,,17,no,
event_oldtales1_05_e_114,40061,event_oldtales1_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_05_e_114,True,,16,16,1.0,,,,,3,worry,,,,,,,1,think,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_115,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_115,True,,30,30,1.0,,,,,3,surprise,,,,,,,1,think,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_116,40061,event_oldtales1_05_e,Narration,gretel,,Locale_MainScenario:event_oldtales1_05_e_116,False,,16,S_170,1.0,,,,,3,surprise,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_117,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_117,True,,30,30,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_118,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_118,True,,30,30,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_119,40061,event_oldtales1_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_05_e_119,True,,S_150,S_150,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_120,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_120,True,,30,3,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_121,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_121,True,,3,3,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_122,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_122,True,,3,3,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_123,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_123,True,,3,3,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_124,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_124,True,,3,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_125,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_125,True,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_126,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_126,True,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_127,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_127,False,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_128,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_128,True,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_129,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_129,True,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_130,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_130,True,,2,2,1.0,,,,,3,worry,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_131,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_131,True,,2,2,1.0,,,,,3,think,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_132,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_132,True,,2,10,1.0,,,,,3,think,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_133,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_133,True,,10,10,1.0,,,,,3,think,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
event_oldtales1_05_e_134,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_134,True,,10,10,1.0,,,,,3,think,,,,,,,1,idle,,,13,idle,,,15,void,,,17,no,
