id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,set_filter_01,set_filter_02,fade,play_movie,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_footstepwalkrun2_06_e_104,40066,event_footstepwalkrun2_06_e,Narration,Locale_MainScenario:event_footstepwalkrun2_06_e_104,False,,black,black,1.0,,rapi_red,,,,,,,,,1,delight,,,,,,,,,,,13,void,,,15,idle,
event_footstepwalkrun2_06_e_105,40066,event_footstepwalkrun2_06_e,Narration,Locale_MainScenario:event_footstepwalkrun2_06_e_105,False,,black,black,1.0,,rapi_red,,,,,,,,,1,delight,,,,,,,,,,,13,void,,,15,idle,
event_footstepwalkrun2_06_e_106,40066,event_footstepwalkrun2_06_e,Narration,Locale_MainScenario:event_footstepwalkrun2_06_e_106,False,,black,black,1.0,,rapi_red,,sfx_scn_switchhard,,,,,,,1,delight,,,,,,,,,,,13,void,,,15,idle,
event_footstepwalkrun2_06_e_107,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_107,False,,100,100,1.0,,rapi_red,rapi_red,,,,,,,,1,think,,,,,,,,,,,13,idle,,,15,idle,
event_footstepwalkrun2_06_e_108,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_108,False,,100,1300,1.0,,anis,anis,,,,,,,,1,think,,,,,,,,,,,13,idle,,,15,idle,
event_footstepwalkrun2_06_e_109,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_109,False,,1300,S_1500,1.0,,neon,neon,,,,,,,,1,think,,,,,,,,,,,13,idle,,,15,idle,
event_footstepwalkrun2_06_e_110,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_110,False,,100,100,1.0,,rapi_red,rapi_red,,,,,,,,1,delight,,,,,,,,,,,13,idle,,,15,idle,
event_footstepwalkrun2_06_e_111,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_111,True,,100,10,1.0,,rapi_red,rapi_red,,,,,,,,1,delight,,,,,,,,,,,13,idle,,,15,idle,
event_footstepwalkrun2_06_e_112,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_112,True,EventScene_footstepwalkrun_06_1,19,1,1.5,none,anis,anis,,,,,black,,,1,idle,rapi_red,,,,,,,,,,13,idle,anis,,15,idle,neon
event_footstepwalkrun2_06_e_113,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_113,True,,1,1,1.0,,neon,neon,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_114,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_114,False,,1,1,1.0,,rapi_red,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_115,40066,event_footstepwalkrun2_06_e,Self,Locale_MainScenario:event_footstepwalkrun2_06_e_115,False,,1,10,1.0,,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_116,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_116,True,,10,10,1.0,,rapi_red,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_117,40066,event_footstepwalkrun2_06_e,Self,Locale_MainScenario:event_footstepwalkrun2_06_e_117,False,,10,10,1.0,,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_118,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_118,True,,black,black,1.0,,rapi_red,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,
footstepwalkrun,40066,event_footstepwalkrun2_06_e,,Locale_SubScenario:none,False,,1,1,1.0,,,,,,,,,footstepwalkrun,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_119,40066,event_footstepwalkrun2_06_e,Speech,Locale_MainScenario:event_footstepwalkrun2_06_e_119,True,EventScene_footstepwalkrun_06_2,100,10,1.0,bgm_blackgunsmoke,rapi_red,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,
event_footstepwalkrun2_06_e_120,40066,event_footstepwalkrun2_06_e,Narration,Locale_MainScenario:event_footstepwalkrun2_06_e_120,False,,black,black,1.0,,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,,
