id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/5/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,set_filter_01,set_filter_02,jump_target
event_freezeacpu_02_s_114,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_114,True,,7,idle,,5,delight,,9,idle,,,,,,,,3,3,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_115,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_115,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_116,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_116,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_117,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_117,True,,7,idle,,5,idle,,9,idle,,,,,,,,3,3,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_118,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_118,True,,7,idle,,5,idle,,9,idle,,,,,,,,3,3,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_119,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_119,True,,7,idle,,5,idle,,9,idle,,,,,,,,3,3,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_120,40030,event_freezeacpu_02_s,Monologue,,,Locale_SubScenario:event_freezeacpu_02_s_120,False,,7,idle,,5,idle,,9,idle,,,,,,,,3,3,1.0,,,,,17,think,,,,
event_freezeacpu_02_s_121,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_121,True,,7,idle,,5,idle,,9,surprise,,,,,,,,S_90,S_90,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_122,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_122,True,,7,idle,,5,void,,9,surprise,,,,,,,,5,5,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_123,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_123,True,,7,idle,,5,idle,,9,idle,,,,,,,,5,5,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_124,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_124,True,,7,idle,,5,idle,,9,idle,,,,,,,,5,5,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_125,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_125,True,,7,idle,,5,idle,,9,idle,,,,,,,,5,6,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_126,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_126,True,,7,delight,,5,idle,,9,idle,,,,,,,,6,6,1.0,,,,,17,idle,,,,
event_freezeacpu_02_s_127,40030,event_freezeacpu_02_s,Monologue,,,Locale_SubScenario:event_freezeacpu_02_s_127,False,,7,delight,,5,idle,,9,idle,,,,,,,,black,black,1.0,,,,,17,idle,,,,
