id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id,fade
event_claymore_06_e_147,40050,event_claymore_06_e,Speech,bay,Locale_SubScenario:event_claymore_06_e_147,True,,5,idle,,30,30,1.0,,bay,,,,,,,,3,delight,,,
event_claymore_06_e_148,40050,event_claymore_06_e,Speech,bay,Locale_SubScenario:event_claymore_06_e_148,True,,5,idle,,30,30,1.0,,bay,,,,,,,,3,delight,,,
event_claymore_06_e_149,40050,event_claymore_06_e,Speech,bay,Locale_SubScenario:event_claymore_06_e_149,True,,5,idle,,30,30,1.0,,bay,,,,,,,,3,delight,,,
event_claymore_06_e_150,40050,event_claymore_06_e,Speech,bay,Locale_SubScenario:event_claymore_06_e_150,True,,5,idle,,30,30,1.0,,bay,,,,,,,,3,delight,,,
event_claymore_06_e_151,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_151,True,,5,delight,,50,50,1.0,,clay,,,,,,,,3,delight,,,
event_claymore_06_e_152,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_152,True,,5,idle,,50,50,1.0,,clay,,,,,,,,3,delight,,,
event_claymore_06_e_153,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_153,True,,5,idle,,50,50,1.0,,clay,,,,,,,,3,idle,,,
event_claymore_06_e_154,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_154,True,,5,idle,,50,50,1.0,,clay,,,,,,,,3,idle,,,
event_claymore_06_e_155,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_155,True,,5,idle,,50,50,1.0,,clay,,,,,,,,3,idle,,,
event_claymore_06_e_156,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_156,True,,5,idle,,50,50,1.0,,clay,,,,,,,,3,idle,,,
event_claymore_06_e_157,40050,event_claymore_06_e,Speech,bay,Locale_SubScenario:event_claymore_06_e_157,True,,5,idle,,50,4,1.0,,bay,,,,,,,,3,idle,,,
event_claymore_06_e_158,40050,event_claymore_06_e,Self,bay,Locale_SubScenario:event_claymore_06_e_158,False,,5,idle,,4,4,1.0,,,,,,,,,,3,idle,,,
event_claymore_06_e_159,40050,event_claymore_06_e,Self,bay,Locale_SubScenario:event_claymore_06_e_159,False,,5,idle,,4,4,1.0,,,,,,,,,,3,idle,,,
event_claymore_06_e_160,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_160,True,,5,special,,4,4,1.0,,clay,,,,,,,,3,idle,,,
event_claymore_06_e_161,40050,event_claymore_06_e,Speech,clay,Locale_SubScenario:event_claymore_06_e_161,True,,5,delight,,4,4,1.0,,clay,,,,,,,,3,idle,,,
