id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_movie,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_lastkingdom2_06_e_134,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_134,False,,1,angry,,13,idle,,130,130,1.0,,,,15,angry_03,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_135,40046,event_lastkingdom2_06_e,Narration,crown_n,,Locale_MainScenario:event_lastkingdom2_06_e_135,False,,1,angry,,13,idle,EventScene_lastkingdom_13_1,black,black,1.0,,sfx_scn_crownspellatk,,15,angry_03,,17,void,indivilia,crown_n,chime,marian_q,,,,,,
event_lastkingdom2_06_e_136,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_136,True,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_137,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_137,False,,,,,,,,100,100,1.0,,sfx_scn_crownspellatk,,,,,,,,,,,,Low_2,,,,
event_lastkingdom2_06_e_138,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_138,True,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_139,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_139,False,,,,,,,,100,1,1.0,,sfx_scn_crownspellatk,,,,,,,,,,,,Low_2,,,,
event_lastkingdom2_06_e_140,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_140,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_141,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_141,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_142,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_142,False,,,,,,,EventScene_lastkingdom_13_2,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_143,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_143,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_144,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_144,False,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_145,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_145,False,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_146,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_146,False,,,,,,,,10,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_147,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_147,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_148,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_148,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_149,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_149,False,,,,,,,EventScene_lastkingdom_13_3,black,black,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_150,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_150,True,,,,,,,,chimerevenge_01,chimerevenge_01,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_151,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_151,True,,,,,,,,chimerevenge_01,chimerevenge_01,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_152,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_152,True,,,,,,,,chimerevenge_01,chimerevenge_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_153,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_153,True,,,,,,,,chimerevenge_02,chimerevenge_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_154,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_154,True,,,,,,,,chimerevenge_02,chimerevenge_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_155,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_155,False,chime,1,void,snowwhite,3,idle,CrownCastleGate_d,black,black,1.0,,sfx_scn_swordcut,rapunzel,5,idle,hongryeon,7,idle,,,,,,,crown_n,15,idle,
event_lastkingdom2_06_e_156,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_156,False,,1,void,,3,idle,,black,black,1.0,,sfx_scn_down,,5,idle,,7,idle,,,,,,,,15,idle,crown_n
event_lastkingdom2_06_e_157,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_157,True,,1,void,,3,idle,,XXS_100,XXS_100,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_158,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_158,False,,1,void,,3,idle,,XXS_100,XXS_100,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_159,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_159,False,,1,void,,3,idle,,XXS_100,XXS_10,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_160,40046,event_lastkingdom2_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_06_e_160,True,,1,void,,3,idle,,XXS_10,30,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_161,40046,event_lastkingdom2_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_06_e_161,True,,1,idle,,3,idle,,30,50,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_162,40046,event_lastkingdom2_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_06_e_162,True,,1,idle,,3,idle,,50,70,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_163,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_163,True,,1,idle,,3,idle,,XXS_10,XXS_10,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_164,40046,event_lastkingdom2_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_06_e_164,True,,1,idle,,3,idle,,XXS_10,31,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_165,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_165,True,,1,angry,,3,idle,,31,31,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_166,40046,event_lastkingdom2_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_06_e_166,True,,1,angry,,3,idle,,31,31,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_167,40046,event_lastkingdom2_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_06_e_167,True,,1,angry,,3,idle,,70,70,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_168,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_168,True,,1,idle,,3,idle,,XXS_10,XXS_10,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_169,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_169,True,,1,idle,,3,idle,,XXS_10,XXS_10,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_170,40046,event_lastkingdom2_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_06_e_170,True,,1,idle,,3,idle,,50,50,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_171,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_171,False,,1,idle,,3,idle,,XXS_10,1,1.0,,,,5,idle,,7,idle,,,,,,,,,,
event_lastkingdom2_06_e_172,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_172,False,,1,idle,,3,idle,,1,15,2.0,,,,5,idle,,7,idle,,,,,,,crown_n,15,idle,
event_lastkingdom2_06_e_173,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_173,False,,1,idle,,3,idle,,15,15,1.0,,,,5,idle,,7,idle,,,,,,,,15,idle,
event_lastkingdom2_06_e_174,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_174,True,,1,idle,,3,idle,,15,15,1.0,,,,5,idle,,7,idle,,,,,,,,15,idle,
event_lastkingdom2_06_e_175,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_175,True,,1,idle,,3,idle,,15,150,1.0,,,,5,idle,,7,idle,,,,,,,,15,idle,
event_lastkingdom2_06_e_176,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_176,True,,1,idle,,3,idle,,150,150,1.0,,,,5,idle,,7,idle,,,,,,,,15,delight,
event_lastkingdom2_06_e_177,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_177,True,,1,idle,,3,idle,,150,150,1.0,,,,5,idle,,7,idle,,,,,,,,15,delight,
event_lastkingdom2_06_e_178,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_178,True,,1,idle,,3,idle,EventScene_lastkingdom_14,black,black,1.0,,,,5,idle,,7,idle,chime,snowwhite,rapunzel,hongryeon,,,,15,delight,crown_n
event_lastkingdom2_06_e_179,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_179,True,,,,,,,,nakedking_01,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_180,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_180,True,,,,,,,,nakedking_02,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_181,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_181,True,,,,,,,,nakedking_02,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_182,40046,event_lastkingdom2_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_06_e_182,False,,,,,,,,nakedking_02,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_183,40046,event_lastkingdom2_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_06_e_183,False,,,,,,,,nakedking_02,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_184,40046,event_lastkingdom2_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_06_e_184,False,,,,,,,,nakedking_02,nakedking_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_185,40046,event_lastkingdom2_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_06_e_185,True,,,,,,,,nakedking_02,nakedking_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_186,40046,event_lastkingdom2_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_06_e_186,True,,,,,,,,nakedking_03,nakedking_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_187,40046,event_lastkingdom2_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_06_e_187,True,,,,,,,,nakedking_03,nakedking_03,1.0,,,,,,,,,,,,,,,,,,
