id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lifeagain_02_s_138,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_138,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_139,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_139,True,,3,angry,,4,4,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_140,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_140,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_141,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_141,True,,3,angry,,4,4,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_142,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_142,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_143,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_143,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_144,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_144,False,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_145,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_145,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_146,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_146,False,,3,angry,,black,black,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_147,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_147,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_148,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_148,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_149,40060,event_lifeagain_02_s,Narration,Narration,Locale_SubScenario:event_lifeagain_02_s_149,False,,3,angry,,black,black,1.0,,rumani,,sfx_scn_wheelstop,,5,think,,,,13,idle
event_lifeagain_02_s_150,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_150,False,,3,angry,,black,black,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_151,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_151,False,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,13,idle
event_lifeagain_02_s_152,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_152,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_153,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_153,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_154,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_154,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_155,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_155,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_156,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_156,False,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_157,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_157,True,,3,angry,,4,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_158,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_158,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_159,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_159,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_160,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_160,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_161,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_161,False,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_162,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_162,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_163,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_163,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,no
event_lifeagain_02_s_164,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_164,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,no
event_lifeagain_02_s_165,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_165,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,no
event_lifeagain_02_s_166,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_166,False,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,no
event_lifeagain_02_s_167,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_167,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,no
