id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce003_2_05_e_101,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_101,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_102,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_102,True,,130,130,1.0,,ce_003_03,ce_003_03,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_103,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_103,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,delight,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_104,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_104,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,delight,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_105,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_105,True,,130,130,1.0,,ce_003_03,ce_003_03,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_106,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_106,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_107,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_107,True,,S_150,S_150,1.0,,ce_003_01,ce_003_01,,,,,1,idle,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_108,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_108,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_109,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_109,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_110,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_110,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_111,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_111,True,,10,31,1.0,,clara,clara,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_112,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_112,True,,31,31,1.0,,clara,clara,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_113,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_113,True,,31,31,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_114,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_114,True,,31,31,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_115,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_115,True,,31,31,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,15,worry,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_116,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_116,True,,S_150,S_150,1.0,,ce_003_01,ce_003_01,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_117,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_117,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_118,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_118,True,,130,130,1.0,,ce_003_03,ce_003_03,,,,,1,idle,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_119,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_119,True,,130,10,1.0,,ce_003_02,ce_003_02,,,,,1,delight,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_120,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_120,True,,10,31,1.0,,clara,clara,,,,,1,delight,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_121,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_121,False,,31,31,1.0,,clara,,,,,,1,delight,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_122,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_122,False,,31,1315,2.0,,clara,,,,,,1,delight,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_123,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_123,False,,black,black,1.0,,clara,,,,,,1,delight,,,15,idle,,,13,delight,,,,,,,,,,,,,,,,,,3,idle,
