id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id,fade,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_camera_shake,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_boomtheghost2_01_e_92,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_92,True,,1,sad,,,,,,,,,,,13,angry,,5,angry,,5,113,2.0,,,,,,,,6,idle,,4,idle,,,,,,,,,
event_boomtheghost2_01_e_93,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_93,True,,1,sad,,,,,,,,,,,13,angry,,5,angry,,113,113,1.0,,,,chefghost,,,,6,idle,,4,idle,,,,,ghost_01,ghost_02,,,
event_boomtheghost2_01_e_94,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_94,False,,1,sad,,,,,,,,,,,13,angry,,,,,113,13,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_95,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_95,True,,1,sad,,,,,,,,,,,13,think,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_96,40085,event_boomtheghost2_01_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_96,False,,1,sad,,,,,,,,,,,13,think,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_97,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_97,True,,1,sad,,,,,,,,,,,13,worry,,,,,13,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_98,40085,event_boomtheghost2_01_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_e_98,True,,1,sad,,,,tove_s,15,delight,,,,,13,worry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_99,40085,event_boomtheghost2_01_e,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_01_e_99,False,,1,sad,,,,,15,delight,,,,,13,worry,,,,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_100,40085,event_boomtheghost2_01_e,Self,tove_s,,Locale_MainScenario:event_boomtheghost2_01_e_100,False,,1,sad,,,,,15,delight,,,,,13,worry,,,,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_101,40085,event_boomtheghost2_01_e,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_01_e_101,False,,1,sad,,,,,15,delight,,,,,13,worry,,,,,S_150,15,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_102,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_102,True,,1,sad,,,,,15,delight,,,,,13,angry,,,,,15,1315,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_103,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_103,False,,1,sad,,,,,15,delight,,,,,13,angry,,,,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_104,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_104,True,,1,sad,,,,,15,delight,,,,,13,angry,,,,,130,1300,0.5,,,,,,,,,,,,,,,,,,,,,
