id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,characters/2/hide_char_id,fade
event_coinsinrush2_02_s_115,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_115,False,,1,1,1.0,,,OP_rightup,surprise3,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_116,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_116,True,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,idle,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_117,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_117,False,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_118,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_118,False,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_119,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_119,False,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_120,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_120,True,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,delight,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_121,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_121,True,,1,1,1.0,,,OP_rightup,delight2,,OP_leftup,delight,exia_b_op_r,exia_b_op_r,exia_b_op_r,OP_rightup,good,milk_b_op_r,,,,
event_coinsinrush2_02_s_122,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_122,False,,1,1,1.0,,,,,,OP_leftup,delight,exia_b_op_r,,,OP_rightup,good,,,,,
event_coinsinrush2_02_s_123,40089,event_coinsinrush2_02_s,Monologue,Locale_MainScenario:event_coinsinrush2_02_s_123,False,,black,black,1.0,none,,,,,OP_leftup,delight,,,,OP_rightup,good,,ade_b_op,,exia_b_op_r,black
event_coinsinrush2_02_s_124,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_124,False,,black,black,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_02_s_125,40089,event_coinsinrush2_02_s,Monologue,Locale_MainScenario:event_coinsinrush2_02_s_125,False,,black,black,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_02_s_126,40089,event_coinsinrush2_02_s,Narration,Locale_MainScenario:event_coinsinrush2_02_s_126,False,,black,black,1.0,,,,,,,,,,,,,,,,,
