id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,jump_target
event_romanticvalentine_03_e_115,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_115,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_116,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_116,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_117,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_117,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise2,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_118,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_118,True,,S_10,12,1.0,,anchor_m,anchor_m,,1,surprise2,,anchor_m,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_119,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_119,False,,12,12,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_120,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_120,True,,12,12,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_121,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_121,True,,12,12,1.0,,anchor_m,anchor_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_122,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_122,False,,12,12,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_123,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_123,False,,12,12,1.0,,anchor_m,,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_124,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_124,True,,12,12,1.0,,anchor_m,anchor_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_125,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_125,True,,12,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_126,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_126,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_127,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_127,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_128,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_128,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_129,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_129,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_130,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_130,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_131,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_131,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_132,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_132,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_133,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_133,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_134,40069,event_romanticvalentine_03_e,Choice,Locale_SubScenario:event_romanticvalentine_03_e_134,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,event_romanticvalentine_03_e_140
event_romanticvalentine_03_e_135,40069,event_romanticvalentine_03_e,Choice,Locale_SubScenario:event_romanticvalentine_03_e_135,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,,13,idle,,,,,,,,,,,,,,,,,event_romanticvalentine_03_e_136
event_romanticvalentine_03_e_136,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_136,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_137,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_137,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_138,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_138,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_139,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_139,False,,S_10,S_10,1.0,,mast_m,,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_140,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_140,True,,S_10,S_100,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_141,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_141,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_142,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_142,False,,S_100,S_100,1.0,,mast_m,,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_143,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_143,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_144,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_144,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_145,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_145,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_146,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_146,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_147,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_147,True,,S_100,S_10,1.0,,mast_m,mast_m,,1,delight,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_148,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_148,True,,S_10,XS_130,1.0,,anchor_m,anchor_m,,1,delight,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_149,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_149,False,,XS_130,XS_130,1.0,,anchor_m,,,1,delight,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_150,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_150,False,,XS_130,XS_130,1.0,,anchor_m,,,1,delight,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_151,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_151,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,,13,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_152,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_152,True,,S_10,S_100,1.0,,mast_m,mast_m,,1,delight2,,,13,idle,,,,,,,,,,,,,,,,,
