id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,play_ambient,characters/0/hide_char_id,set_camera_shake,fade,play_movie
event_oldtales2_06_e_111,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_111,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_112,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_112,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_113,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_113,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_114,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_114,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_115,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_115,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_116,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_116,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_117,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_117,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_118,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_118,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_119,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_119,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_05,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_120,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_120,True,,,,,,,,,,,,,,,,,orbitalelevatorin_05,orbitalelevatorin_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_121,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_121,True,,,,,,,,,,,,,,,,,orbitalelevatorin_05,orbitalelevatorin_05,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_122,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_122,True,,,,,,,,,,,,,,,,,orbitalelevatorin_05,orbitalelevatorin_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_123,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_123,True,,,,,,,,,,,,,,,,,orbitalelevatorin_05,orbitalelevatorin_05,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_124,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_124,False,,,,,,,,,,,,,,,,EventScene_oldtales_18_5,black,black,1.0,,,,sfx_scn_cannonbeam,,,,,,,,,,
event_oldtales2_06_e_125,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_125,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,Low_2,,
event_oldtales2_06_e_126,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_126,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_127,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_127,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_128,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_128,False,,,,,,,,,,,,,,,,EventScene_oldtales_19_1,universetwopeople_01,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_129,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_129,True,,,,,,,,,,,,,,,,,1,1,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_130,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_130,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_131,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_131,False,,,,,,,,,,,,,,,,,1,1,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_132,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_132,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_133,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_133,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_134,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_134,True,,,,,,,,,,,,,,,,,1,universetwopeople_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_135,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_135,True,,,,,,,,,,,,,,,,,universetwopeople_02,universetwopeople_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_136,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_136,True,,,,,,,,,,,,,,,,,universetwopeople_02,universetwopeople_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_137,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_137,True,,,,,,,,,,,,,,,,,universetwopeople_02,universetwopeople_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_138,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_138,True,,,,,,,,,,,,,,,,,universetwopeople_02,universetwopeople_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_139,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_139,True,,,,,,,,,,,,,,,,EventScene_oldtales_19_2,universetwopeople_04,universetwopeople_04,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_140,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_140,True,,,,,,,,,,,,,,,,,universetwopeople_04,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_141,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_141,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_142,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_142,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_143,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_143,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_144,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_144,True,,,,,,,,,,,,,,,,,universetwopeople_04,universetwopeople_04,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_145,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_145,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_146,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_146,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_147,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_147,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_148,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_148,True,,,,,,,,,,,,,,,,,universetwopeople_04,universetwopeople_04,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_149,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_149,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_150,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_150,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_151,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_151,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_152,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_152,False,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_06,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_153,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_153,True,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_154,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_154,True,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_155,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_155,True,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_156,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_156,True,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_06,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_157,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_157,True,,,,,,,,,,,,,,,,,universetwopeople_06,universetwopeople_04,1.5,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_158,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_158,True,,,,,,,,,,,,,,,,,universetwopeople_04,universetwopeople_04,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_159,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_159,True,,,,,,,,,,,,,,,,,universetwopeople_04,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_160,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_160,True,,,,,,,,,,,,,,,,,universetwopeople_05,universetwopeople_05,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_161,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_161,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_162,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_162,False,cinderella,1,pain,,,,,,,,,,,,,SkyElevatorIn_1,black,black,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_163,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_163,True,,1,pain,,,,,,,,,,,,,,S_10,S_100,0.5,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_164,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_164,True,,1,pain,,,,,,,,,,,,,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_165,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_165,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,none,cinderella,,sfx_scn_heavydoorhit2,,,,,,none,,,black,
event_oldtales2_06_e_166,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_166,True,,1,idle,,,,,,,,,,,,,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_167,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_167,False,,1,idle,,,,,,,,,,,,,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_168,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_168,True,,1,pain,,,,,,,,,,,,,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_169,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_169,True,,1,angry,,,,,,,,,,,,,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_170,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_170,False,,1,angry,,,,,,,,,,,,,,S_100,S_10,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_171,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_171,True,,1,angry,,,,,,,,,,,,,,black,black,1.0,,cinderella,cinderella,,,,,,,,cinderella,,,
oldtales,40062,event_oldtales2_06_e,,Locale_SubScenario:none,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,oldtales
event_oldtales2_06_e_172,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_172,False,oswald_o,1,idle,,,,,,,,,,,,,NoCloudLand,black,black,1.0,none,,,sfx_scn_phonesignal,,,,,,,,,,
event_oldtales2_06_e_173,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_173,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,,sfx_scn_phoneonce,,,,,,,,,,
event_oldtales2_06_e_174,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_174,True,,1,idle,,,,,,,,,,,,,,L_100,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_175,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_175,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_176,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_176,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_177,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_177,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_178,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_178,False,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_179,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_179,True,,1,idle,,,,,,,,,,,,,,L_10,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_180,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_180,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_181,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_181,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_182,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_182,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_183,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_183,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_184,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_184,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_185,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_185,True,,1,idle,,,,,,,,,,,,,,1,1,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_186,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_186,True,,1,idle,,,,,,,,,,,,,,1,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_187,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_187,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_188,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_188,False,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,,sfx_scn_phoneend,,,,,,,,,,
event_oldtales2_06_e_189,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_189,False,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_190,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_190,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_191,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_191,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_192,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_192,False,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_193,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_193,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_194,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_194,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_195,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_195,True,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_196,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_196,False,,1,delight,,,,,,,,,,,,,,L_10,L_10,1.0,,oswald_o,oswald_o,,,,,,,,,,,
event_oldtales2_06_e_197,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_197,True,,1,delight,,,,,,,,,,,,,,L_10,L_100,1.0,,oswald_o,oswald_o,,,,,,,,,,,
