id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,fade,play_sound,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_alonesurvivor_06_s_124,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_124,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_125,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_125,True,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_126,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_126,True,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_127,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_127,True,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_128,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_128,True,,,,,alone_02,alone_03,1.0,,Low_2,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_129,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_129,False,,,,,alone_03,alone_03,1.0,,Low_2,,sfx_scn_fire,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_130,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_130,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_131,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_131,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_132,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_132,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_133,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_133,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_134,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_134,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_135,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_135,True,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_136,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_136,True,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_137,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_137,True,,,,,alone_03,alone_03,1.0,,Low_2,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_138,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_138,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_139,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_139,False,,,,,alone_03,alone_03,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_140,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_140,False,,,,,black,black,1.0,,,,,,,,1,idle,alone_event,alice,5,surprise,ludmilla,3,think,neve,7,idle
event_alonesurvivor_06_s_141,40033,event_alonesurvivor_06_s,Speech,alice,alice,Locale_SubScenario:event_alonesurvivor_06_s_141,True,,,,IceLand_05,4,4,0.7,none,,black,,,,,,,,,5,surprise,,3,think,,7,idle
event_alonesurvivor_06_s_142,40033,event_alonesurvivor_06_s,Speech,alice,alice,Locale_SubScenario:event_alonesurvivor_06_s_142,True,,,,,4,4,1.0,bgm_story_impression,,,,,,,,,,,5,surprise,,3,think,,7,idle
event_alonesurvivor_06_s_143,40033,event_alonesurvivor_06_s,Speech,alice,alice,Locale_SubScenario:event_alonesurvivor_06_s_143,True,,,,,4,4,1.0,,,,,,,,,,,,5,delight,,3,think,,7,idle
event_alonesurvivor_06_s_144,40033,event_alonesurvivor_06_s,Speech,ludmilla,ludmilla,Locale_SubScenario:event_alonesurvivor_06_s_144,True,,,,,4,4,1.0,,,,,,,,,,,,5,delight,,3,think,,7,idle
event_alonesurvivor_06_s_145,40033,event_alonesurvivor_06_s,Speech,neve,neve,Locale_SubScenario:event_alonesurvivor_06_s_145,True,,,,,7,7,1.0,,,,,,,,,,,,5,surprise,,3,think,,7,idle
event_alonesurvivor_06_s_146,40033,event_alonesurvivor_06_s,Speech,ludmilla,ludmilla,Locale_SubScenario:event_alonesurvivor_06_s_146,True,,,,,3,3,1.0,,,,,,,,,,,,5,surprise,,3,think,,7,idle
event_alonesurvivor_06_s_147,40033,event_alonesurvivor_06_s,Speech,ludmilla,ludmilla,Locale_SubScenario:event_alonesurvivor_06_s_147,True,,,,,3,30,1.0,,,,,,,,,,,,5,surprise,,3,angry,,7,idle
event_alonesurvivor_06_s_148,40033,event_alonesurvivor_06_s,Speech,ludmilla,ludmilla,Locale_SubScenario:event_alonesurvivor_06_s_148,True,,,,,30,30,1.0,,,,,,,,,,,,5,surprise,,3,think,,7,idle
event_alonesurvivor_06_s_149,40033,event_alonesurvivor_06_s,Speech,ludmilla,ludmilla,Locale_SubScenario:event_alonesurvivor_06_s_149,True,,,,,30,30,1.0,,,,,,,,,,,,5,idle,,3,think,,7,idle
