id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_ce02_2_06_e_102,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_102,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_103,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_103,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_104,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_104,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_105,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_105,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_106,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_106,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_107,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_107,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_108,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_108,True,,12,12,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_109,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_109,True,,12,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_110,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_110,True,,10,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_111,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_111,True,,10,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_112,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_112,True,,10,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_113,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_113,True,,10,130,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_114,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_114,True,,130,130,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_115,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_115,True,,130,1300,1.0,,,,c1002_02,c1002_02,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_116,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_116,False,,1300,1300,1.0,,,,,,,9,idle,,7,void,,5,think,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_117,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_117,False,,6,6,1.0,,,,rapi,rapi,,9,idle,,7,worry,,5,worry,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_118,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_118,False,,6,6,1.0,,,,anis,anis,,9,idle,,7,worry,,5,worry,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_119,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_119,False,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,worry,,5,worry,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_120,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_120,True,,2,2,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,worry,,5,worry,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_121,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_121,True,,2,2,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,worry,,5,worry,,3,think,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_122,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_122,True,,2,30,1.0,,,,ce_02_npc_01,ce_02_npc_01,,9,idle,,7,worry,,5,worry,,3,idle,,1,idle,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_123,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_123,True,,10,10,1.0,,,,ce_02_01,ce_02_01,,9,idle,,7,void,,5,worry,,3,idle,,1,delight,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_124,40027,event_ce02_2_06_e,Self,Locale_SubScenario:event_ce02_2_06_e_124,False,,10,10,1.0,,,,,,,9,idle,,7,void,,5,worry,,3,idle,,1,delight,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_125,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_125,False,,10,2,1.0,,,,,,,9,idle,,7,void,,5,think,,3,idle,,1,delight,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_126,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_126,False,White,2,2,1.0,,,,,,,9,idle,,7,void,,5,think,,3,idle,,1,delight,,13,idle,,,15,idle,,,,ce_02_npc_01,ce_02_01,,
event_ce02_2_06_e_127,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_127,False,,2,2,1.0,,,,,,,9,idle,,7,void,,5,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_128,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_128,True,Factory_n,3,2,1.0,,,,anis,anis,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_129,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_129,False,,2,2,1.0,,,,rapi,rapi,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_130,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_130,True,,15,150,0.6,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_131,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_131,True,,130,130,1.0,,,,c1002_02,c1002_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_132,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_132,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_133,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_133,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_134,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_134,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_135,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_135,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_136,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_136,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_137,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_137,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_138,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_138,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_139,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_139,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_140,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_140,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_141,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_141,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_142,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_142,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,idle,,3,void,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_143,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_143,False,,10,10,1.0,,,,rapi,rapi,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_144,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_144,False,,50,50,1.0,,,,neon,neon,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_145,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_145,False,,30,30,1.0,,,,anis,anis,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_146,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_146,False,,14,14,1.0,,,,c1002_02,c1002_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_147,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_147,True,,14,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_148,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_148,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_149,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_149,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_150,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_150,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_151,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_151,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_152,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_152,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_153,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_153,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_154,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_154,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_155,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_155,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_156,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_156,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_157,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_157,True,,15,15,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_158,40027,event_ce02_2_06_e,Monologue,Locale_SubScenario:event_ce02_2_06_e_158,False,,15,150,1.0,,,,,,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_159,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_159,False,,150,150,1.0,sfx_scn_aim,,,,,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_160,40027,event_ce02_2_06_e,Self,Locale_SubScenario:event_ce02_2_06_e_160,False,,150,150,1.0,,,,,,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_161,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_161,True,,13,13,1.0,,,,c1002_02,c1002_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_162,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_162,True,,150,150,1.0,,,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_163,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_163,True,,150,1500,1.7,,none,,6000d_02,6000d_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_164,40027,event_ce02_2_06_e,Speech,Locale_SubScenario:event_ce02_2_06_e_164,True,,13,1300,0.5,,,,c1002_02,c1002_02,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_165,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_165,False,,black,black,1.0,sfx_scn_finishshot,,,,,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
event_ce02_2_06_e_166,40027,event_ce02_2_06_e,Narration,Locale_SubScenario:event_ce02_2_06_e_166,False,,black,black,1.0,,,,,,,5,worry,,3,pain,,1,think,,,,,,,,13,idle,,,15,idle,,,,,,,
