id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/1/hide_char_id,characters/3/hide_char_id,play_sound,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce006_2_05_s_122,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_122,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_123,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_123,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_124,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_124,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_125,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_125,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_126,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_126,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_127,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_127,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_128,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_128,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_129,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_129,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_heavywaterfall,Grey,,,,,,
event_ce006_2_05_s_130,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_130,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_131,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_131,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_132,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_132,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_133,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_133,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_134,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_134,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_135,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_135,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_136,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_136,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_137,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_137,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_138,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_138,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_139,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_139,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_140,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_140,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_141,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_141,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_142,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_142,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_143,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_143,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_144,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_144,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_145,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_145,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_146,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_146,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_147,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_147,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_148,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_148,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_149,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_149,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_150,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_150,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_151,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_151,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_152,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_152,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_153,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_153,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_154,40080,event_ce006_2_05_s,Narration,middlehermin,,Locale_MainScenario:event_ce006_2_05_s_154,False,,,,,,,,,,,black,black,1.0,none,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_155,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_155,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_156,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_156,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_157,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_157,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_158,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_158,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_159,40080,event_ce006_2_05_s,Speech,middlehermin,middlehermin,Locale_MainScenario:event_ce006_2_05_s_159,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_160,40080,event_ce006_2_05_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_05_s_160,False,hermin,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_161,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_161,False,,1,idle,,,,,,,,1,XS_10,1.75,bgm_story_enormousgap,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_162,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_162,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_163,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_163,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_164,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_164,False,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_165,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_165,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_166,40080,event_ce006_2_05_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_05_s_166,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_167,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_167,False,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_168,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_168,True,,1,idle,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_169,40080,event_ce006_2_05_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_05_s_169,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_170,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_170,False,,1,special,,,,,,,,XS_100,XS_100,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_171,40080,event_ce006_2_05_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_05_s_171,True,,1,special,,,,,,,,XS_100,XS_100,1.0,,,,,,,,,,,Grey,,,,,,
event_ce006_2_05_s_172,40080,event_ce006_2_05_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_05_s_172,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_memorynoise,Grey,,,,,,
event_ce006_2_05_s_173,40080,event_ce006_2_05_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_05_s_173,False,privaty,5,idle,anis,3,worry,rapi,1,think,,black,black,1.0,,hermin,,ce006_01,15,think,,,,sfx_scn_memorynoise,Grey,elegg,17,idle,neon,13,worry
event_ce006_2_05_s_174,40080,event_ce006_2_05_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_05_s_174,False,,5,idle,,3,worry,,1,think,,2,2,1.0,,,,,15,think,,,,,,,17,idle,,13,worry
event_ce006_2_05_s_175,40080,event_ce006_2_05_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_05_s_175,False,,5,idle,,3,worry,,1,think,,2,2,1.0,,,,,15,think,,,,,,,17,idle,,13,worry
event_ce006_2_05_s_176,40080,event_ce006_2_05_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_05_s_176,False,,5,idle,,3,worry,,1,think,,14,14,1.0,,,,,15,think,,,,,,,17,idle,,13,worry
event_ce006_2_05_s_177,40080,event_ce006_2_05_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_05_s_177,False,,5,idle,,3,worry,,1,think,,14,14,1.0,,,,,15,think,,,,,,,17,idle,,13,worry
event_ce006_2_05_s_178,40080,event_ce006_2_05_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_05_s_178,True,,5,idle,,3,void,,1,think,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,worry
event_ce006_2_05_s_179,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_179,True,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_180,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_180,True,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_181,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_181,True,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_182,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_182,False,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_183,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_183,True,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_184,40080,event_ce006_2_05_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_05_s_184,False,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_185,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_185,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_186,40080,event_ce006_2_05_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_05_s_186,True,,5,idle,,3,sad,,1,idle,,10,10,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_187,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_187,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_188,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_188,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_189,40080,event_ce006_2_05_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_05_s_189,True,,5,idle,,3,void,,1,idle,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_190,40080,event_ce006_2_05_s,Speech,privaty,rapi,Locale_MainScenario:event_ce006_2_05_s_190,False,,5,idle,,3,void,,1,think,,4,4,1.0,,,,,15,think,,,,,,,17,idle,,13,idle
event_ce006_2_05_s_191,40080,event_ce006_2_05_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_05_s_191,True,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,think,,,,,,,17,think,,13,idle
event_ce006_2_05_s_192,40080,event_ce006_2_05_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_05_s_192,True,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,think,,,,,,,17,think,,13,idle
event_ce006_2_05_s_193,40080,event_ce006_2_05_s,Self,elegg,,Locale_MainScenario:event_ce006_2_05_s_193,False,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,think,,,,,,,17,think,,13,idle
event_ce006_2_05_s_194,40080,event_ce006_2_05_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_05_s_194,False,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,no,,,,,,,17,think,,13,idle
event_ce006_2_05_s_195,40080,event_ce006_2_05_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_05_s_195,True,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,no,,,,,,,17,think,,13,idle
event_ce006_2_05_s_196,40080,event_ce006_2_05_s,Self,ce006_01,,Locale_MainScenario:event_ce006_2_05_s_196,False,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,no,,,,,,,17,think,,13,idle
event_ce006_2_05_s_197,40080,event_ce006_2_05_s,Self,ce006_01,,Locale_MainScenario:event_ce006_2_05_s_197,False,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,no,,,,,,,17,think,,13,idle
event_ce006_2_05_s_198,40080,event_ce006_2_05_s,Self,ce006_01,,Locale_MainScenario:event_ce006_2_05_s_198,False,,5,idle,,3,void,,1,think,,16,16,1.0,,,,,15,no,,,,,,,17,think,,13,idle
