id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,speaker,set_camera_shake,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
event_darkhero_01_e_129,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_129,False,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_130,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_130,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_131,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_131,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_132,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_132,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_133,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_133,True,S_10,S_100,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_134,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_134,True,S_100,S_100,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_135,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_135,True,S_100,S_100,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_136,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_136,True,S_100,S_100,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_137,40047,event_darkhero_01_e,Monologue,maiden,Locale_SubScenario:event_darkhero_01_e_137,False,S_100,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,,,,,,,,
event_darkhero_01_e_138,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_138,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,exia,,,,,,,
event_darkhero_01_e_139,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_139,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_140,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_140,True,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_141,40047,event_darkhero_01_e,Self,maiden,Locale_SubScenario:event_darkhero_01_e_141,False,S_10,S_10,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,,,,,,,,
event_darkhero_01_e_142,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_142,True,S_10,S_10,1.0,bgm_story_sundayintheark,,15,idle,,13,idle,,1,idle,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_143,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_143,True,S_10,30,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,trony,,,,,,,
event_darkhero_01_e_144,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_144,True,30,300,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,trony,,,,,,,
event_darkhero_01_e_145,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_145,True,300,14,1.2,,,15,idle,,13,idle,,1,idle,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_146,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_146,True,14,14,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,exia,,,,,,,
event_darkhero_01_e_147,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_147,True,14,13,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,exia,,,,,,,
event_darkhero_01_e_148,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_148,True,13,13,1.0,,,15,idle,,13,idle,,1,idle,,3,sad,,exia,,,,,,,
event_darkhero_01_e_149,40047,event_darkhero_01_e,Speech,exia,Locale_SubScenario:event_darkhero_01_e_149,True,13,S_1300,0.7,,,15,idle,,13,delight,,1,idle,,3,sad,,exia,,,,,,,
event_darkhero_01_e_150,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_150,True,15,S_1500,0.7,,,15,idle,,13,delight,,1,idle,,3,sad,,elegg,,,,,,,
event_darkhero_01_e_151,40047,event_darkhero_01_e,Speech,maiden,Locale_SubScenario:event_darkhero_01_e_151,True,1,S_100,0.7,,,15,idle,,13,delight,,1,delight,,3,sad,,maiden,,,,,,,
event_darkhero_01_e_152,40047,event_darkhero_01_e,Speech,trony,Locale_SubScenario:event_darkhero_01_e_152,True,3,300,0.7,,,15,idle,,13,delight,,1,delight,,3,delight,,trony,,,,,,,
event_darkhero_01_e_153,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_153,True,S_150,S_150,1.0,,,15,delight,,13,delight,,1,delight,,3,delight,,elegg,,,,,,,
event_darkhero_01_e_154,40047,event_darkhero_01_e,Speech,elegg,Locale_SubScenario:event_darkhero_01_e_154,True,S_150,S_1500,1.0,,,15,surprise,,13,delight,,1,delight,,3,delight,,elegg,,,,,,,
event_darkhero_01_e_155,40047,event_darkhero_01_e,Monologue,elegg,Locale_SubScenario:event_darkhero_01_e_155,False,black,black,1.0,,,15,surprise,,13,delight,,1,delight,,3,delight,none,,,,elegg,exia,maiden,trony,
