id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_05_s_111,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_111,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_112,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_112,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_113,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_113,True,,113,113,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_114,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_114,True,,113,10,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_115,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_115,True,,10,10,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_116,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_116,True,,10,10,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_117,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_117,True,,10,10,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_118,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_118,True,,10,10,1.0,,,,1,think,,,,,,,13,surprise,,,,
event_unbreakablesphere1_05_s_119,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_119,False,,10,10,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_120,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_120,True,,10,100,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_121,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_121,True,,100,100,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_122,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_122,True,,100,100,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_123,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_123,True,,100,L_1300,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_124,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_124,True,,L_1300,L_1300,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_125,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_125,True,,L_1300,L_1300,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_126,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_126,True,,L_1300,100,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_127,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_127,True,,100,100,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_128,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_128,True,,100,100,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_129,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_129,True,,L_1300,L_1300,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_130,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_130,True,,100,100,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_131,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_131,True,,L_1300,L_130,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_132,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_132,True,,L_130,L_130,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_133,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_133,True,,L_130,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_134,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_134,True,,113,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_135,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_135,False,,113,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_136,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_136,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_137,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_137,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_138,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_138,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_139,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_139,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_140,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_140,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_141,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_141,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_142,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_142,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_143,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_143,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_144,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_144,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_145,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_145,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_146,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_146,True,,L_1300,L_1300,1.0,,,,1,think,,,,,,,13,angry,,,,
event_unbreakablesphere1_05_s_147,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_147,False,,100,100,1.0,,,,1,think,,,,,,,13,angry,,,,
event_unbreakablesphere1_05_s_148,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_148,True,,L_1300,L_130,1.0,,,,1,think,,,,,,,13,angry,,,,
event_unbreakablesphere1_05_s_149,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_149,True,,L_130,113,1.0,,,,1,think,,,,,,,13,angry,,,,
event_unbreakablesphere1_05_s_150,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_150,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_151,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_151,True,,113,113,1.0,,,,1,think,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_152,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_152,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_153,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_153,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_154,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_154,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_155,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_155,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_156,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_156,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_157,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_157,False,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_158,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_158,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_159,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_159,True,,113,113,1.0,,,,1,think,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_160,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_160,True,,113,113,1.0,,,,1,think,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_161,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_161,True,,113,113,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_162,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_162,True,,113,113,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_163,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_163,True,,113,1,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_164,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_164,True,,1,1,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_165,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_165,True,,1,10,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_166,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_166,True,,10,10,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_167,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_167,True,,10,100,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_168,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_168,True,,100,100,1.0,,,,1,idle,,,,,,,13,delight,,,,
event_unbreakablesphere1_05_s_169,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_169,True,,L_1300,L_1300,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_170,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_170,True,,100,100,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_171,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_171,True,,L_1300,L_130,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_172,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_172,True,,L_130,113,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_173,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_173,True,,113,113,1.0,,,,1,idle,,,,,,,13,idle,,,,
event_unbreakablesphere1_05_s_174,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_174,True,,113,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_175,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_175,True,,113,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_176,40075,event_unbreakablesphere1_05_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_05_s_176,True,,113,113,1.0,,,,1,idle,,,,,,,13,think,,,,
event_unbreakablesphere1_05_s_177,40075,event_unbreakablesphere1_05_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_05_s_177,True,,L_130,L_1300,0.7,,,,1,idle,,,,,,,13,idle,,,,
