id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
snowfall_global_03_123,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_123,True,,14,14,1.0,,,,,,lumi_01,lumi_01,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
snowfall_global_03_124,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_124,True,,14,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,13,idle
snowfall_global_03_125,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_125,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,13,idle
snowfall_global_03_126,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_126,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,idle,,,,13,idle
snowfall_global_03_127,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_127,False,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,13,idle
snowfall_global_03_128,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_128,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
snowfall_global_03_129,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_129,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15,delight,,,,13,idle
snowfall_global_03_130,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_130,False,,black,black,1.0,,,,,black,,,,,,,,,,,,,,,,,,,,15,delight,,,,17,idle
snowfall_global_03_131,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_131,False,,1,1,1.0,,,,,,,,emma,1,idle,ludmilla_w,13,idle,,noir_c,5,idle,blanc_c,3,idle,,,,,15,idle,,sfx_scn_alarm,,17,idle
snowfall_global_03_132,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_132,True,,1,10,1.0,,,,,,emma,emma,,1,surprise,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_133,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_133,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,surprise,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_134,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_134,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,surprise,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_135,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_135,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,surprise,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_136,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_136,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,1,surprise,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_137,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_137,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_138,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_138,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_139,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_139,False,,13,13,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_140,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_140,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_141,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_141,False,,15,15,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_142,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_142,False,,15,15,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_143,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_143,False,,15,15,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_144,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_144,True,,1,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_145,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_145,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_146,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_146,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_147,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_147,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_148,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_148,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_149,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_149,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,sfx_scn_buggerbite,,17,idle
snowfall_global_03_150,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_150,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_151,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_151,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_152,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_152,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_153,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_153,False,,17,17,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_154,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_154,True,,17,17,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_155,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_155,False,,17,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,sfx_scn_buggerbite,,17,idle
snowfall_global_03_156,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_156,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_157,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_157,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_158,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_158,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_159,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_159,False,,13,130,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_160,80903,snowfall_global_03,Narration,Locale_SubScenario:snowfall_global_03_160,False,,130,130,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,sfx_scn_buggerbite,,17,idle
snowfall_global_03_161,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_161,False,,130,130,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_162,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_162,False,,130,130,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_163,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_163,False,,17,17,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_164,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_164,True,,17,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_165,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_165,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_166,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_166,False,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_167,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_167,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_168,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_168,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_169,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_169,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_170,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_170,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_171,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_171,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_172,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_172,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_173,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_173,False,,17,17,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_174,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_174,True,,17,17,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_175,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_175,False,,17,15,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_176,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_176,False,,15,S_150,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_177,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_177,False,,S_150,S_150,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_178,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_178,False,,17,17,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_179,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_179,True,,17,17,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_180,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_180,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_181,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_181,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_182,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_182,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_183,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_183,False,,10,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_184,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_184,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_185,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_185,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_186,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_186,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_187,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_187,False,,170,170,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_188,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_188,False,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_189,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_189,False,,170,17,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_190,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_190,False,,17,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_191,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_191,True,,1,1,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_192,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_192,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_193,80903,snowfall_global_03,Choice,Locale_SubScenario:snowfall_global_03_193,False,,1,1,1.0,,,snowfall_global_03_197,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_194,80903,snowfall_global_03,Choice,Locale_SubScenario:snowfall_global_03_194,False,,1,1,1.0,,,snowfall_global_03_210,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_195,80903,snowfall_global_03,Choice,Locale_SubScenario:snowfall_global_03_195,False,,1,1,1.0,,,snowfall_global_03_221,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_196,80903,snowfall_global_03,Choice,Locale_SubScenario:snowfall_global_03_196,False,,1,1,1.0,,,snowfall_global_03_234,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_197,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_197,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_198,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_198,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_199,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_199,True,,1,10,1.0,,,,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_200,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_200,False,,10,10,1.0,,,,,,,,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_201,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_201,True,,10,10,1.0,,,,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_202,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_202,False,,10,10,1.0,,,,,,,,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_203,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_203,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_204,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_204,False,,10,10,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_205,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_205,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_206,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_206,True,,10,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_207,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_207,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_208,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_208,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_209,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_209,True,,10,10,1.0,,,snowfall_global_03_244,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_210,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_210,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_211,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_211,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_212,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_212,True,,1,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_213,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_213,False,,130,130,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_214,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_214,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_215,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_215,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_216,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_216,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_217,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_217,True,,130,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_218,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_218,True,,10,10,1.0,,,,,,emma,emma,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_219,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_219,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_220,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_220,True,,130,130,1.0,,,snowfall_global_03_244,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_221,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_221,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_222,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_222,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_223,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_223,True,,1,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_224,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_224,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_225,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_225,False,,4,4,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_226,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_226,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_227,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_227,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_228,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_228,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_229,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_229,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_230,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_230,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_231,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_231,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_232,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_232,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,13,idle,,,5,delight,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_233,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_233,True,,4,4,1.0,,,snowfall_global_03_244,,,noir_c,noir_c,,1,idle,,13,idle,,,5,idle,,3,delight,,,,,15,idle,,,,17,idle
snowfall_global_03_234,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_234,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_235,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_235,False,,1,1,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_236,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_236,True,,1,S_150,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_237,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_237,False,,S_150,S_150,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_238,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_238,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_239,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_239,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_240,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_240,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_241,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_241,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_242,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_242,True,,130,16,1.0,,,,,,lumi_01,lumi_01,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
