id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
event_lionheart_06_s_145,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_145,True,,2,2,1.0,,,1,idle,,3,think,leona_no,leona_no,,,
event_lionheart_06_s_146,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_146,True,,2,2,1.0,,,1,idle,,3,think,leona_no,leona_no,,,
event_lionheart_06_s_147,40037,event_lionheart_06_s,Narration,Locale_SubScenario:event_lionheart_06_s_147,False,,black,black,1.0,,,1,idle,,3,think,leona_no,,,,sfx_scn_keyopen
event_lionheart_06_s_148,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_148,False,,2,2,1.0,,,1,idle,,3,think,leona_no,,,,
event_lionheart_06_s_149,40037,event_lionheart_06_s,Narration,Locale_SubScenario:event_lionheart_06_s_149,False,,2,XS_30,1.0,,,1,idle,,3,think,leona_no,,,,
event_lionheart_06_s_150,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_150,False,,XS_30,XS_30,1.0,,,1,idle,,3,think,leona_no,,,,
event_lionheart_06_s_151,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_151,False,,XS_30,4,1.0,,,1,idle,,5,think,leona_no,,,,
event_lionheart_06_s_152,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_152,False,,black,black,1.0,,,1,idle,,7,think,leona_no,,,,
event_lionheart_06_s_153,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_153,False,,black,black,1.0,,,1,idle,,9,think,leona_no,,,timi,
event_lionheart_06_s_154,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_154,False,,black,black,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_155,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_155,False,,black,black,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_156,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_156,False,,500,5,2.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_157,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_157,False,,5,5,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_158,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_158,False,,5,5,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_159,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_159,False,,5,5,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_160,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_160,True,,5,Leo_1,2.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_161,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_161,True,,Leo_1,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_162,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_162,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_163,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_163,True,,Leo_10,Leo_10,1.0,,,1,sad,,,,leona_no,leona_no,,,
event_lionheart_06_s_164,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_164,True,,Leo_10,Leo_10,1.0,,,1,sad,,,,leona_no,leona_no,,,
event_lionheart_06_s_165,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_165,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_166,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_166,False,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_167,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_167,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_168,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_168,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_169,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_169,False,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_170,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_170,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_171,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_171,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_172,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_172,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_173,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_173,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_174,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_174,False,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_175,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_175,False,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_176,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_176,True,,Leo_10,Leo_100,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_177,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_177,True,,Leo_100,Leo_100,1.0,,,1,sad,,,,leona_no,leona_no,,,
event_lionheart_06_s_178,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_178,True,,Leo_100,Leo_100,1.0,,,1,sad,,,,leona_no,leona_no,,,
event_lionheart_06_s_179,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_179,True,,Leo_100,Leo_100,1.0,,,1,sad,,,,leona_no,leona_no,,,
event_lionheart_06_s_180,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_180,True,,Leo_100,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_181,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_181,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_182,40037,event_lionheart_06_s,Self,Locale_SubScenario:event_lionheart_06_s_182,False,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_183,40037,event_lionheart_06_s,Speech,Locale_SubScenario:event_lionheart_06_s_183,True,,Leo_10,Leo_10,1.0,,,1,idle,,,,leona_no,leona_no,,,
event_lionheart_06_s_184,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_184,False,,Leo_10,Leo_1,2.0,,,1,idle,,,,leona_no,,,,
event_lionheart_06_s_185,40037,event_lionheart_06_s,Monologue,Locale_SubScenario:event_lionheart_06_s_185,False,,Leo_1,15,2.0,,,1,idle,,,,leona_no,,,,
