id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,fade
event_beautyfullshot1_02_s_101,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_101,True,,75,3,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,guilty,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_102,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_102,True,,3,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_103,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_103,False,,30,30,1.0,,,guilty,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_104,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_104,True,,30,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_105,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_105,True,,30,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_106,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_106,True,,30,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_107,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_107,False,,30,30,1.0,,,guilty,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_108,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_108,True,,30,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_109,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_109,True,,30,30,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_110,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_110,True,,30,3,1.0,,,guilty,guilty,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_111,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_111,False,,3,3,1.0,,,guilty,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_112,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_112,True,,3,53,1.0,,,viper,viper,,,,,,,,,,,5,good,,7,idle,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_113,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_113,True,,53,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_114,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_114,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_115,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_115,True,,75,75,1.0,,,viper,viper,,,,,,,,,,,5,idle,,7,shy_01,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_116,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_116,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,idle,,7,crazy,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_117,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_117,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,idle,,7,shy_02,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_118,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_118,True,,75,75,1.0,,,viper,viper,,,,,,,,,,,5,idle,,7,shy_02,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_119,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_119,False,,75,75,1.0,sfx_scn_autodooropen,,viper,,,,,,,,,,,,5,idle,,7,shy_02,,3,idle,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_120,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_120,True,,75,9,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,maiden_s,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_121,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_121,False,,9,S_90,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_122,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_122,True,,S_90,S_90,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_123,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_123,True,,500,500,1.0,,,viper,viper,,,,,,,,,,,5,angry,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_124,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_124,True,,S_700,S_700,1.0,,,jackal,jackal,,,,,,,,,,,5,angry,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_125,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_125,True,,500,50,1.0,,,viper,viper,,,,,,,,,,,5,idle,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_126,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_126,True,,S_90,S_90,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_127,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_127,True,,S_90,S_90,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_128,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_128,False,,S_90,S_90,1.0,,,maiden_s,,,,,,,,,,,,5,idle,,7,think,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_129,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_129,False,,S_90,S_900,1.0,,,maiden_s,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_130,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_130,True,,S_900,S_900,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_131,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_131,True,,S_900,S_900,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_132,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_132,True,,S_900,S_900,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_133,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_133,False,,S_900,S_900,1.0,,,maiden_s,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_134,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_134,True,,S_900,S_90,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,shy,,,,,,,,,,,,
event_beautyfullshot1_02_s_135,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_135,False,,S_90,S_90,1.0,,,maiden_s,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,shy,,,,,,,,,,,,
event_beautyfullshot1_02_s_136,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_136,True,,50,50,1.0,,,viper,viper,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,shy,,,,,,,,,,,,
event_beautyfullshot1_02_s_137,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_137,False,,50,50,1.0,,,viper,,,,,,,,,,,,5,idle,,7,idle,,3,idle,,9,shy,,,,,,,,,,,,
event_beautyfullshot1_02_s_138,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_138,True,,50,5,1.0,,,viper,viper,,,,,,,,,,,5,good,,7,idle,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_139,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_139,True,,5,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_140,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_140,True,,75,75,1.0,,,viper,viper,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_141,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_141,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_142,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_142,True,,75,75,1.0,,,viper,viper,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_143,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_143,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_144,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_144,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,good,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_145,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_145,True,,75,75,1.0,,,viper,viper,,,,,,,,,,,5,delight,,7,shy_01,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_146,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_146,True,,75,75,1.0,,,jackal,jackal,,,,,,,,,,,5,delight,,7,no,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_147,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_147,True,,75,97,1.0,,,maiden_s,maiden_s,,,,,,,,,,,5,delight,,7,no,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_148,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_148,False,,97,97,1.0,,,maiden_s,,,,,,,,,,,,5,delight,,7,no,,3,idle,,9,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_149,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_149,False,Voyage_d,black,black,1.0,,none,rapi,,rapi,9,idle,neon,7,delight,anis,5,delight,,5,delight,,7,no,,3,idle,,9,idle,,,,,,,viper,jackal,guilty,maiden_s,,black
event_beautyfullshot1_02_s_150,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_150,True,,90,9,1.0,,,rapi,rapi,,9,idle,,7,delight,,5,delight,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_151,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_151,False,,9,9,1.0,,,rapi,,,9,idle,,7,delight,,5,delight,mary,3,idle,guilty,1,idle,viper,13,idle,jackal,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_152,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_152,True,CoralIslandInside_d,9,75,1.0,,bgm_story_profusion,neon,neon,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_153,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_153,True,,75,75,1.0,,,anis,anis,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_154,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_154,True,,75,97,1.0,,,neon,neon,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_155,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_155,True,,50,50,1.0,,,anis,anis,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_156,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_156,False,,90,90,1.0,,,rapi,rapi,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_157,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_157,True,,S_70,S_700,1.0,,,neon,neon,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_158,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_158,True,,50,500,1.0,,,anis,anis,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_159,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_159,True,,90,900,1.0,,,rapi,rapi,,9,think,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_160,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_160,True,,XS_30,XS_30,1.0,,,mary,mary,,9,think,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_161,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_161,True,,XS_30,XS_30,1.0,,,mary,mary,,9,think,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_162,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_162,True,,XS_30,XS_30,1.0,,,mary,mary,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_163,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_163,True,,90,90,1.0,,,rapi,rapi,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_164,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_164,True,,130,130,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_165,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_165,True,,130,130,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_166,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_166,True,,50,50,1.0,,,anis,anis,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_167,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_167,True,,50,XS_30,1.0,,,mary,mary,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_168,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_168,True,,130,130,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_169,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_169,True,,130,1315,1.0,,,jackal,jackal,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_170,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_170,True,,1315,1315,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_171,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_171,True,,1315,1315,1.0,,,jackal,jackal,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,no,,,,,,,,,,,,
event_beautyfullshot1_02_s_172,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_172,True,,1315,1315,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,no,,,,,,,,,,,,
event_beautyfullshot1_02_s_173,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_173,True,,1315,1315,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,no,,,,,,,,,,,,
event_beautyfullshot1_02_s_174,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_174,True,,1315,1315,1.0,,,jackal,jackal,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,shy_02,,,,,,,,,,,,
event_beautyfullshot1_02_s_175,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_175,True,,1315,1315,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,shy_02,,,,,,,,,,,,
event_beautyfullshot1_02_s_176,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_176,True,,1315,1315,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,shy_02,,,,,,,,,,,,
event_beautyfullshot1_02_s_177,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_177,True,,1315,1315,1.0,,,jackal,jackal,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,shy_02,,,,,,,,,,,,
event_beautyfullshot1_02_s_178,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_178,True,,1315,1,1.5,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,shy_02,,,,,,,,,,,,
event_beautyfullshot1_02_s_179,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_179,True,,1,10,1.0,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_180,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_180,True,,10,10,1.0,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_181,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_181,True,,10,10,1.0,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_182,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_182,True,,10,10,1.0,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_183,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_183,True,,10,113,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_184,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_184,True,,113,113,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,shy,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_185,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_185,True,,113,113,1.0,,,guilty,guilty,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_186,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_186,True,,113,113,1.0,,,viper,viper,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,,,,,,,,,,,
event_beautyfullshot1_02_s_187,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_187,False,,black,black,1.0,,,viper,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,,,rapi,neon,anis,mary,guilty,viper,jackal,,
event_beautyfullshot1_02_s_188,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_188,False,,black,black,1.0,,,maiden_s,,maiden_s,3,idle,sakura,1,idle,rosanna,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_189,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_189,False,,S_30,3,1.0,,,maiden_s,maiden_s,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_190,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_190,True,,3,3,1.0,,,maiden_s,maiden_s,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_191,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_191,False,,3,113,1.5,,,rosanna,,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_192,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_192,True,,113,113,1.0,,,rosanna,rosanna,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_193,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_193,True,,113,113,1.0,,,sakura,sakura,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_194,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_194,False,,113,113,1.0,,,sakura,,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_195,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_195,False,,113,113,1.0,,,sakura,,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_196,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_196,True,,113,113,1.0,,,rosanna,rosanna,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_197,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_197,True,,113,113,1.0,,,sakura,sakura,,3,idle,,1,angry,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_198,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_198,False,,113,113,1.0,,,sakura,,,3,idle,,1,angry,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_199,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_199,True,,113,10,1.0,,,sakura,sakura,,3,idle,,1,angry,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,
