id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_killthelord_02_s_141,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_141,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_142,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_142,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_143,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_143,True,,,,,,,,12,10,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_144,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_144,True,,,,,,,,10,10,1.0,,d_w,,,,,1,sad,,,,13,idle,
event_killthelord_02_s_145,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_145,True,,,,,,,,10,10,1.0,,d_w,,,,,1,sad,,,,13,idle,
event_killthelord_02_s_146,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_146,True,,,,,,,,10,10,1.0,,d_w,,,,,1,sad,,,,13,idle,
event_killthelord_02_s_147,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_147,True,,,,,,,,10,10,1.0,,d_w,,,,,1,sad,,,,13,idle,
event_killthelord_02_s_148,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_148,False,,,,,,,,10,100,1.0,,,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_149,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_149,True,,,,,,,,100,100,1.0,,d_w,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_150,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_150,True,,,,,,,,100,100,1.0,,d_w,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_151,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_151,True,,,,,,,,100,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_152,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_152,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_153,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_153,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_154,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_154,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_155,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_155,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_156,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_156,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_157,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_157,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_158,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_158,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,shy,,,,13,idle,
event_killthelord_02_s_159,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_159,True,,,,,,,,12,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_160,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_160,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_161,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_161,False,,,,,,,,10,10,1.0,,,,,,,1,good,,,,13,idle,
event_killthelord_02_s_162,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_162,True,,,,,,,,10,10,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_163,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_163,True,,,,,,,,10,10,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_164,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_164,True,,,,,,,,10,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_165,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_165,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_166,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_166,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_167,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_167,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_168,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_168,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_169,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_169,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_170,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_170,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_171,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_171,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_172,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_172,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_173,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_173,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_174,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_174,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_175,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_175,True,,,,,,,,10,10,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_176,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_176,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_177,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_177,True,,,,,,,,10,10,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_178,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_178,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_179,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_179,False,,,,,,,,10,10,1.0,,,,,,,1,good,sfx_scn_heelfootstep,,,15,idle,fancyfemale
event_killthelord_02_s_180,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_180,False,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_181,40043,event_killthelord_02_s,Choice,d_w,Locale_SubScenario:event_killthelord_02_s_181,False,,,,,,,,10,10,1.0,,,,,,,1,special,,event_killthelord_02_s_183,,,,
event_killthelord_02_s_182,40043,event_killthelord_02_s,Choice,d_w,Locale_SubScenario:event_killthelord_02_s_182,False,,,,,,,,10,10,1.0,,,,,,,1,special,,event_killthelord_02_s_186,,,,
event_killthelord_02_s_183,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_183,True,,,,,,,,10,10,0.6,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_184,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_184,True,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_185,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_185,True,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,event_killthelord_02_s_188,,,,
event_killthelord_02_s_186,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_186,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_187,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_187,True,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,event_killthelord_02_s_188,,,,
event_killthelord_02_s_188,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_188,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
