id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/4/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/5/hide_char_id,fade,jump_target,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/2/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_filter_01,set_camera_shake
event_romanticvalentine_02_s_99,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_99,True,,14,14,1.0,,mast_m,mast_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_100,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_100,True,,14,14,1.0,,mast_m,mast_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_101,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_101,True,,14,S_1300,1.0,,mast_m,mast_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_102,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_102,False,,1500,1500,1.0,,trony_m,trony_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_103,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_103,True,,1500,1500,1.0,,trony_m,trony_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_104,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_104,False,,1500,1500,1.0,,mast_m,,,13,delight2,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_105,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_105,True,,1500,14,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_106,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_106,True,,14,14,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_107,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_107,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_108,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_108,True,,14,14,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_109,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_109,True,,14,14,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_110,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_110,True,,14,14,1.0,,mast_m,mast_m,,13,surprise2,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_111,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_111,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,surprise2,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_112,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_112,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,surprise2,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_113,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_113,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_114,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_114,True,,S_130,14,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_115,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_115,True,,14,14,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,no,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_116,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_116,True,,14,14,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,delight,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_117,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_117,True,,14,14,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,delight,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_118,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_118,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,delight,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_119,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_119,True,,150,150,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_120,40069,event_romanticvalentine_02_s,Narration,Locale_SubScenario:event_romanticvalentine_02_s_120,False,,150,150,1.0,,anchor_m,,,13,delight,,,,,3,smile,,,,1,idle,sfx_scn_jellyfishdrop,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_121,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_121,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_122,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_122,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_123,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_123,True,,150,1500,0.5,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_124,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_124,True,,S_130,S_1300,1.0,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_125,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_125,False,,S_1300,S_1300,1.0,,mast_m,,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,hesitantnikke,7,idle,cheerfulnikke,5,idle,,,,,
event_romanticvalentine_02_s_126,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_126,True,,30,30,1.0,none,sin_m,sin_m,,13,delight,,,,,3,shy,mast_m,,,1,idle,,,15,special,,,,trony_m,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_127,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_127,True,,6,6,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,shy,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_128,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_128,False,,6,6,1.0,,hesitantnikke,,,,,,,,,3,shy,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_129,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_129,True,,6,6,1.0,bgm_story_girlstalk,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_130,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_130,True,,6,6,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_131,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_131,True,,6,6,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_132,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_132,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_133,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_133,True,,6,6,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_134,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_134,True,,6,6,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_135,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_135,True,,6,6,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_136,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_136,True,,6,6,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_137,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_137,True,,6,6,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_138,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_138,True,,6,6,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_139,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_139,True,,6,6,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_140,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_140,True,,6,70,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,,,,,
event_romanticvalentine_02_s_141,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_141,True,,70,70,1.0,,hesitantnikke,hesitantnikke,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,7,idle,,5,idle,sin_m,,,,
event_romanticvalentine_02_s_142,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_142,False,,70,70,1.0,,hesitantnikke,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_143,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_143,True,,2,2,1.0,,anchor_m,anchor_m,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_144,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_144,True,,2,2,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_145,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_145,True,,2,2,1.0,,cheerfulnikke,cheerfulnikke,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_146,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_146,True,,70,70,1.0,,hesitantnikke,hesitantnikke,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_147,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_147,True,,70,70,1.0,,hesitantnikke,hesitantnikke,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,7,idle,,3,idle,,,,,
event_romanticvalentine_02_s_148,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_148,False,,black,black,1.0,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,black,,,7,idle,,3,idle,,hesitantnikke,cheerfulnikke,,
event_romanticvalentine_02_s_149,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_149,False,,black,black,1.0,,,,mast_m,13,idle2,,,,,,,,,,1,idle,,trony_m,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_150,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_150,True,,12,12,1.0,,mast_m,mast_m,,13,idle2,,,,sin_m,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_151,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_151,True,,12,12,1.0,,anchor_m,anchor_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_152,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_152,True,,30,30,1.0,,sin_m,sin_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_153,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_153,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_154,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_154,False,,150,150,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_155,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_155,False,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_156,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_156,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_157,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_157,False,,S_130,S_130,1.0,,mast_m,,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,event_romanticvalentine_02_s_159,,,,,,,,,,,
event_romanticvalentine_02_s_158,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_158,False,,S_130,S_130,1.0,,mast_m,,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,event_romanticvalentine_02_s_160,,,,,,,,,,,
event_romanticvalentine_02_s_159,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_159,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,delight,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,event_romanticvalentine_02_s_161,,,,,,,,,,,
event_romanticvalentine_02_s_160,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_160,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,surprise2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_161,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_161,True,,S_130,S_1300,1.0,,mast_m,mast_m,,13,shy1,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_162,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_162,True,,S_1300,S_1300,1.0,,mast_m,mast_m,,13,shy1,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_163,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_163,False,,S_1300,S_1300,1.0,,mast_m,,,13,shy1,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,event_romanticvalentine_02_s_166,,,,,,,,,,,
event_romanticvalentine_02_s_164,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_164,False,,S_1300,S_1300,1.0,,mast_m,,,13,shy1,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,event_romanticvalentine_02_s_165,,,,,,,,,,,
event_romanticvalentine_02_s_165,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_165,False,,S_1300,S_1300,1.0,,mast_m,mast_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_166,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_166,True,,S_1300,S_130,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_167,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_167,True,,S_130,2,1.0,,sin_m,sin_m,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_168,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_168,True,,2,2,1.0,,sin_m,sin_m,,13,idle,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_169,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_169,True,,2,2,1.0,,anchor_m,anchor_m,,13,idle,,,,,3,delight,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_170,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_170,True,,2,2,1.0,,sin_m,sin_m,,13,idle,,,,,3,smile,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_171,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_171,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,shy1,,,,,3,smile,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_172,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_172,True,,30,30,1.0,,sin_m,sin_m,,13,shy1,,,,,3,smile,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_173,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_173,False,,30,30,1.0,,sin_m,,,13,shy1,,,,,3,smile,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_174,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_174,True,,30,30,1.0,,sin_m,sin_m,,13,shy1,,,,,3,smile,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_175,40069,event_romanticvalentine_02_s,Narration,Locale_SubScenario:event_romanticvalentine_02_s_175,False,,30,30,1.0,,sin_m,,,13,shy1,,,,,3,surprise,,,,1,surprise,sfx_scn_phonebell,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_176,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_176,False,,30,30,1.0,,,,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_177,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_177,False,,30,30,1.0,,,,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_178,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_178,False,,30,30,1.0,,,,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,hesitantnikke,7,idle,,,,,,,,
event_romanticvalentine_02_s_179,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_179,True,,70,70,1.0,,hesitantnikke,hesitantnikke,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,black,,,7,idle,,,,,,,Grey,
event_romanticvalentine_02_s_180,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_180,True,,70,70,1.0,,hesitantnikke,hesitantnikke,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,7,idle,,,,,,,Grey,
event_romanticvalentine_02_s_181,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_181,False,,30,30,1.0,,sin_m,,,13,shy1,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,black,,,7,idle,,,,,hesitantnikke,,,
event_romanticvalentine_02_s_182,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_182,True,,30,30,1.0,,sin_m,sin_m,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_183,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_183,False,,30,30,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_184,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_184,False,,30,70,2.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_185,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_185,False,,70,70,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_186,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_186,False,,70,70,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_187,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_187,False,,70,70,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_188,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_188,False,,70,70,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_189,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_189,False,,70,70,1.0,,,,,13,shy1,,,,,3,idle,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_190,40069,event_romanticvalentine_02_s,Narration,Locale_SubScenario:event_romanticvalentine_02_s_190,False,,70,70,1.0,none,,,,13,surprise,,,,,3,surprise,,,,1,surprise,sfx_scn_angryphonebell,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_191,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_191,False,,70,70,1.0,,,,,13,surprise,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_192,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_192,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,surprise,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_193,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_193,False,,S_130,S_130,1.0,,,,,13,surprise,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_194,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_194,False,,70,70,1.0,,,,,13,surprise,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_195,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_195,True,,70,70,1.0,bgm_story_sunnycarnival,sweetjohnny,sweetjohnny,,13,surprise,,,,,3,surprise,,,,1,surprise,,,15,special,,,,,,,,sweetjohnny,7,idle,,,,,,,,
event_romanticvalentine_02_s_196,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_196,False,,70,70,1.0,,sweetjohnny,,,13,surprise,,,,,3,surprise,,,,1,surprise,sfx_scn_beamprojector,,15,special,,,,,,,,,7,idle,,,,,,,,
