id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_bluewaterisland2_06_e_96,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_96,False,,1,1,1.0,,,,,pepper,2,idle,,mary,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_97,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_97,False,,1,1,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_98,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_98,True,,1,1,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_99,40021,event_bluewaterisland2_06_e,Speech,patients02,patients02,Locale_SubScenario:event_bluewaterisland2_06_e_99,True,,1,1,0.3,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_100,40021,event_bluewaterisland2_06_e,Speech,patients01,patients01,Locale_SubScenario:event_bluewaterisland2_06_e_100,True,,1,1,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_101,40021,event_bluewaterisland2_06_e,Speech,patients01,patients01,Locale_SubScenario:event_bluewaterisland2_06_e_101,True,,1,1,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_102,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_102,True,,1,XS_20,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_103,40021,event_bluewaterisland2_06_e,Speech,patients01,patients01,Locale_SubScenario:event_bluewaterisland2_06_e_103,True,,XS_20,XS_20,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_104,40021,event_bluewaterisland2_06_e,Speech,patients02,patients02,Locale_SubScenario:event_bluewaterisland2_06_e_104,True,,XS_20,XS_20,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_105,40021,event_bluewaterisland2_06_e,Speech,patients01,patients01,Locale_SubScenario:event_bluewaterisland2_06_e_105,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_106,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_106,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_107,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_107,True,,XS_20,120,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_108,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_108,False,,black,black,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_109,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_109,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_110,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_110,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_111,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_111,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_112,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_112,True,,XS_20,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_113,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_113,True,,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_114,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_114,True,,1,1,1.0,,,,,,2,shy,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_115,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_115,True,,1,1,1.0,,,,,,2,shy,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_116,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_116,True,,1,1,1.0,,,,,,2,shy,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_117,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_117,False,,1,XS_20,2.0,,,,,,2,shy,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_118,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_118,True,,XS_20,XS_20,1.0,,,,,,2,special,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_119,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_119,True,,XS_20,XS_20,1.0,,,,,,2,special,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_120,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_120,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_121,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_121,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_122,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_122,True,,XS_20,XS_20,1.0,,,,,,2,idle,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_123,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_123,True,,XS_20,XS_20,1.0,,,,,,2,shy,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_124,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_124,True,,XS_20,XS_20,1.0,,,,,,2,shy,,,12,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_125,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_125,False,,XS_20,XS_120,2.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_126,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_126,True,,XS_120,XS_120,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_127,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_127,True,,XS_120,XS_120,1.0,,,,,,2,surprise,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_128,40021,event_bluewaterisland2_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_e_128,False,,black,black,1.0,,sfx_scn_medhit,,,,2,surprise,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_129,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_129,False,,XS_120,12,0.3,,,,Low_2,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_130,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_130,False,,black,black,1.0,,,,,,2,idle,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_131,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_131,True,,XS_200,XS_200,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_132,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_132,True,,XS_200,XS_200,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_133,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_133,True,,XS_200,XS_20,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_134,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_134,True,,XS_20,XS_20,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_135,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_135,True,,XS_20,1,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_136,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_136,False,,1,1,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_137,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_137,True,,1,1,1.0,,,,,,2,surprise,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_138,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_138,True,,1,1,1.0,,,,,,2,surprise,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_139,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_139,True,,1,1,1.0,,,,,,2,shy,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_140,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_140,True,,1,XS_20,1.0,,,,,,2,shy,,,12,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_141,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_141,True,,XS_20,XS_20,1.0,,,,,,2,surprise,,,12,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_142,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_142,True,,XS_20,XS_120,1.0,,,,,,2,surprise,,,12,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_143,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_143,True,,XS_120,XS_120,1.0,,,,,,2,surprise,,,12,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_144,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_144,True,,XS_120,XS_120,1.0,,,,,,2,surprise,,,12,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_145,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_145,False,,black,black,1.0,,,,,,2,surprise,pepper,,12,sad,mary,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_146,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_146,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_147,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_147,False,,black,black,1.0,,,,,,,,,mary,1,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_148,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_148,True,Hospital,XS_10,XS_10,1.0,,,black,,,,,,,1,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_149,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_149,True,,XS_10,XS_10,1.0,,,,,,,,,,1,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_150,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_150,False,,XS_10,XS_10,1.0,,,,,,,,,,1,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_151,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_151,True,,XS_10,XS_100,2.0,,,,,,,,,,1,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_152,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_152,True,,XS_100,XS_100,1.0,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_153,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_153,True,,XS_100,XS_100,1.0,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_154,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_154,True,,XS_100,XS_100,1.0,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_155,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_155,True,,black,black,1.0,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
