id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce006_1_05_s_120,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_120,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_121,40079,event_ce006_1_05_s,Self,com,Locale_MainScenario:event_ce006_1_05_s_121,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_122,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_122,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,sad
event_ce006_1_05_s_123,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_123,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,sad
event_ce006_1_05_s_124,40079,event_ce006_1_05_s,Self,privaty,Locale_MainScenario:event_ce006_1_05_s_124,False,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,,,,,,,6,idle,,12,sad
event_ce006_1_05_s_125,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_125,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_126,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_126,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_127,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_127,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_128,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_128,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_129,40079,event_ce006_1_05_s,Self,privaty,Locale_MainScenario:event_ce006_1_05_s_129,False,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_130,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_130,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_131,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_131,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_132,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_132,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,anis,,,,,,6,idle,,12,idle
event_ce006_1_05_s_133,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_133,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,surprise
event_ce006_1_05_s_134,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_134,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,anis,,,,,,6,idle,,12,surprise
event_ce006_1_05_s_135,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_135,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,surprise
event_ce006_1_05_s_136,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_136,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,S_120,1.3,,privaty,,,,,,6,idle,,12,shy
event_ce006_1_05_s_137,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_137,True,,4,idle,,2,idle,,14,angry,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,shy
event_ce006_1_05_s_138,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_138,True,,4,idle,,2,idle,,14,angry,,16,idle,,140,140,1.0,,anis,,,,,,6,idle,,12,shy
event_ce006_1_05_s_139,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_139,True,,4,idle,,2,idle,,14,angry,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,shy
event_ce006_1_05_s_140,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_140,True,,4,idle,,2,idle,,14,angry,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,shy
event_ce006_1_05_s_141,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_141,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,shy
event_ce006_1_05_s_142,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_142,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_143,40079,event_ce006_1_05_s,Self,privaty,Locale_MainScenario:event_ce006_1_05_s_143,False,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_144,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_144,False,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_145,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_145,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_146,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_146,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_147,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_147,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_148,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_148,True,,4,idle,,2,idle,,14,void,,16,surprise,,S_160,S_160,1.0,,neon,,,,,,6,idle,,12,idle
event_ce006_1_05_s_149,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_149,True,,4,idle,,2,idle,,14,void,,16,surprise,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_150,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_150,True,,4,idle,,2,idle,,14,void,,16,surprise,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_151,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_151,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_152,40079,event_ce006_1_05_s,Self,roam,Locale_MainScenario:event_ce006_1_05_s_152,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_153,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_153,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_154,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_154,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_155,40079,event_ce006_1_05_s,Self,roam,Locale_MainScenario:event_ce006_1_05_s_155,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_156,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_156,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_157,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_157,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_158,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_158,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_159,40079,event_ce006_1_05_s,Self,roam,Locale_MainScenario:event_ce006_1_05_s_159,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_160,40079,event_ce006_1_05_s,Self,roam,Locale_MainScenario:event_ce006_1_05_s_160,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_161,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_161,False,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_162,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_162,True,,4,idle,,2,idle,,14,void,,16,idle,,12,S_120,1.3,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_163,40079,event_ce006_1_05_s,Monologue,privaty,Locale_MainScenario:event_ce006_1_05_s_163,False,,4,idle,,2,idle,,14,void,,16,idle,,black,black,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_164,40079,event_ce006_1_05_s,Monologue,privaty,Locale_MainScenario:event_ce006_1_05_s_164,False,,4,idle,,2,idle,,14,void,,16,idle,,black,black,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_165,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_165,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,delight
event_ce006_1_05_s_166,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_166,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,13,1.3,,anis,,,,,,6,idle,,12,delight
event_ce006_1_05_s_167,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_167,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_168,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_168,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_169,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_169,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.3,,privaty,,,,,,6,idle,,12,idle
