id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,fade,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_absolute1_prologue_118,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_118,True,,3,idle,,130,130,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_119,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_119,True,,3,idle,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_120,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_120,True,,3,idle,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_121,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_121,True,,3,idle,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_122,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_122,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_123,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_123,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_124,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_124,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_125,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_125,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_126,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_126,True,,3,surprise,,130,130,1.0,,,,,,1,idle,,13,delight,,,,,,,,,,,,,
event_absolute1_prologue_127,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_127,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,delight,,,,,,,,,,,,,
event_absolute1_prologue_128,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_128,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,delight,,,,,,,,,,,,,
event_absolute1_prologue_129,40086,event_absolute1_prologue,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_prologue_129,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,delight,,,,,,,,,,signal_op,OP_leftup,idle,
event_absolute1_prologue_130,40086,event_absolute1_prologue,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_prologue_130,True,,3,surprise,,2,2,1.0,,,,,,1,idle,,13,idle,,,,,,,,,,,OP_leftup,idle,
event_absolute1_prologue_131,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_131,True,,3,idle,,2,2,1.0,,,,,,1,idle,,13,idle,,,,,,,,,,,OP_leftup,idle,
event_absolute1_prologue_132,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_132,True,,3,idle,,2,2,1.0,,,,,,1,delight,,13,idle,,,,,,,,,,,OP_leftup,idle,signal_op
event_absolute1_prologue_133,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_133,True,,3,idle,,2,2,1.0,,,,,,1,delight,,13,idle,,,,,,,,,,,,,
event_absolute1_prologue_134,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_134,True,,3,idle,,2,2,1.0,,,,,,1,delight,,13,idle,,,,,,,,,,,,,
event_absolute1_prologue_135,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_135,True,,3,idle,,2,2,1.0,,,,,,1,idle,,13,idle,,,,,,,,,,,,,
event_absolute1_prologue_136,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_136,True,,3,idle,,2,30,1.3,,,,,,1,idle,,13,idle,,,,,,,,,,,,,
event_absolute1_prologue_137,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_137,True,,3,idle,,130,130,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_138,40086,event_absolute1_prologue,Narration,emma_t,,Locale_MainScenario:event_absolute1_prologue_138,False,,3,idle,,black,black,1.0,,,,,,1,idle,,13,surprise,sfx_scn_planedooropen,,,,,,,,,,,,
event_absolute1_prologue_139,40086,event_absolute1_prologue,Narration,emma_t,,Locale_MainScenario:event_absolute1_prologue_139,False,,3,idle,,black,black,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_140,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_140,True,,3,idle,,black,black,1.0,,,,eunhwa_t,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_141,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_141,True,,,,,XS_10,XS_100,1.0,,,,,,1,surprise,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_142,40086,event_absolute1_prologue,Narration,vesti_t,,Locale_MainScenario:event_absolute1_prologue_142,False,,,,,black,black,1.0,,,,,,1,surprise,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_143,40086,event_absolute1_prologue,Narration,vesti_t,,Locale_MainScenario:event_absolute1_prologue_143,False,,,,,black,black,1.0,,,,,,1,surprise,,13,surprise,,,,,,,,,,,,,
