id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_coinsinrush2_06_e_106,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_106,True,,L_70,L_70,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_107,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_107,True,,L_70,L_700,1.0,none,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_108,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_108,True,,L_700,L_700,1.0,,,,7,delight,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_109,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_109,True,,L_700,L_700,1.0,bgm_story_sogood,,,7,delight,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_110,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_110,False,,L_700,L_700,1.0,,sfx_scn_bigcrowdcheer,,7,delight,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_111,40089,event_coinsinrush2_06_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush2_06_e_111,False,,L_700,L_700,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_112,40089,event_coinsinrush2_06_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush2_06_e_112,False,,L_700,L_700,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_113,40089,event_coinsinrush2_06_e,Self,mustang,,Locale_MainScenario:event_coinsinrush2_06_e_113,False,,L_700,12,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_114,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_114,True,,12,12,1.0,,,,7,good,,,1,good,,13,idle,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_115,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_115,True,,12,12,1.0,,,,7,good,,,1,good,,13,idle,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_116,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_116,True,,12,12,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_117,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_117,True,,12,12,1.0,,,,7,good,,,1,no,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_118,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_118,True,,12,12,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_119,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_119,True,,12,12,1.0,,,,7,good,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_120,40089,event_coinsinrush2_06_e,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush2_06_e_120,True,,12,16,1.0,,,,7,good,mustang,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_121,40089,event_coinsinrush2_06_e,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush2_06_e_121,True,,16,16,1.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_122,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_122,True,,16,16,1.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_123,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_123,True,,16,16,1.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_124,40089,event_coinsinrush2_06_e,Self,rouge_b,,Locale_MainScenario:event_coinsinrush2_06_e_124,False,,16,16,1.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_125,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_125,False,,16,12,2.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_126,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_126,False,,12,12,1.0,,,,,,,,1,good,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_127,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_127,True,,12,12,1.0,,,,,,,,1,surprise2,,13,surprise,,17,worry,,,15,surprise,,,,,
event_coinsinrush2_06_e_128,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_128,True,,12,12,1.0,,,,,,,,1,surprise2,,13,shy2,,17,worry,,,15,surprise,,,,,
event_coinsinrush2_06_e_129,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_129,True,,12,12,1.0,,,,,,,,1,delight2,,13,shy2,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_130,40089,event_coinsinrush2_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_coinsinrush2_06_e_130,True,,12,S_30,1.0,,,soda_b,3,worry,,,1,delight2,,13,surprise,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_131,40089,event_coinsinrush2_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_coinsinrush2_06_e_131,True,,S_30,S_30,1.0,,,,3,worry,,,1,delight2,,13,surprise,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_132,40089,event_coinsinrush2_06_e,Self,soda_b,,Locale_MainScenario:event_coinsinrush2_06_e_132,False,,S_30,S_30,1.0,,,,3,worry,,,1,delight2,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_133,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_133,True,,S_30,2,1.0,,,,3,worry,,,1,delight,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_134,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_134,True,,2,2,1.0,,,,3,worry,,,1,delight,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_135,40089,event_coinsinrush2_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_coinsinrush2_06_e_135,True,,2,2,1.0,,,,3,surprise,,,1,delight,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_136,40089,event_coinsinrush2_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_coinsinrush2_06_e_136,True,,2,2,1.0,,,,3,surprise,,,1,delight,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_137,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_137,True,,2,2,1.0,,,,3,surprise,,,1,delight2,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_138,40089,event_coinsinrush2_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_coinsinrush2_06_e_138,True,,2,2,1.0,,,,3,worry,,,1,delight2,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_139,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_139,True,,150,150,1.0,,,,3,worry,,,1,delight2,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_140,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_140,False,,black,black,1.0,,,,3,worry,soda_b,,1,delight2,,13,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_141,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_141,False,,black,black,1.0,,,,,,,,1,delight2,,13,delight,,17,special,bay_b,,15,delight2,rouge_b,,,,
event_coinsinrush2_06_e_142,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_142,True,,12,12,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_143,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_143,True,,12,12,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_144,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_144,False,,12,12,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_145,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_145,False,,12,12,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_146,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_146,False,,black,black,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_147,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_147,False,,black,black,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
event_coinsinrush2_06_e_148,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_148,False,,black,black,1.0,,,,,,,,1,good,,13,delight,,,,,,,,,,,,
