id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_1yearalready_06_137,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_137,True,,14,14,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,sad
event_1yearalready_06_138,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_138,True,,14,14,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,sad
event_1yearalready_06_139,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_139,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,sad
event_1yearalready_06_140,130003,event_1yearalready_06,Monologue,,,Locale_SubScenario:event_1yearalready_06_140,False,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,sad
event_1yearalready_06_141,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_141,False,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,sad
event_1yearalready_06_142,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_142,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_143,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_143,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_144,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_144,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_145,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_145,False,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_146,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_146,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_147,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_147,False,,black,black,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
