id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,set_camera_shake,set_filter_01,characters/0/hide_char_id,fade
event_newyearnewsword_05_e_141,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_141,False,,1,void,,S_10,S_10,1.0,,,janghwa,janghwa,,,,
event_newyearnewsword_05_e_142,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_142,False,,1,void,,S_10,S_10,1.0,,,janghwa,,,,,
event_newyearnewsword_05_e_143,40036,event_newyearnewsword_05_e,Narration,Locale_SubScenario:event_newyearnewsword_05_e_143,False,,1,void,,S_10,S_10,1.0,,sfx_scn_knockknock,janghwa,,,,,
event_newyearnewsword_05_e_144,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_144,True,,1,delight,,S_10,S_10,1.0,,,janghwa,janghwa,,,,
event_newyearnewsword_05_e_145,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_145,True,,1,idle,,S_10,S_10,1.0,,,janghwa,janghwa,,,,
event_newyearnewsword_05_e_146,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_146,True,,1,idle,,black,black,1.0,,,janghwa,janghwa,,,janghwa,
event_newyearnewsword_05_e_147,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_147,False,hongryeon_o,1,angry,,5,1,2.0,,,,,,,,black
event_newyearnewsword_05_e_148,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_148,False,,1,angry,,1,1,1.0,,,,,,,,
event_newyearnewsword_05_e_149,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_149,False,,1,angry,,1,S_10,1.0,,,,,,,,
event_newyearnewsword_05_e_150,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_150,False,,1,angry,,S_10,S_10,1.0,,,,,,,,
event_newyearnewsword_05_e_151,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_151,False,,1,angry,,S_10,S_10,1.0,,,,,,,,
event_newyearnewsword_05_e_152,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_152,False,,1,angry,,S_10,S_10,1.0,,,,,,,,
event_newyearnewsword_05_e_153,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_153,False,,1,angry,,S_10,S_10,1.0,,,,,,,,
event_newyearnewsword_05_e_154,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_154,True,,1,angry,,S_10,S_100,1.0,,,hongryeon_o,hongryeon_o,,,,
event_newyearnewsword_05_e_155,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_155,False,janghwa,1,idle,WasteLand_02_n,black,black,1.0,,,hongryeon_o,,,,hongryeon_o,
event_newyearnewsword_05_e_156,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_156,False,,1,idle,,S_100,1,1.0,,,janghwa,,,,,
event_newyearnewsword_05_e_157,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_157,False,,1,idle,,1,1,1.0,,,janghwa,hongryeon_o,,,,
event_newyearnewsword_05_e_158,40036,event_newyearnewsword_05_e,Speech,Locale_SubScenario:event_newyearnewsword_05_e_158,True,,1,idle,,1,1,1.0,,,janghwa,janghwa,,,,
event_newyearnewsword_05_e_159,40036,event_newyearnewsword_05_e,Monologue,Locale_SubScenario:event_newyearnewsword_05_e_159,False,,1,idle,,1,1,1.0,,,janghwa,,,,,
