id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,set_filter_02,fade
event_boomtheghost2_06_s_111,40085,event_boomtheghost2_06_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_06_s_111,False,,300,300,1.0,,,,1,think,,13,angry,,,,,3,angry,,15,angry,,,,,,,,
event_boomtheghost2_06_s_112,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_112,True,,300,300,1.0,,,,1,think,,13,angry,,,,,3,angry,,15,angry,,,,,,,,
event_boomtheghost2_06_s_113,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_113,False,,300,300,1.0,,,,1,think,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_114,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_114,True,,300,30,1.0,,,,1,think,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_115,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_115,True,,30,31,1.0,,,,1,think,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_116,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_116,True,,31,31,1.0,,,,1,think,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_117,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_117,False,,31,31,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_118,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_118,True,,31,31,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_119,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_119,True,,31,31,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_120,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_120,True,,S_1500,S_1500,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_121,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_121,True,,S_1500,S_150,0.5,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_122,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_122,True,,S_150,S_150,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_123,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_123,False,,S_150,S_150,1.0,,,,1,no,,13,angry,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_124,40085,event_boomtheghost2_06_s,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_124,False,Deck_n,black,black,1.0,,,,1,no,,13,angry,,,,,3,angry,,15,angry,,,,,alfred,,,black
event_boomtheghost2_06_s_125,40085,event_boomtheghost2_06_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_125,False,,black,black,1.0,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_126,40085,event_boomtheghost2_06_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_126,False,,black,black,1.0,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_127,40085,event_boomtheghost2_06_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_127,False,,S_1500,S_150,0.5,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_128,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_128,True,,S_150,S_130,1.0,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_129,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_129,True,,30,30,1.0,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_130,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_130,True,,S_130,S_130,1.0,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
event_boomtheghost2_06_s_131,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_131,True,,10,100,0.7,,,,1,no,,13,no,,,,,3,angry,,,,,,,,,,,
