id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake
event_phantomthiefvsdetective_02_e_107,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_107,True,,2,special,,12,idle,,14,shy,,S_200,XS_1200,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_108,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_108,True,,2,idle,,12,idle,,14,shy,,XS_1200,S_200,1.0,,quiry,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_109,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_109,True,,2,idle,,12,sad,,14,shy,,S_200,1,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_110,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_110,True,,2,surprise,,12,sad,,14,shy,,1,1,1.0,,quiry,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_111,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_111,True,,2,surprise,,12,sad,,14,shy,,1,S_20,1.0,,quiry,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_112,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_112,True,,2,surprise,,12,sad,,14,shy,,S_20,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_113,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_113,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_114,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_114,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_115,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_115,True,,2,idle,,12,idle,,14,idle,,S_160,S_1400,0.5,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_116,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_116,True,,2,idle,,12,idle,,14,idle,,S_1400,S_1600,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_117,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_117,True,,2,idle,,12,surprise,,14,idle,,XS_1200,XS_1200,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_118,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_118,True,,2,idle,,12,surprise,,14,shy,,XS_1200,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_119,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_119,True,,2,idle,,12,surprise,,14,shy,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_120,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_120,True,,2,idle,,12,surprise,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_121,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_121,True,,2,idle,,12,surprise,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_122,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_122,True,,2,idle,,12,surprise,,14,idle,,S_140,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_123,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_123,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_124,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_124,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_125,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_125,True,,2,idle,,12,idle,,14,idle,,XS_120,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_126,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_126,True,,2,idle,,12,idle,,14,think,,S_140,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_127,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_127,True,,2,idle,,12,idle,,14,think,,S_140,S_160,0.5,,novel,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_128,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_128,True,,2,idle,,12,idle,,14,think,,S_160,S_160,1.0,,novel,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_129,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_129,True,,2,idle,,12,idle,,14,think,,S_160,S_160,1.0,,novel,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_130,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_130,True,,2,idle,,12,idle,,14,idle,,S_160,15,1.0,,miranda,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_131,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_131,True,,2,idle,,12,idle,,14,idle,,15,15,1.0,,miranda,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_132,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_132,True,,2,idle,,12,idle,,14,idle,,15,15,1.0,,novel,,,,,,,16,pain,
event_phantomthiefvsdetective_02_e_133,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_133,True,,2,idle,,12,idle,,14,idle,,15,15,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_134,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_134,True,,2,idle,,12,idle,,14,idle,,15,15,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_135,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_135,True,,2,idle,,12,idle,,14,idle,,15,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_136,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_136,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_137,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_137,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_138,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_138,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_139,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_139,True,,2,idle,,12,idle,,14,think,,XS_120,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_140,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_140,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_141,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_141,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_142,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_142,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_143,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_143,True,,2,idle,,12,idle,,14,idle,,S_140,13,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_144,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_144,True,,2,idle,,12,idle,,14,idle,,13,13,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_145,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_145,True,,2,idle,,12,idle,,14,think,,13,13,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_146,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_146,True,,2,idle,,12,idle,,14,think,,13,13,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_147,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_147,True,,2,idle,,12,idle,,14,think,,13,13,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_148,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_148,True,,2,idle,,12,idle,,14,think,,13,13,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_149,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_149,True,,2,idle,,12,idle,,14,shy,,13,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_150,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_150,True,,2,idle,,12,idle,,14,shy,,S_140,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_151,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_151,True,,2,idle,,12,idle,,14,shy,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_152,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_152,True,,2,idle,,12,idle,,14,shy,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_153,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_153,True,,2,idle,,12,idle,,14,shy,,S_160,S_1600,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_154,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_154,True,,2,idle,,12,idle,,14,shy,,S_1600,S_1600,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_155,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_155,True,,2,idle,,12,idle,,14,shy,,S_1600,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_156,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_156,True,,2,idle,,12,idle,,14,shy,,S_160,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_157,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_157,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_158,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_158,True,,2,idle,,12,idle,,14,idle,,S_140,S_1400,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_159,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_159,True,,2,idle,,12,idle,,14,idle,,S_1400,XS_120,1.0,,poli,,,,,,,16,idle,
