id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_start_camera,set_end_camera,set_camera_duration,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,fade,characters/2/hide_char_id,set_camera_shake,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/hide_char_id
event_darkhero_01_s_132,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_132,False,,trony,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_s_133,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_133,False,,trony,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_s_134,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_134,False,,trony,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_s_135,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_135,True,,trony,trony,,,,3,3,1.0,,,,,,,,,,,,,trony,3,no,,,,,
event_darkhero_01_s_136,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_136,False,,trony,,,,,3,3,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_137,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_137,True,,trony,trony,,,,3,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_138,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_138,True,,trony,trony,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_139,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_139,False,,trony,,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_140,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_140,True,,trony,trony,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_141,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_141,False,,trony,,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_142,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_142,True,,trony,trony,,,,30,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_143,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_143,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_144,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_144,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_145,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_145,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_146,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_146,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_147,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_147,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,delight,,,,,
event_darkhero_01_s_148,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_148,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,delight,,,,,trony
event_darkhero_01_s_149,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_149,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,,,,,,,
event_darkhero_01_s_150,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_150,False,,trony,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
