id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_02,set_filter_01
snowfall_global_08_108,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_108,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_109,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_109,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_110,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_110,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_111,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_111,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_112,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_112,False,,4,4,1.0,,,,,,,,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,sfx_scn_rustyfloor,,,,,,,,
snowfall_global_08_113,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_113,True,,4,L_30,0.6,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_114,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_114,True,,L_30,L_30,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_115,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_115,False,,L_30,L_30,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_116,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_116,True,,L_30,3,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_117,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_117,True,,3,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_118,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_118,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_119,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_119,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_120,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_120,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_121,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_121,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_122,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_122,False,,14,14,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,sfx_scn_tablehit,,,,,,,,
snowfall_global_08_123,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_123,True,,14,S_130,0.6,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,pain_02,,15,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_124,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_124,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_125,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_125,True,,S_130,14,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,worry,,17,idle,,,,,,,,,,
snowfall_global_08_126,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_126,True,,14,14,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,worry,,17,idle,,,,,,,,,,
snowfall_global_08_127,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_127,True,,14,14,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,cry,,15,worry,,17,idle,,,,,,,,,,
snowfall_global_08_128,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_128,True,,14,14,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_129,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_129,True,,14,14,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_130,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_130,True,,14,14,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_131,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_131,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_132,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_132,False,,170,170,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_133,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_133,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_134,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_134,False,,170,170,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_135,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_135,False,,170,170,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_136,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_136,True,,170,170,1.0,,,,,,lumi_01,lumi_01,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_137,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_137,False,,170,17,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_138,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_138,False,,17,17,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_139,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_139,False,,17,17,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_140,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_140,False,,17,17,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_141,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_141,False,,17,1,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_142,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_142,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_143,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_143,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_144,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_144,False,,1,10,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_145,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_145,False,,10,10,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_146,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_146,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_147,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_147,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_148,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_148,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_149,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_149,True,,10,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_150,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_150,False,,1,1,1.0,,,,,,,,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_151,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_151,False,,1,1,1.0,,,,,,,,,5,surprise,,3,think,,1,angry,,13,sad,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_152,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_152,False,HotSpringInnIn_n,1,18,1.0,amb_so_inn_in_3,,,,,,,,9,surprise,,7,think,,5,angry,,3,sad,,1,idle,,13,idle,,sfx_scn_slidingdoor,,,,,,,,
snowfall_global_08_153,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_153,False,,18,18,1.0,,,,,,,,,9,surprise,,7,think,,5,angry,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_154,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_154,False,,18,18,1.0,,,,,,,,,9,surprise,,7,think,,5,angry,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_155,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_155,False,,18,18,1.0,,,,,,,,,9,surprise,,7,think,,5,angry,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_156,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_156,False,,18,18,1.0,,,,,,,,,9,surprise,,7,think,,5,angry,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_157,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_157,True,,4,4,1.0,,,,,,mica_w,mica_w,,9,surprise,,7,think,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_158,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_158,True,,4,4,1.0,,,,,,mica_w,mica_w,,9,surprise,,7,think,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_159,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_159,True,,4,4,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_160,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_160,True,,4,4,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_161,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_161,True,,4,4,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_162,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_162,True,,4,8,1.0,,,,,,blanc_c,blanc_c,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_163,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_163,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_164,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_164,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,no,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_165,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_165,True,,13,13,1.0,,,,,,lumi_01,lumi_01,,9,no,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_166,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_166,False,,13,13,1.0,,,,,,,,,9,no,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_167,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_167,False,,13,130,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_168,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_168,False,,130,130,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_169,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_169,True,,130,130,1.0,,,,,,lumi_01,lumi_01,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_08_170,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_170,False,,130,130,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_171,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_171,True,,50,50,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,no,,5,think,,3,sad,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_172,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_172,True,,10,10,1.0,,,,,,emma,emma,,9,surprise,,7,no,,5,think,,3,surprise,,1,surprise,,17,idle,,,,,,,,,,
snowfall_global_08_173,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_173,True,,10,2,1.0,,,,,,mica_w,mica_w,,9,surprise,,7,no,,5,think,,3,surprise,,1,surprise,,17,idle,,,,,,,,,,
snowfall_global_08_174,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_174,True,,2,2,1.0,,,,,,emma,emma,,9,surprise,,7,no,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_175,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_175,True,,2,2,1.0,,,,,,emma,emma,,9,surprise,,7,no,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_176,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_176,True,,2,2,1.0,,,,,,emma,emma,,9,surprise,,7,no,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_177,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_177,True,,2,2,1.0,,,,,,mica_w,mica_w,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_178,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_178,False,,2,17,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_179,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_179,False,,17,170,1.5,,,,,,,,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_180,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_180,False,,170,L_170,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_181,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_181,True,,L_170,L_170,1.0,,,,,,lumi_01,lumi_01,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_182,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_182,False,,L_170,L_170,1.0,,,,,,,,,9,surprise,,7,no,,5,think,,3,no,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_183,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_183,True,,L_70,L_70,1.0,,,,,,blanc_c,blanc_c,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_184,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_184,True,,L_70,L_70,1.0,,,,,,blanc_c,blanc_c,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_185,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_185,True,,10,10,1.0,,,,,,emma,emma,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_186,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_186,True,,10,10,1.0,,,,,,emma,emma,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_187,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_187,True,,50,50,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_188,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_188,True,,50,50,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_189,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_189,True,,L_90,8,1.0,,,,,,noir_c,noir_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_190,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_190,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_191,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_191,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_192,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_192,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_193,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_193,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_194,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_194,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_195,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_195,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_196,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_196,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_197,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_197,False,,8,8,1.0,,,,,,,,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_198,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_198,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_199,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_199,True,,8,8,1.0,,,,,,blanc_c,blanc_c,,9,no,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_200,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_200,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_201,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_201,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_202,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_202,False,,8,8,1.0,,,,,,,,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_203,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_203,False,,8,5,1.0,,,,,,,,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_204,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_204,True,,5,5,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_205,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_205,False,,5,L_90,1.0,,none,,,,,,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_206,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_206,False,,L_90,L_90,1.0,,,,,,,,,9,surprise,,7,think,,5,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_207,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_207,False,,L_90,L_90,1.0,,,,,,,,,9,surprise,,7,think,,15,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_208,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_208,False,,L_90,L_90,1.0,,,,,,,,,9,surprise,,7,think,,15,think,,3,surprise,,1,idle,,17,idle,,,,,,,,,,
snowfall_global_08_209,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_209,True,,L_90,L_90,1.0,,,,,,lumi_01,lumi_01,,9,surprise,,7,think,,15,think,,3,surprise,,19,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_210,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_210,False,,L_90,L_90,1.0,,,,,,,,,9,surprise,,7,think,,15,think,,3,surprise,,19,idle,,17,idle,Low_2,sfx_scn_heavytrip,,,,,,,,
snowfall_global_08_211,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_211,False,,L_90,L_90,1.0,,bgm_story_trauma,,,,,,,9,surprise,,7,think,,15,think,,3,surprise,,19,idle,,17,idle,,,,,,,,,,
snowfall_global_08_212,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_212,True,,L_90,17,1.0,,,,,,ludmilla_w,ludmilla_w,,9,surprise,,7,think,,15,angry,,5,surprise,,19,worry,,17,idle,,,,,,,,,,
snowfall_global_08_213,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_213,True,,17,17,1.0,,,,,,emma,emma,,9,surprise,,7,think,,15,angry,,5,surprise,,19,worry,,17,idle,,,,,,,,,,
snowfall_global_08_214,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_214,False,,17,17,1.0,,,,,,,,,9,surprise,,7,think,,15,angry,,5,surprise,,19,worry,,17,idle,,,,,,,,,,
snowfall_global_08_215,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_215,False,,17,17,1.0,,,,,,,,,9,surprise,,7,think,,15,angry,,5,surprise,,19,worry,,17,idle,,,,,,,,,,
snowfall_global_08_216,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_216,False,EventScene_snowfalloasis_03_1,17,ce_02_gatekepper_02,1.5,,,,,,,,,9,surprise,,7,think,,15,angry,,5,surprise,,19,worry,,17,idle,,,noir_c,blanc_c,ludmilla_w,mica_w,emma,lumi_01,,
snowfall_global_08_217,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_217,False,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_218,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_218,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_219,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_219,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_220,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_220,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
