id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_02
event_overthehorizon_02_e_112,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_112,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_113,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_113,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_114,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_114,True,,1,idle,,,,,,,,,,,,,,10,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_115,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_115,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_116,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_116,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_117,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_117,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_118,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_118,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_119,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_119,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_120,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_120,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_121,40081,event_overthehorizon_02_e,Choice,Locale_SubScenario:event_overthehorizon_02_e_121,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,event_overthehorizon_02_e_124,,,,,Vignetting,,,,,
event_overthehorizon_02_e_122,40081,event_overthehorizon_02_e,Choice,Locale_SubScenario:event_overthehorizon_02_e_122,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,event_overthehorizon_02_e_124,,,,,Vignetting,,,,,
event_overthehorizon_02_e_123,40081,event_overthehorizon_02_e,Choice,Locale_SubScenario:event_overthehorizon_02_e_123,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,event_overthehorizon_02_e_124,,,,,Vignetting,,,,,
event_overthehorizon_02_e_124,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_124,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_125,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_125,True,,1,idle,,,,,,,,,,,,,,100,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_126,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_126,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_127,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_127,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_128,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_128,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_129,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_129,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_130,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_130,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_131,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_131,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_132,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_132,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_Low
event_overthehorizon_02_e_133,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_133,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_134,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_134,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_135,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_135,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_136,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_136,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,sfx_scn_cape,,sora,,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_137,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_137,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_138,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_138,True,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,sora,,,,,,Vignetting,,,,,Blur_High
event_overthehorizon_02_e_139,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_139,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,Blur_High
