id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,fade
event_ce006_1_01_e_105,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_105,True,,5,no,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,30,30,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_106,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_106,False,,5,no,,7,think,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_107,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_107,False,,5,no,,7,think,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_108,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_108,True,,5,no,,7,think,,3,delight,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_109,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_109,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_110,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_110,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_111,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_111,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_112,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_112,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,4,6,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_113,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_113,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_114,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_114,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,12,10,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_115,40079,event_ce006_1_01_e,Self,roam,,Locale_MainScenario:event_ce006_1_01_e_115,False,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_116,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_116,True,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_117,40079,event_ce006_1_01_e,Self,roam,,Locale_MainScenario:event_ce006_1_01_e_117,False,,5,no,,7,idle,,3,delight,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,1,idle,,,,,,,,
