id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_boomtheghost1_02_e_104,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_104,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_105,40084,event_boomtheghost1_02_e,Narration,Locale_MainScenario:event_boomtheghost1_02_e_105,False,,black,black,1.0,,elegg_s,,sfx_scn_remotesignal,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_106,40084,event_boomtheghost1_02_e,Monologue,Locale_MainScenario:event_boomtheghost1_02_e_106,False,,S_130,S_1300,0.7,,elegg_s,,sfx_scn_highscore,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,"expression_0,idle",,,,,
event_boomtheghost1_02_e_107,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_107,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_108,40084,event_boomtheghost1_02_e,Self,Locale_MainScenario:event_boomtheghost1_02_e_108,False,,S_1300,S_1300,1.0,,elegg_s,,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_109,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_109,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_110,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_110,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_111,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_111,True,,S_1300,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_112,40084,event_boomtheghost1_02_e,Self,Locale_MainScenario:event_boomtheghost1_02_e_112,False,,S_130,S_130,1.0,,elegg_s,,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_113,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_113,True,,S_130,113,1.0,,yan_s,yan_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_114,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_114,True,,113,113,1.0,,elegg_s,elegg_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_115,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_115,True,,113,113,1.0,,yan_s,yan_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_116,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_116,True,,113,113,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_117,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_117,True,,L_70,L_70,1.0,,centi_s,centi_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_118,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_118,True,,L_70,L_70,1.0,,centi_s,centi_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_119,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_119,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,sad,,,,,
event_boomtheghost1_02_e_120,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_120,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,sad,,,,,
event_boomtheghost1_02_e_121,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_121,True,,black,black,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,sad,,rapi_ss,17,delight,
event_boomtheghost1_02_e_122,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_122,True,,1700,170,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_123,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_123,True,,170,1517,1.0,,dorothy_s,dorothy_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,dorothy_s,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_124,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_124,True,,1517,1517,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_125,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_125,False,,1517,1517,1.0,,dorothy_s,dorothy_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_126,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_126,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_127,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_127,True,,S_30,S_30,1.0,,tove_s,tove_s,,,1,idle,,,5,idle,,,3,surprise,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_128,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_128,True,,XS_50,XS_50,1.0,,pepper_s,pepper_s,,,1,idle,,,5,idle,,,3,surprise,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_129,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_129,True,,S_10,S_10,1.0,,yan_s,yan_s,,,1,shy,,,5,idle,,,3,surprise,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_130,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_130,True,,S_10,S_10,1.0,,yan_s,yan_s,,,1,shy,,,5,idle,,,3,idle,,,7,idle,,,15,no,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_131,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_131,True,,150,150,1.0,,dorothy_s,dorothy_s,,,1,shy,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_132,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_132,True,,150,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_133,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_133,True,,S_130,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_134,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_134,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_135,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_135,True,,S_1300,S_100,1.0,,yan_s,yan_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_136,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_136,True,,XS_500,XS_500,1.0,,pepper_s,pepper_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_137,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_137,True,,XS_500,S_300,1.0,,tove_s,tove_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_138,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_138,True,,L_700,L_700,1.0,,centi_s,centi_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,idle,,,17,delight,
event_boomtheghost1_02_e_139,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_139,False,,S_1300,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,delight,
event_boomtheghost1_02_e_140,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_140,True,,S_130,1315,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,delight,
event_boomtheghost1_02_e_141,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_141,True,,1315,1315,1.0,,dorothy_s,dorothy_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,delight,
event_boomtheghost1_02_e_142,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_142,False,,1315,1315,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,sad,,,17,delight,
event_boomtheghost1_02_e_143,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_143,True,,1315,1517,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,sad,,,17,delight,
event_boomtheghost1_02_e_144,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_144,True,,1517,1517,1.0,,dorothy_s,dorothy_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,sad,,,17,delight,
event_boomtheghost1_02_e_145,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_145,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,delight,
event_boomtheghost1_02_e_146,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_146,True,,170,170,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,delight,
event_boomtheghost1_02_e_147,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_147,True,,170,170,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,idle,
event_boomtheghost1_02_e_148,40084,event_boomtheghost1_02_e,Self,Locale_MainScenario:event_boomtheghost1_02_e_148,False,,170,170,1.0,,rapi_ss,,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,idle,
event_boomtheghost1_02_e_149,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_149,True,,170,1700,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,shy,
event_boomtheghost1_02_e_150,40084,event_boomtheghost1_02_e,Self,Locale_MainScenario:event_boomtheghost1_02_e_150,False,,1700,1700,1.0,,rapi_ss,,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,no,,,17,shy,
event_boomtheghost1_02_e_151,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_151,True,,1700,170,1.0,,rapi_ss,rapi_ss,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,sad,,,17,think,
event_boomtheghost1_02_e_152,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_152,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,sad,,,17,think,
event_boomtheghost1_02_e_153,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_153,True,,S_130,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,surprise,,,17,think,
event_boomtheghost1_02_e_154,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_154,True,,XS_50,XS_50,1.0,,pepper_s,pepper_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,surprise,,,17,think,
event_boomtheghost1_02_e_155,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_155,True,,S_130,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,15,think,,,13,surprise,,,17,think,
