id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_phantomthiefvsdetective_06_s_97,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_97,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_98,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_98,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_99,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_99,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_100,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_100,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_101,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_101,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_102,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_102,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_103,40059,event_phantomthiefvsdetective_06_s,Narration,novel,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_103,False,,6,no,,S_160,S_1600,1.0,,,sfx_scn_needletrapactivate,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_104,40059,event_phantomthiefvsdetective_06_s,Narration,novel,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_104,False,,6,no,,S_1600,S_1600,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_105,40059,event_phantomthiefvsdetective_06_s,Narration,novel,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_105,False,,6,no,,S_1600,S_1600,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_106,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_106,True,,6,no,,S_1600,S_1600,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_107,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_107,True,,6,no,,S_1600,S_1600,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_108,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_108,True,,6,no,,S_1600,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_109,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_109,True,,6,no,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_110,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_110,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_111,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_111,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_112,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_112,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_113,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_113,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_114,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_114,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_115,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_115,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_116,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_06_s_116,False,,6,no,,S_160,S_160,1.0,none,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_117,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_06_s_117,False,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,,
event_phantomthiefvsdetective_06_s_118,40059,event_phantomthiefvsdetective_06_s,Narration,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_118,False,,6,no,,S_80,S_80,1.0,,,sfx_scn_ventcover,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,quency_e,8,idle_2
event_phantomthiefvsdetective_06_s_119,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_119,False,,6,surprise,,S_80,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,8,idle_2
event_phantomthiefvsdetective_06_s_120,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_120,True,,6,angry,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,8,idle_2
event_phantomthiefvsdetective_06_s_121,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_121,True,,6,angry,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,8,idle_2
event_phantomthiefvsdetective_06_s_122,40059,event_phantomthiefvsdetective_06_s,Monologue,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_122,False,,6,angry,,L_60,S_80,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,8,idle_2
event_phantomthiefvsdetective_06_s_123,40059,event_phantomthiefvsdetective_06_s,Monologue,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_123,False,,6,angry,,S_80,S_800,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,delight,,8,idle_2
