id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/0/hide_char_id,characters/2/hide_char_id
event_newflavor_06_e_142,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_142,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_143,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_143,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_144,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_144,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_145,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_145,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_146,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_146,False,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_147,40073,event_newflavor_06_e,Monologue,bready,,Locale_SubScenario:event_newflavor_06_e_147,False,,12,sad,,1,S_20,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_148,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_148,False,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_149,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_149,False,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_150,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_150,False,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_151,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_151,True,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_152,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_152,True,,12,sad,,S_20,S_200,1.5,,,,,,,,,2,shy,,,
event_newflavor_06_e_153,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_153,True,,12,sad,White,black,black,1.0,,,crust,,,,,newflavor_event,1,idle,,bready,
event_newflavor_06_e_154,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_154,False,,,,,newflavor_02,1,2.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_155,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_155,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_156,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_156,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_157,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_157,True,,,,,1,newflavor_01,2.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_158,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_158,True,,,,,newflavor_01,newflavor_01,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_159,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_159,False,,,,,newflavor_01,newflavor_01,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_160,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_160,True,,,,,newflavor_01,newflavor_01,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_161,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_161,True,,,,,newflavor_01,newflavor_01,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_162,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_162,True,,,,,newflavor_01,1,1.5,,,,,,,,,1,idle,,,
event_newflavor_06_e_163,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_163,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_164,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_164,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_165,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_165,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_166,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_166,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_167,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_167,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_168,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_168,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_169,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_169,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_170,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_170,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_171,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_171,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_172,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_172,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_173,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_173,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_174,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_174,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_175,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_175,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_176,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_176,True,,,,,1,newflavor_02,1.75,,,,,,,,,1,idle,,,
event_newflavor_06_e_177,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_177,True,,,,,newflavor_02,newflavor_02,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_178,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_178,True,,,,,newflavor_02,newflavor_02,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_179,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_179,True,,,,,newflavor_02,newflavor_02,1.0,,,,,,,,,1,idle,,,
event_newflavor_06_e_180,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_180,True,crust,12,idle,Kitchen,black,black,1.0,,,,,,,,bready,2,idle,,newflavor_event,
event_newflavor_06_e_181,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_181,True,,12,idle,,S_200,S_20,1.3,,,,,,,,,2,shy,,,
event_newflavor_06_e_182,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_182,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_183,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_183,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_184,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_184,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_185,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_185,False,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_186,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_186,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_187,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_187,True,,12,sad,,S_20,1,1.3,,,,,,,,,2,shy,,,
event_newflavor_06_e_188,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_188,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_189,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_189,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_190,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_190,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_191,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_191,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_192,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_192,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_193,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_193,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_194,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_194,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_195,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_195,False,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_196,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_196,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_197,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_197,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_198,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_198,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_199,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_199,False,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_200,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_200,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_201,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_201,False,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_202,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_202,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_203,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_203,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_204,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_204,False,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_205,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_205,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_206,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_206,False,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_207,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_207,True,,12,sad,,1,1,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_208,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_208,True,,12,sad,,1,S_20,1.3,,,,,,,,,2,shy,,,
event_newflavor_06_e_209,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_209,True,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_210,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_210,True,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,shy,,,
event_newflavor_06_e_211,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_211,True,,12,sad,,S_20,S_200,1.3,,,,,,,,,2,shy,,,
