id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/1/hide_char_id,characters/2/hide_char_id
event_footstepwalkrun2_06_s_118,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_118,False,,,,,L_300,L_300,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_119,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_119,True,,,,,L_300,L_30,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_120,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_120,True,,,,,L_30,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_121,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_121,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_122,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_122,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_123,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_123,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_124,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_124,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_125,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_125,False,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_126,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_126,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_127,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_127,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_128,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_128,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_129,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_129,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_130,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_130,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_131,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_131,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_132,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_132,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_133,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_133,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_134,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_134,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_135,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_135,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_136,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_136,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_137,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_137,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_138,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_138,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_139,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_139,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_140,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_140,False,rapi,1,idle,,10,10,1.0,none,rapi,rapi,,,3,idle,,1,idle,black,,,elysionmechanic
event_footstepwalkrun2_06_s_141,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_141,True,,1,idle,,10,L_30,1.0,bgm_frostpillar,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_142,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_142,True,,1,idle,,L_30,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_143,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_143,True,,1,idle,,31,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_144,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_144,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_145,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_145,True,,1,idle,,31,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_146,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_146,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_147,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_147,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_148,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_148,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_149,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_149,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_150,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_150,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_151,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_151,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_152,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_152,True,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_153,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_153,True,,1,idle,,L_30,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_154,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_154,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_155,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_155,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_156,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_156,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_157,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_157,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_158,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_158,True,,1,idle,,31,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_159,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_159,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_160,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_160,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_161,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_161,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_162,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_162,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_163,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_163,False,,1,idle,,31,1,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_164,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_164,True,,1,idle,,1,10,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_165,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_165,False,,1,idle,,10,10,1.0,,rapi,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_166,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_166,True,,1,idle,,10,100,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_167,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_167,True,,1,idle,,L_300,L_300,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_168,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_168,True,,1,idle,,100,100,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_169,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_169,True,,1,idle,,100,100,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_170,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_170,True,,1,idle,,L_300,L_300,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_171,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_171,True,,1,idle,,100,10,1.0,,rapi,rapi,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_172,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_172,False,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_173,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_173,False,,1,idle,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_174,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_174,True,,1,idle,,L_30,3,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_175,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_175,True,,1,idle,,3,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_176,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_176,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_177,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_177,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_178,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_178,True,,1,idle,,31,31,1.0,,ingrid,ingrid,,,3,idle,,,,,,,
event_footstepwalkrun2_06_s_179,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_179,True,,1,idle,,31,31,1.0,,rapi,rapi,,,3,idle,,,,,,,
