id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,play_sound
snowfall_global_14_100,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_100,True,,4,4,1.0,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,5,idle,,,3,delight,,1,delight,,,,,,,,,,,,
snowfall_global_14_101,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_101,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,delight,,1,idle,,,,,,,,,,,,
snowfall_global_14_102,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_102,True,,4,4,1.0,,,,,,vesti,vesti,,,,,,,,,,,,,,,,,5,angry,,,3,sad,,1,idle,,,,,,,,,,,,
snowfall_global_14_103,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_103,True,,4,4,1.0,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,5,angry,,,3,sad,,1,idle,,,,,,,,,,,,
snowfall_global_14_104,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_104,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,angry,,,3,sad,,1,idle,,,,,,,,,,,,
snowfall_global_14_105,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_105,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,angry,eunhwa,,3,sad,,1,idle,,,,,,,,,vesti,emma,,
snowfall_global_14_106,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_106,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_107,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_107,False,,black,black,1.0,,,snowfall_global_14_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_108,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_108,False,DiningRoom_n,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludmilla_w,15,idle,,,,,,,,,,,,
snowfall_global_14_109,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_109,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_110,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_110,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_111,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_111,False,,150,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,sfx_scn_untieribbon
snowfall_global_14_112,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_112,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_113,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_113,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_114,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_114,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_115,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_115,False,,15,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,idle,,,,,,,,,,,,
snowfall_global_14_116,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_116,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_117,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_117,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_118,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_118,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_119,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_119,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_120,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_120,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_121,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_121,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_122,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_122,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,,,
snowfall_global_14_123,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_123,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,smile,,,,,,,,,,ludmilla_w,,
snowfall_global_14_124,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_124,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_125,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_125,False,,black,black,1.0,,,snowfall_global_14_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_126,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_126,False,DiningRoom_n,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mica_w,13,idle,,,,,,,,,,,,
snowfall_global_14_127,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_127,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_128,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_128,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_129,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_129,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_130,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_130,False,,S_130,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,sfx_scn_untieribbon
snowfall_global_14_131,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_131,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_132,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_132,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_133,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_133,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_134,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_134,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_135,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_135,True,,13,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_136,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_136,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_137,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_137,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_138,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_138,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_139,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_139,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_140,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_140,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_141,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_141,False,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_142,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_142,False,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,,,
snowfall_global_14_143,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_143,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_144,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_144,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,,,
snowfall_global_14_145,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_145,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,mica_w,,
snowfall_global_14_146,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_146,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_147,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_147,False,,black,black,1.0,,,snowfall_global_14_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_148,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_148,False,DiningRoom_n,18,18,1.0,,,,,,,,,,,,,,,,,,,,emma,1,idle,mica_w,13,idle,,ludmilla_w,15,idle,noir_c,17,idle,blanc_c,19,idle,,,,,,,,,
snowfall_global_14_149,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_149,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_150,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_150,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_151,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_151,True,,18,16,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_152,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_152,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_153,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_153,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_154,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_154,True,,12,12,1.0,,,,,,emma,emma,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_155,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_155,True,,12,12,1.0,,,,,,emma,emma,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_156,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_156,True,,12,12,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_157,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_157,True,,12,12,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_158,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_158,True,,12,12,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_159,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_159,True,,12,12,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_160,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_160,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_161,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_161,True,,18,18,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_162,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_162,True,,18,18,1.0,,,snowfall_global_14_163,,,noir_c,noir_c,,,,,,,,,,,,,,1,idle,,13,idle,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_163,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_163,False,none,black,black,1.0,none,none,,,,,,,,,,,,,,,,,,,1,idle,,13,idle,mica_w,,15,idle,,17,idle,,19,idle,,,,,emma,ludmilla_w,noir_c,blanc_c,
snowfall_global_14_164,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_164,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_165,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_165,False,HotSpringInnOut_n,1,1,1.0,amb_so_inn_out_3,event_bgm_neverland_snowflakes_night,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_166,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_166,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_167,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_167,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_168,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_168,False,BambooForest_n,1,1,1.0,amb_so_bambooforest_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_169,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_169,False,BigHotSpring_n,1,1,1.0,amb_so_hotspring_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_170,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_170,False,Trail_n,1,1,1.0,amb_so_trail_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_171,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_171,False,DiningRoom_n,1,1,1.0,amb_so_restaurant_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_172,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_172,False,WaterFall_n,1,1,1.0,amb_so_waterfall_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_173,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_173,False,HotSpringInnOut_n,1,1,1.0,amb_so_inn_out_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_174,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_174,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lumi_01,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_175,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_175,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_176,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_176,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_177,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_177,True,,1,10,1.0,,,,,,lumi_01,lumi_01,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_178,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_178,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_179,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_179,True,,10,10,1.0,,,,,,lumi_01,lumi_01,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_180,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_180,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_181,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_181,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_182,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_182,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
snowfall_global_14_183,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_183,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,
