id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,set_filter_02,fade,characters/2/hide_char_id
event_unbreakablesphere2_03_s_115,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_115,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_116,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_116,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_117,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_117,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_118,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_118,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_119,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_119,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_120,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_120,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_121,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_121,True,,OP_leftup,idle,,1,idle,,100,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_122,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_122,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_123,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_123,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_124,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_124,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_125,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_125,True,,OP_leftup,think,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_126,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_126,True,,OP_leftup,think,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_127,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_127,True,,OP_leftup,think,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_128,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_128,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_129,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_129,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_130,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_130,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_131,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_131,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_132,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_132,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_133,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_133,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_134,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_134,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_135,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_135,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_136,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_136,True,,OP_leftup,delight,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_137,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_137,True,,OP_leftup,delight,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_138,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_138,True,,OP_leftup,delight,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_139,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_139,True,,OP_leftup,delight,,1,idle,,10,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_140,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_140,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_141,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_141,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_142,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_142,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_143,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_143,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_144,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_144,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_145,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_145,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_146,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_146,True,,OP_leftup,idle,,1,idle,,100,10,0.5,,,,,,,,,
event_unbreakablesphere2_03_s_147,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_147,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_148,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_148,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_149,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_149,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_150,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_150,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_151,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_151,True,,OP_leftup,smile,,1,idle,,10,100,0.5,,,,,,,,,
event_unbreakablesphere2_03_s_152,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_152,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_153,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_153,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_154,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_154,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_155,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_155,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_156,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_156,True,,OP_leftup,idle,,1,idle,,100,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_157,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_157,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
