id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/4/hide_char_id
event_boomtheghost2_02_s_94,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_94,True,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_95,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_95,True,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_96,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_96,False,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_97,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_97,True,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,sad,,,,,,,,,
event_boomtheghost2_02_s_98,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_98,False,,,,,1,idle,,3,idle,,15,think,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,sad,,,,,,,,,
event_boomtheghost2_02_s_99,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_99,True,,,,,1,idle,,3,idle,,15,think,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,sad,,,,,,,,,
event_boomtheghost2_02_s_100,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_100,True,,,,,1,idle,,3,idle,,15,think,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,sad,,,,,,,,,
event_boomtheghost2_02_s_101,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_101,True,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,sad,,,,,,,,,
event_boomtheghost2_02_s_102,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_102,True,,,,,1,idle,,3,idle,,15,delight,,1517,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_103,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_103,False,,,,,1,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_104,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_104,False,alfred,1,idle,,13,idle,,3,idle,,15,delight,,black,black,1.0,none,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,chefghost
event_boomtheghost2_02_s_105,40085,event_boomtheghost2_02_s,Self,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_105,False,,1,idle,,13,idle,,3,idle,,15,delight,,S_100,S_100,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_106,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_106,False,,1,idle,,13,idle,,3,idle,,15,delight,,S_100,S_100,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_107,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_107,True,,1,idle,,13,idle,,3,idle,,15,delight,,S_100,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_108,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_108,True,,1,idle,,13,surprise,,3,idle,,15,delight,,S_10,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_109,40085,event_boomtheghost2_02_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_02_s_109,False,,1,idle,,13,surprise,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_110,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_110,True,,1,idle,,13,surprise,,3,idle,,15,delight,,113,113,1.0,bgm_story_cottoncandy,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_111,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_111,True,,1,idle,,13,surprise,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_112,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_112,True,,1,idle,,13,surprise,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_113,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_113,True,,1,idle,,13,surprise,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_114,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_114,False,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_115,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_115,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_116,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_116,False,,1,idle,,13,think,,3,idle,,15,delight,,113,1,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_117,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_117,True,,1,idle,,13,think,,3,idle,,15,delight,,1,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_118,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_118,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_119,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_119,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_120,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_120,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_121,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_121,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_122,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_122,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_123,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_123,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_124,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_124,True,,1,idle,,13,think,,3,idle,,15,delight,,S_10,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_125,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_125,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_126,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_126,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_127,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_127,True,,1,idle,,13,idle,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_128,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_128,True,,1,idle,,13,idle,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_129,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_129,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_130,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_130,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_131,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_131,True,,1,idle,,13,think,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_132,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_132,True,,1,idle,,13,no,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_133,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_133,True,,1,idle,,13,no,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_134,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_134,True,,1,idle,,13,idle,,3,idle,,15,delight,,113,113,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_135,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_135,True,,1,idle,,13,idle,,3,idle,,15,delight,,113,1,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_136,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_136,True,,1,idle,,13,idle,,3,idle,,15,delight,,1,S_10,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
