id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_seayouagain1_03_s_104,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_104,True,,130,13,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_105,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_105,True,,13,13,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_106,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_106,False,,13,13,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_107,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_107,True,,13,12,1.0,none,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_108,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_108,True,LogHouseIn_d,10,10,1.0,bgm_story_splashpad,black,,,,,,anis,1,idle,,,9,idle,rapi,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_109,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_109,True,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_110,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_110,True,,10,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_111,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_111,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_112,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_112,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_113,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_113,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_114,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_114,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_115,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_115,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_116,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_116,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_117,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_117,True,,12,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_118,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_118,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_119,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_119,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_120,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_120,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_121,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_121,True,,12,10,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_122,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_122,True,,10,10,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_123,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_123,True,,10,10,1.0,,,,,,,,,1,worry,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_124,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_124,True,,130,130,1.0,,,,,,,,,1,worry,,,,,,,,,,,,,,,13,no,,,,,,,,,
event_seayouagain1_03_s_125,40024,event_seayouagain1_03_s,Narration,,,Locale_MainScenario:event_seayouagain1_03_s_125,False,,3,3,1.0,,,sfx_scn_dooropen,neon_s,3,idle,,,1,void,,,,,,,,,,,,,,,13,no,,,,,,,,,
event_seayouagain1_03_s_126,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_126,True,,3,XS_30,1.0,,,,,3,idle,,,1,void,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_127,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_127,True,,XS_30,XS_30,1.0,,,,,3,idle,,,1,void,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_128,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_128,True,,XS_30,XS_30,1.0,,,,,3,idle,,,1,void,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_129,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_129,True,,XS_30,2,1.0,,,,,3,idle,,,1,void,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_130,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_130,True,,2,2,1.0,,,,,3,worry,,,1,void,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_131,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_131,True,,2,12,1.0,,,,,3,worry,,,1,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_132,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_132,True,,12,12,1.0,,,,,3,worry,,,1,idle,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_133,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_133,True,,12,12,1.0,,,,,3,worry,,,1,idle,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_134,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_134,True,,12,12,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_135,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_135,True,,12,12,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,,,13,surprise,,,,,,,,,
event_seayouagain1_03_s_136,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_136,True,,12,12,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_137,40024,event_seayouagain1_03_s,Narration,,,Locale_MainScenario:event_seayouagain1_03_s_137,False,,12,120,1.0,,,sfx_scn_doorclose,,3,idle,,,1,angry,anis,,,,,,,,,,,,,,13,shy,helm,,,,,,,,
event_seayouagain1_03_s_138,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_138,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_139,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_139,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_140,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_140,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_141,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_141,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_142,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_142,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_143,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_143,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_144,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_144,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_145,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_145,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_146,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_146,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_147,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_147,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_148,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_148,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_149,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_149,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_150,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_150,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_151,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_151,True,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_152,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_152,False,,120,120,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_153,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_153,True,,120,120,1.0,,,,,3,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_154,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_154,False,,120,XS_30,0.7,,,,,3,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_155,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_155,True,,XS_30,XS_30,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_156,40024,event_seayouagain1_03_s,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_s_156,True,,XS_30,XS_30,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_157,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_157,False,,XS_30,XS_30,1.0,,,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_03_s_158,40024,event_seayouagain1_03_s,Narration,,,Locale_MainScenario:event_seayouagain1_03_s_158,False,,XS_30,12,1.0,,,sfx_scn_dooropen,,3,idle,,anis_s,1,delight,,,,,,,,,,,,,,helm_s,13,shy,,,,,,,,,
event_seayouagain1_03_s_159,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_159,True,,XS_10,XS_10,1.0,,,,,3,idle,,,1,delight,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_160,40024,event_seayouagain1_03_s,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_s_160,True,,130,130,1.0,,,,,3,idle,neon_s,,1,delight,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_161,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_161,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_162,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_162,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_163,40024,event_seayouagain1_03_s,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_s_163,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_164,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_164,True,,12,12,1.0,,,,,,,,,1,worry,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_165,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_165,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_166,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_166,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,shy,,,,,,,,,
event_seayouagain1_03_s_167,40024,event_seayouagain1_03_s,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_s_167,True,,XS_10,12,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,13,angry,,,,,,,,,
event_seayouagain1_03_s_168,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_168,True,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,13,angry,,,,,,,,,
event_seayouagain1_03_s_169,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_169,True,,30,30,1.0,,,,,,,,,1,delight,,rapi,3,idle,,,,,,,,,,,13,angry,,,,,,,,,
event_seayouagain1_03_s_170,40024,event_seayouagain1_03_s,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_s_170,True,,130,130,1.0,,,,,,,,,1,delight,,,3,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_171,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_171,True,,130,2,1.0,,,,,,,,,1,angry,,,3,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_172,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_172,True,,2,2,1.0,,,,,,,,,1,angry,,,3,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_173,40024,event_seayouagain1_03_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_s_173,True,,2,2,1.0,,,,,,,,,1,angry,,,3,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_174,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_174,True,,2,30,1.0,,,,,,,,,1,angry,,,3,think,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_175,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_175,True,,30,30,1.0,,,,,,,,,1,angry,,,3,no,,,,,,,,,,,13,idle,,,,,,,,,
