id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_boomtheghost2_03_s_115,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_115,True,,1,idle,,3,idle,,5,idle,,3,3,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_116,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_116,False,,1,idle,,3,delight,,5,idle,,3,S_30,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_117,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_117,True,,1,idle,,3,delight,,5,idle,,S_30,S_30,1.0,,yan_s,yan_s,,,,,,13,idle,,,15,surprise
event_boomtheghost2_03_s_118,40085,event_boomtheghost2_03_s,Self,Locale_MainScenario:event_boomtheghost2_03_s_118,False,,1,idle,,3,delight,,5,idle,,S_30,S_30,1.0,,yan_s,,,,,,,13,idle,,,15,surprise
event_boomtheghost2_03_s_119,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_119,True,,1,idle,,3,delight,,5,idle,,S_30,31,1.0,,yan_s,yan_s,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_120,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_120,True,,1,idle,,3,idle,,5,idle,,31,31,1.0,,alfred,alfred,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_121,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_121,True,,1,idle,,3,idle,,5,idle,,31,31,1.0,,yan_s,yan_s,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_122,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_122,True,,1,idle,,3,idle,,5,idle,,31,113,1.0,none,elegg_s,elegg_s,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_123,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_123,True,,1,idle,,3,idle,,5,idle,,113,113,1.0,,alfred,alfred,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_124,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_124,True,,1,idle,,3,idle,,5,idle,,113,113,1.0,,elegg_s,elegg_s,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_125,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_125,True,,1,idle,,3,idle,,5,idle,,113,113,1.0,,elegg_s,elegg_s,,,,,,13,idle,,,15,idle
event_boomtheghost2_03_s_126,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_126,True,,1,idle,,3,idle,,5,idle,,S_10,S_100,1.0,,alfred,alfred,,,,,,13,idle,,,15,idle
