id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,set_filter_01,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_ex_seayouagain_15_123,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_123,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_124,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_124,False,,7,7,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_125,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_125,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_126,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_126,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_127,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_127,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,worry
d_ex_seayouagain_15_128,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_128,True,,7,2,1.5,,,,,,,,,,,,3,sad,,1,sad,,7,worry
d_ex_seayouagain_15_129,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_129,True,,2,2,1.0,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_130,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_130,True,,2,7,1.5,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_131,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_131,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_132,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_132,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_133,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_133,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_134,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_134,True,,7,7,1.0,,,,,,,,,,,,3,sad,,1,sad,,7,idle
d_ex_seayouagain_15_135,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_135,True,,1,10,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_136,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_136,True,,10,10,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_137,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_137,False,,10,10,1.0,,,,,,,,,,,,3,sad,,1,angry,,7,idle
d_ex_seayouagain_15_138,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_138,False,,7,70,1.0,,,,,,,,,,,,3,sad,,1,think,,7,worry
d_ex_seayouagain_15_139,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_139,False,,1,10,1.0,,,,,,,,,,,,3,sad,,1,think,,7,idle
d_ex_seayouagain_15_140,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_140,False,,3,S_30,1.0,,,,,,,,,,,,3,sad,,1,think,,7,idle
d_ex_seayouagain_15_141,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_141,False,,black,black,1.0,,,,,,,,,,,,3,sad,,1,think,,7,idle
d_ex_seayouagain_15_142,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_142,False,,black,black,1.0,,,,,,,,,,,,3,sad,,1,think,,7,idle
