id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,set_filter_02
snowfall_global_09_122,80903,snowfall_global_09,Narration,Locale_SubScenario:snowfall_global_09_122,False,,170,170,1.0,,,,,,sfx_scn_cointhrow,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_123,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_123,True,,170,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_124,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_124,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_125,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_125,True,,14,14,1.0,,,snowfall_global_09_126,,,,noir_c,noir_c,,15,delight,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_126,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_126,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_127,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_127,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_128,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_128,False,,black,black,1.0,,none,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_129,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_129,False,,black,black,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_130,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_130,False,,black,black,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_131,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_131,False,,18,18,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_132,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_132,False,,18,18,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_133,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_133,False,,18,18,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_134,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_134,False,,18,18,1.0,,,snowfall_global_09_139,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_135,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_135,False,,18,18,1.0,,,snowfall_global_09_152,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_136,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_136,False,,18,18,1.0,,,snowfall_global_09_167,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_137,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_137,False,,18,18,1.0,,,snowfall_global_09_179,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_138,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_138,False,,18,18,1.0,,,snowfall_global_09_191,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_139,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_139,False,,15,15,1.0,,event_bgm_neverland_snowflakes_sunset,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_140,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_140,False,,15,15,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_141,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_141,False,,15,15,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_142,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_142,False,,15,15,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_143,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_143,False,,15,15,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_144,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_144,False,,15,L_150,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_145,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_145,False,,L_150,L_150,1.0,,,,,,,blanc_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_146,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_146,False,,L_150,L_150,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_147,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_147,False,,L_150,L_150,1.0,,,,,,,blanc_c,blanc_c,,15,shy,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_148,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_148,False,,L_150,L_150,1.0,,,,,,,blanc_c,,,15,shy,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_149,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_149,False,,L_150,L_150,1.0,,,,,,,blanc_c,,,15,shy,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_150,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_150,False,,black,black,1.0,,,,,,,blanc_c,,,15,shy,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_151,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_151,False,,black,black,1.0,,,snowfall_global_09_203,,,,blanc_c,,,15,shy,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_152,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_152,False,,13,13,1.0,,event_bgm_neverland_snowflakes_sunset,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_153,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_153,False,,13,13,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_154,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_154,False,,13,13,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_155,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_155,False,,13,13,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_156,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_156,False,,13,13,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_157,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_157,False,,13,L_130,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_158,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_158,False,,L_130,L_130,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_159,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_159,True,,L_130,L_130,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,surprise,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_160,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_160,True,,L_130,L_130,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,shy,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_161,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_161,True,,L_130,L_130,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_162,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_162,False,,L_130,L_130,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_163,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_163,False,,L_130,L_130,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_164,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_164,False,,L_130,L_130,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_165,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_165,False,,black,black,1.0,,,,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_166,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_166,False,,black,black,1.0,,,snowfall_global_09_203,,,,noir_c,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_167,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_167,False,,7,7,1.0,,event_bgm_neverland_snowflakes_sunset,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_168,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_168,False,,7,7,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_169,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_169,False,,7,7,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_170,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_170,False,,7,7,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_171,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_171,False,,7,70,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_172,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_172,False,,70,70,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_173,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_173,True,,70,70,1.0,,,,,,,emma,emma,,15,idle,,13,idle,,3,idle,,5,idle,,7,surprise,,Vignetting
snowfall_global_09_174,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_174,True,,70,70,1.0,,,,,,,emma,emma,,15,idle,,13,idle,,3,idle,,5,idle,,7,special,,Vignetting
snowfall_global_09_175,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_175,False,,70,70,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,special,,Vignetting
snowfall_global_09_176,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_176,False,,70,70,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,special,,Vignetting
snowfall_global_09_177,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_177,False,,black,black,1.0,,,,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,special,,Vignetting
snowfall_global_09_178,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_178,False,,black,black,1.0,,,snowfall_global_09_203,,,,emma,,,15,idle,,13,idle,,3,idle,,5,idle,,7,special,,Vignetting
snowfall_global_09_179,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_179,False,,5,5,1.0,,event_bgm_neverland_snowflakes_sunset,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_180,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_180,False,,5,5,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_181,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_181,False,,5,5,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_182,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_182,False,,5,5,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_183,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_183,False,,5,50,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_184,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_184,False,,50,50,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_185,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_185,True,,50,50,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,3,idle,,5,surprise,,7,idle,,Vignetting
snowfall_global_09_186,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_186,True,,50,50,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,3,idle,,5,smile,,7,idle,,Vignetting
snowfall_global_09_187,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_187,False,,50,50,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,smile,,7,idle,,Vignetting
snowfall_global_09_188,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_188,False,,50,50,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,smile,,7,idle,,Vignetting
snowfall_global_09_189,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_189,False,,black,black,1.0,,,,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,smile,,7,idle,,Vignetting
snowfall_global_09_190,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_190,False,,black,black,1.0,,,snowfall_global_09_203,,,,ludmilla_w,,,15,idle,,13,idle,,3,idle,,5,smile,,7,idle,,Vignetting
snowfall_global_09_191,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_191,False,,3,3,1.0,,event_bgm_neverland_snowflakes_sunset,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_192,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_192,False,,3,3,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_193,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_193,False,,3,3,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_194,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_194,False,,3,3,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,Blur_Middle,Vignetting
snowfall_global_09_195,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_195,False,,3,S_30,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_196,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_196,False,,S_30,S_30,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,Vignetting
snowfall_global_09_197,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_197,True,,S_30,S_30,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,3,surprise,,5,idle,,7,idle,,Vignetting
snowfall_global_09_198,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_198,True,,S_30,S_30,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,Vignetting
snowfall_global_09_199,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_199,False,,S_30,S_30,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,Vignetting
snowfall_global_09_200,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_200,False,,S_30,S_30,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,Vignetting
snowfall_global_09_201,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_201,False,,black,black,1.0,,,,,,,mica_w,,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,Vignetting
snowfall_global_09_202,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_202,False,,black,black,1.0,,,snowfall_global_09_203,,,,mica_w,,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,Vignetting
snowfall_global_09_203,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_203,True,,14,14,1.0,,,,,black,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_204,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_204,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_205,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_205,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_206,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_206,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_207,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_207,False,,14,14,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_208,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_208,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_209,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_209,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,delight,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_210,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_210,False,,14,14,1.0,,,,,,,,,,15,delight,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_211,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_211,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_212,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_212,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_213,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_213,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_214,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_214,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_215,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_215,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_216,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_216,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_217,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_217,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_218,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_218,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_219,80903,snowfall_global_09,Narration,Locale_SubScenario:snowfall_global_09_219,False,,black,black,1.0,,,,,,,,,,15,idle,,13,delight,,3,idle,,5,idle,,7,idle,,
