id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id
event_BunnyX777_04_e_129,40014,event_BunnyX777_04_e,Choice,,,Locale_SubScenario:event_BunnyX777_04_e_129,False,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,event_BunnyX777_04_e_132,,,,,
event_BunnyX777_04_e_130,40014,event_BunnyX777_04_e,Choice,,,Locale_SubScenario:event_BunnyX777_04_e_130,False,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,event_BunnyX777_04_e_133,,,,,
event_BunnyX777_04_e_131,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_131,True,,5,idle,,L_50,L_500,1.0,,,,,,13,idle,,event_BunnyX777_04_e_134,,,,,
event_BunnyX777_04_e_132,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_132,True,,5,idle,,L_50,L_500,1.0,,,,,,13,idle,,event_BunnyX777_04_e_134,,,,,
event_BunnyX777_04_e_133,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_133,True,,5,idle,,L_50,L_500,1.0,,,,,,13,idle,,event_BunnyX777_04_e_134,,,,,
event_BunnyX777_04_e_134,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_134,True,,5,idle,,L_500,L_500,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_135,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_135,True,,5,idle,,L_500,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_136,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_136,True,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_137,40014,event_BunnyX777_04_e,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_04_e_137,True,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_138,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_138,True,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_139,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_139,True,,5,idle,,L_50,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_140,40014,event_BunnyX777_04_e,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_04_e_140,True,,5,idle,,130,130,1.0,none,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_141,40014,event_BunnyX777_04_e,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_04_e_141,True,,5,idle,,130,130,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_142,40014,event_BunnyX777_04_e,Self,,,Locale_SubScenario:event_BunnyX777_04_e_142,False,,5,idle,,130,130,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_143,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_143,True,,5,delight,,L_50,L_50,1.0,,,,,,13,idle,,,,,,,
event_BunnyX777_04_e_144,40014,event_BunnyX777_04_e,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_04_e_144,True,,5,delight,,L_50,L_500,0.5,,,,,,13,idle,,,,,,,
