id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id
event_newyearnewsword_02_e_93,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_93,False,,1,surprise,,13,delight,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_10,1.0,,,,janghwa,,,janghwa,nearbattlenikke1,nearbattlenikke2,nearbattlenikke3,nearbattlenikke4,nearbattlenikke5,
event_newyearnewsword_02_e_94,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_94,True,,1,surprise,,,,,,,,,,,,,,,,,,,,S_10,S_100,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_95,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_95,False,,1,surprise,,,,,,,,,,,,,,,,,,,,black,black,1.0,,sfx_scn_drawingsword,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_96,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_96,False,,1,surprise,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_97,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_97,False,,1,surprise,,,,,,,,,,,,,,,,,,,,black,black,1.0,,sfx_scn_explosionhuge,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_98,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_98,False,,1,surprise,janghwa,13,idle,,,,,,,,,,,,,,,,CityForest_03,black,black,1.0,,,,hongryeon_o,,,,,,,,,hongryeon_o
event_newyearnewsword_02_e_99,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_99,False,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,XL_130,S_130,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_100,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_100,True,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_101,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_101,True,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,S_130,S_1300,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_102,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_102,True,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,S_1300,S_1300,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_103,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_103,True,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,S_1300,S_1300,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_104,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_104,False,,1,angry,,13,idle,,,,,,,,,,,,,,,,,S_1300,S_1300,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_105,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_105,False,hongryeon_o,1,angry,,13,idle,,,,,,,,,,,,,,,,CityForest_02,black,black,1.0,,,,hongryeon_o,,,janghwa,,,,,,
event_newyearnewsword_02_e_106,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_106,True,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_107,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_107,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,sfx_scn_drawingsword,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_108,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_108,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_109,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_109,False,,1,angry,,,,,,,,,,,,,,,,,,,CityForest_03,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_110,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_110,False,,1,angry,,,,,,,,,,,,,,,,,,,,XL_10,S_10,1.0,,sfx_scn_rapturehowl,Low_2,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_111,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_111,True,,1,angry,,,,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_112,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_112,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_10,S_100,1.0,,sfx_scn_swordswing,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_113,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_113,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_114,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_114,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_115,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_115,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_116,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_116,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_117,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_117,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_118,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_118,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_119,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_119,True,,1,angry,,,,,,,,,,,,,,,,,,,,S_100,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_120,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_120,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_121,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_121,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_122,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_122,False,,1,angry,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_123,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_123,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,sfx_scn_machinebreak,Low_2,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_124,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_124,False,,1,angry,,,,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_125,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_125,True,,1,idle,,,,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_126,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_126,True,,1,idle,,,,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_127,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_127,True,,1,idle,janghwa,13,delight,,,,,,,,,,,,,,,,,S_10,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_128,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_128,True,,1,idle,,13,idle,,,,,,,,,,,,,,,,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_129,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_129,True,,1,idle,,13,idle,,,,,,,,,,,,,,,,,12,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_130,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_130,True,,1,idle,,13,idle,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_131,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_131,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_132,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_132,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_133,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_133,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_134,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_134,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_135,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_135,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,black,black,1.0,,sfx_scn_drawingsword,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_136,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_136,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_137,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_137,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_138,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_138,False,,1,idle,,13,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
