id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,fade,jump_target
event_secretgarden_06_s_123,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_123,False,,30,30,1.0,none,flora,,flora,3,delight,,5,idle,,,,,,,,,,,rupee,,,,,black,
event_secretgarden_06_s_124,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_124,False,,30,30,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_125,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_125,True,,30,30,1.0,event_bgm_neverland_snowflakes_day,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_126,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_126,True,,30,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_127,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_127,True,,30,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_128,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_128,False,,30,30,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_129,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_129,False,,30,10,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_130,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_130,True,,10,10,1.0,,smartwoman,smartwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_131,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_131,True,,10,10,1.0,,integrityman,integrityman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_132,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_132,True,,10,10,1.0,,smartwoman,smartwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_133,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_133,True,,10,100,1.0,,integrityman,integrityman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_134,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_134,True,,100,300,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_135,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_135,False,,300,300,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_136,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_136,True,,300,300,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_137,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_137,True,,300,300,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_138,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_138,False,,300,300,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_139,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_139,True,,300,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_140,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_140,True,,30,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_141,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_141,True,,30,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_142,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_142,False,,black,black,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
